Numero de Puesto,Estacion URI Final,Latitud,Longitud,Calles Linked,Calle,Calles URI Final,wikidata:PublicSpace,Numero,Direccion,Direccion URI Final,Distrito Linked,Distrito,Distritos URI Final,wikidata:districtMadrid,Barrios Linked,Barrio,Barrios URI Final,wikidata:neighborhoodMadrid,Numero de Plazas
171,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-embajadores,40.3997626,-3.6984459,"Calle de Embajadores, Madrid",calle de embajadores,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-embajadores,https://wikidata.org/wiki/Q5740826,97,Calle De Embajadores-97,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-embajadores-97,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Delicias (Madrid),delicias,http://semantic.web.es/group05/resource/bicimad/barrio#delicias,https://wikidata.org/wikiQ3773736,24
172,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-bustamente,40.4008683,-3.6935448,calle de Bustamante,calle de bustamente,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-bustamente,https://wikidata.org/wiki/Q27430098,1,Calle De Bustamente-1,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-bustamente-1,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Palos de Moguer,palos de moguer,http://semantic.web.es/group05/resource/bicimad/barrio#palos-de-moguer,https://wikidata.org/wikiQ521009,24
173,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-esperanza,40.3981757,-3.7023615,"Paseo de la Esperanza, Madrid",paseo de la esperanza,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-esperanza,https://wikidata.org/wiki/Q55947011,59,Paseo De La Esperanza-59,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-esperanza-59,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Acacias,acacias,http://semantic.web.es/group05/resource/bicimad/barrio#acacias,https://wikidata.org/wikiQ3319190,24
174,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-las-yeserias,40.397417,-3.7063771,"Paseo de las Yeserías, Madrid",paseo de las yeserias,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-las-yeserias,https://wikidata.org/wiki/Q16616818,8,Paseo De Las Yeserias-8,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-las-yeserias-8,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Acacias,acacias,http://semantic.web.es/group05/resource/bicimad/barrio#acacias,https://wikidata.org/wikiQ3319190,27
175,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-jaime-el-conquistador,40.3962687,-3.6983033,CALLE DE JAIME EL CONQUISTADOR,calle de jaime el conquistador,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-jaime-el-conquistador,,30,Calle De Jaime El Conquistador-30,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-jaime-el-conquistador-30,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,La Chopera,chopera,http://semantic.web.es/group05/resource/bicimad/barrio#chopera,https://wikidata.org/wikiQ3773750,21
176,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-alicante,40.3942411,-3.6936302,CALLE DE ALICANTE,calle de alicante,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-alicante,,3,Calle De Alicante-3,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-alicante-3,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Delicias (Madrid),delicias,http://semantic.web.es/group05/resource/bicimad/barrio#delicias,https://wikidata.org/wikiQ3773736,24
177,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-bolivar,40.3915019,-3.694087,CALLE DE BOLIVAR,calle de bolivar,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-bolivar,,3,Calle De Bolivar-3,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-bolivar-3,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Delicias (Madrid),delicias,http://semantic.web.es/group05/resource/bicimad/barrio#delicias,https://wikidata.org/wikiQ3773736,24
178,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-leon-gil-de-palacio,40.4030242,-3.6788939,CALLE DE LEON GIL DE PALACIO,calle de leon gil de palacio,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-leon-gil-de-palacio,,1,Calle De Leon Gil De Palacio-1,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-leon-gil-de-palacio-1,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Pacífico,pacifico,http://semantic.web.es/group05/resource/bicimad/barrio#pacifico,https://wikidata.org/wikiQ3773753,24
179,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#autovia-m-30,40.3979341,-3.6690602,Madrid Ring Road,autovia m-30,http://semantic.web.es/group05/resource/bicimad/calle#autovia-m-30,https://wikidata.org/wiki/Q2606591,S/N,Autovia M-30-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#autovia-m-30-s/n,Puente de Vallecas,puente de vallecas,http://semantic.web.es/group05/resource/bicimad/distrito#puente-de-vallecas,https://wikidata.org/wikiQ2003054,San Diego,san diego,http://semantic.web.es/group05/resource/bicimad/barrio#san-diego,https://wikidata.org/wikiQ11946851,24
180,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-la-retama,40.3941252,-3.6759244,Retama Street,calle de la retama,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-la-retama,https://wikidata.org/wiki/Q28983516,5,Calle De La Retama-5,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-la-retama-5,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Atocha,atocha,http://semantic.web.es/group05/resource/bicimad/barrio#atocha,https://wikidata.org/wikiQ3814594,24
181,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-ibiza,40.4181748,-3.67664,"Calle de Ibiza, Madrid",calle de ibiza,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-ibiza,https://wikidata.org/wiki/Q63247838,18,Calle De Ibiza-18,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-ibiza-18,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Ibiza,ibiza,http://semantic.web.es/group05/resource/bicimad/barrio#ibiza,https://wikidata.org/wikiQ15249910,27
182,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-alcalde-sainz-de-baranda,40.4187145,-3.6655023,"Calle del Alcalde Sáinz de Baranda, Madrid",calle del alcalde sainz de baranda,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-alcalde-sainz-de-baranda,https://wikidata.org/wiki/Q28070977,90,Calle Del Alcalde Sainz De Baranda-90,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-alcalde-sainz-de-baranda-90,Retiro,retiro,http://semantic.web.es/group05/resource/bicimad/distrito#retiro,https://wikidata.org/wikiQ2002296,Estrella,estrella,http://semantic.web.es/group05/resource/bicimad/barrio#estrella,https://wikidata.org/wikiQ3773738,24
183,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-hermosilla,40.4256358,-3.6694506,Calle de Hermosilla,calle de hermosilla,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-hermosilla,https://wikidata.org/wiki/Q28052826,135,Calle De Hermosilla-135,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-hermosilla-135,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Goya,goya,http://semantic.web.es/group05/resource/bicimad/barrio#goya,https://wikidata.org/wikiQ3814578,24
184,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-del-marques-de-zafra,40.4260023,-3.6653095,PASEO DEL MARQUES DE ZAFRA,paseo del marques de zafra,http://semantic.web.es/group05/resource/bicimad/calle#paseo-del-marques-de-zafra,,,Paseo Del Marques De Zafra-,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-del-marques-de-zafra-,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Fuente del Berro,fuente del berro,http://semantic.web.es/group05/resource/bicimad/barrio#fuente-del-berro,https://wikidata.org/wikiQ3814564,24
185,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#glorieta-del-marques-de-zafra,40.4250682,-3.661533,GLORIETA DEL MARQUES DE ZAFRA,glorieta del marques de zafra,http://semantic.web.es/group05/resource/bicimad/calle#glorieta-del-marques-de-zafra,,4,Glorieta Del Marques De Zafra-4,http://semantic.web.es/group05/resource/bicimad/direccion#glorieta-del-marques-de-zafra-4,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Fuente del Berro,fuente del berro,http://semantic.web.es/group05/resource/bicimad/barrio#fuente-del-berro,https://wikidata.org/wikiQ3814564,24
186,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-general-pardinas,40.429069,-3.6782783,General Pardiñas Street,calle del general pardinas,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-general-pardinas,https://wikidata.org/wiki/Q28065178,56,Calle Del General Pardinas-56,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-general-pardinas-56,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Lista,lista,http://semantic.web.es/group05/resource/bicimad/barrio#lista,https://wikidata.org/wikiQ4779,24
187,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-alejandro-gonzalez,40.4301353,-3.6638407,CALLE DE ALEJANDRO GONZALEZ,calle de alejandro gonzalez,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-alejandro-gonzalez,,1,Calle De Alejandro Gonzalez-1,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-alejandro-gonzalez-1,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Fuente del Berro,fuente del berro,http://semantic.web.es/group05/resource/bicimad/barrio#fuente-del-berro,https://wikidata.org/wikiQ3814564,24
188,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-daroca,40.4311658,-3.6589062,avenida de Daroca,avenida de daroca,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-daroca,https://wikidata.org/wiki/Q62107216,2,Avenida De Daroca-2,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-daroca-2,Ciudad Lineal,ciudad lineal,http://semantic.web.es/group05/resource/bicimad/distrito#ciudad-lineal,https://wikidata.org/wikiQ1763694,Ventas,ventas,http://semantic.web.es/group05/resource/bicimad/barrio#ventas,https://wikidata.org/wikiQ71762,27
189,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-la-virgen-de-la-alegria,40.4350206,-3.6555431,CALLE DE LA VIRGEN DE LA ALEGRIA,calle de la virgen de la alegria,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-la-virgen-de-la-alegria,,18,Calle De La Virgen De La Alegria-18,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-la-virgen-de-la-alegria-18,Ciudad Lineal,ciudad lineal,http://semantic.web.es/group05/resource/bicimad/distrito#ciudad-lineal,https://wikidata.org/wikiQ1763694,Concepción,concepcion,http://semantic.web.es/group05/resource/bicimad/barrio#concepcion,https://wikidata.org/wikiQ11915156,24
190,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-velazquez,40.4343761,-3.6834711,calle de Velázquez,calle de velazquez,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-velazquez,https://wikidata.org/wiki/Q20031523,91,Calle De Velazquez-91,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-velazquez-91,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Castellana,castellana,http://semantic.web.es/group05/resource/bicimad/barrio#castellana,https://wikidata.org/wikiQ4781,24
191,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-alfonso-heredia,40.4346168,-3.6740365,CALLE DE ALFONSO HEREDIA,calle de alfonso heredia,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-alfonso-heredia,,1,Calle De Alfonso Heredia-1,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-alfonso-heredia-1,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,La Guindalera,guindalera,http://semantic.web.es/group05/resource/bicimad/barrio#guindalera,https://wikidata.org/wikiQ3814559,18
192,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-los-toreros,40.431855,-3.6714315,"Avenida de los Toreros, Madrid",avenida de los toreros,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-los-toreros,https://wikidata.org/wiki/Q29918658,3,Avenida De Los Toreros-3,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-los-toreros-3,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,La Guindalera,guindalera,http://semantic.web.es/group05/resource/bicimad/barrio#guindalera,https://wikidata.org/wikiQ3814559,27
193,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-los-toreros,40.4325204,-3.665644,"Avenida de los Toreros, Madrid",avenida de los toreros,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-los-toreros,https://wikidata.org/wiki/Q29918658,47,Avenida De Los Toreros-47,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-los-toreros-47,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,La Guindalera,guindalera,http://semantic.web.es/group05/resource/bicimad/barrio#guindalera,https://wikidata.org/wikiQ3814559,24
194,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-francisco-silvela,40.4371986,-3.6771947,Francisco Silvela Street,calle de francisco silvela,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-francisco-silvela,https://wikidata.org/wiki/Q26833642,86,Calle De Francisco Silvela-86,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-francisco-silvela-86,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,La Guindalera,guindalera,http://semantic.web.es/group05/resource/bicimad/barrio#guindalera,https://wikidata.org/wikiQ3814559,24
195,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-padre-indalecio-hernandez,40.4392483,-3.6754913,CALLE DEL PADRE INDALECIO HERNANDEZ,calle del padre indalecio hernandez,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-padre-indalecio-hernandez,,1,Calle Del Padre Indalecio Hernandez-1,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-padre-indalecio-hernandez-1,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,Prosperidad,prosperidad,http://semantic.web.es/group05/resource/bicimad/barrio#prosperidad,https://wikidata.org/wikiQ4776,24
196,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-suero-de-quinones,40.4440957,-3.6750918,calle de Suero de Quiñones,calle de suero de quinones,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-suero-de-quinones,https://wikidata.org/wiki/Q29202471,2,Calle De Suero De Quinones-2,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-suero-de-quinones-2,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,Ciudad Jardín,ciudad jardin,http://semantic.web.es/group05/resource/bicimad/barrio#ciudad-jardin,https://wikidata.org/wikiQ3773744,24
197,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-concha-espina,40.4515501,-3.6780252,avenida de Concha Espina,avenida de concha espina,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-concha-espina,https://wikidata.org/wiki/Q27137943,S/N,Avenida De Concha Espina-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-concha-espina-s/n,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,El Viso,el viso,http://semantic.web.es/group05/resource/bicimad/barrio#el-viso,https://wikidata.org/wikiQ4778,24
198,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#glorieta-de-ruben-dario,40.4331172,-3.6915713,glorieta de Rubén Darío,glorieta de ruben dario,http://semantic.web.es/group05/resource/bicimad/calle#glorieta-de-ruben-dario,https://wikidata.org/wiki/Q26844354,2,Glorieta De Ruben Dario-2,http://semantic.web.es/group05/resource/bicimad/direccion#glorieta-de-ruben-dario-2,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Almagro,almagro,http://semantic.web.es/group05/resource/bicimad/barrio#almagro,https://wikidata.org/wikiQ10954432,24
199,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-fernando-el-catolico,40.4343244,-3.7148406,"Calle de Fernando el Católico, Madrid",calle de fernando el catolico,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-fernando-el-catolico,https://wikidata.org/wiki/Q27243299,61,Calle De Fernando El Catolico-61,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-fernando-el-catolico-61,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Gaztambide,gaztambide,http://semantic.web.es/group05/resource/bicimad/barrio#gaztambide,https://wikidata.org/wikiQ10288587,27
200,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#glorieta-de-quevedo,40.4336617,-3.704671,Glorieta de Quevedo,glorieta de quevedo,http://semantic.web.es/group05/resource/bicimad/calle#glorieta-de-quevedo,https://wikidata.org/wiki/Q12175532,4,Glorieta De Quevedo-4,http://semantic.web.es/group05/resource/bicimad/direccion#glorieta-de-quevedo-4,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Arapiles,arapiles,http://semantic.web.es/group05/resource/bicimad/barrio#arapiles,https://wikidata.org/wikiQ10856744,24
201,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-jose-abascal,40.4387323,-3.7038161,calle de José Abascal,calle de jose abascal,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-jose-abascal,https://wikidata.org/wiki/Q27310549,2,Calle De Jose Abascal-2,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-jose-abascal-2,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Ríos Rosas,rios rosas,http://semantic.web.es/group05/resource/bicimad/barrio#rios-rosas,https://wikidata.org/wikiQ10366270,24
202,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-santander,40.4411686,-3.7080969,"Calle de Santander, Madrid",calle de santander,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-santander,https://wikidata.org/wiki/Q29648920,S/N,Calle De Santander-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-santander-s/n,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Vallehermoso,vallehermoso,http://semantic.web.es/group05/resource/bicimad/barrio#vallehermoso,https://wikidata.org/wikiQ6122685,24
203,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-general-ampudia,40.4417547,-3.7144239,CALLE DEL GENERAL AMPUDIA,calle del general ampudia,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-general-ampudia,,2,Calle Del General Ampudia-2,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-general-ampudia-2,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Vallehermoso,vallehermoso,http://semantic.web.es/group05/resource/bicimad/barrio#vallehermoso,https://wikidata.org/wikiQ6122685,24
204,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-doctor-santero,40.4476606,-3.7041702,CALLE DEL DOCTOR SANTERO,calle del doctor santero,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-doctor-santero,,1,Calle Del Doctor Santero-1,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-doctor-santero-1,Tetuán,tetuan,http://semantic.web.es/group05/resource/bicimad/distrito#tetuan,https://wikidata.org/wikiQ1773540,Bellas Vistas,bellas vistas,http://semantic.web.es/group05/resource/bicimad/barrio#bellas-vistas,https://wikidata.org/wikiQ11908929,24
205,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-navarra,40.4535024,-3.7033408,CALLE DE NAVARRA,calle de navarra,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-navarra,,1,Calle De Navarra-1,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-navarra-1,Tetuán,tetuan,http://semantic.web.es/group05/resource/bicimad/distrito#tetuan,https://wikidata.org/wikiQ1773540,Bellas Vistas,bellas vistas,http://semantic.web.es/group05/resource/bicimad/barrio#bellas-vistas,https://wikidata.org/wikiQ11908929,24
206,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-marques-de-viana,40.4607994,-3.6990499,"Calle del Marqués de Viana, Madrid",calle del marques de viana,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-marques-de-viana,https://wikidata.org/wiki/Q28944893,5,Calle Del Marques De Viana-5,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-marques-de-viana-5,Tetuán,tetuan,http://semantic.web.es/group05/resource/bicimad/distrito#tetuan,https://wikidata.org/wikiQ1773540,Berruguete,berruguete,http://semantic.web.es/group05/resource/bicimad/barrio#berruguete,https://wikidata.org/wikiQ11909208,24
207,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-las-azucenas,40.463036,-3.6973907,calle de las Azucenas,calle de las azucenas,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-las-azucenas,https://wikidata.org/wiki/Q27150352,1,Calle De Las Azucenas-1,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-las-azucenas-1,Tetuán,tetuan,http://semantic.web.es/group05/resource/bicimad/distrito#tetuan,https://wikidata.org/wikiQ1773540,Valdeacederas,valdeacederas,http://semantic.web.es/group05/resource/bicimad/barrio#valdeacederas,https://wikidata.org/wikiQ10388711,18
208,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-castellana,40.4665125,-3.6886852,paseo de la Castellana,paseo de la castellana,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-castellana,https://wikidata.org/wiki/Q1473674,S/N,Paseo De La Castellana-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-castellana-s/n,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,Castilla,castilla,http://semantic.web.es/group05/resource/bicimad/barrio#castilla,https://wikidata.org/wikiQ3813735,24
209,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-de-castilla,40.4656872,-3.6887875,plaza de Castilla,plaza de castilla,http://semantic.web.es/group05/resource/bicimad/calle#plaza-de-castilla,https://wikidata.org/wiki/Q786291,9,Plaza De Castilla-9,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-de-castilla-9,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,Nueva España,nueva espana,http://semantic.web.es/group05/resource/bicimad/barrio#nueva-espana,https://wikidata.org/wikiQ10338128,24
210,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-las-tres-cruces,40.4197538,-3.702631,calle de las Tres Cruces,calle de las tres cruces,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-las-tres-cruces,https://wikidata.org/wiki/Q24537177,9,Calle De Las Tres Cruces-9,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-las-tres-cruces-9,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Sol,sol,http://semantic.web.es/group05/resource/bicimad/barrio#sol,https://wikidata.org/wikiQ2465181,27
211,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-del-desengano,40.4206168,-3.7025369,"Calle del Desengaño, Madrid",calle del desengano,http://semantic.web.es/group05/resource/bicimad/calle#calle-del-desengano,https://wikidata.org/wiki/Q5741000,3,Calle Del Desengano-3,http://semantic.web.es/group05/resource/bicimad/direccion#calle-del-desengano-3,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Universidad,universidad,http://semantic.web.es/group05/resource/bicimad/barrio#universidad,https://wikidata.org/wikiQ10387767,24
212,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#glorieta-del-marques-de-vadillo,40.3981605,-3.7165313,"Glorieta del Marqués de Vadillo, Madrid",glorieta del marques de vadillo,http://semantic.web.es/group05/resource/bicimad/calle#glorieta-del-marques-de-vadillo,https://wikidata.org/wiki/Q21084067,9,Glorieta Del Marques De Vadillo-9,http://semantic.web.es/group05/resource/bicimad/direccion#glorieta-del-marques-de-vadillo-9,Carabanchel,carabanchel,http://semantic.web.es/group05/resource/bicimad/distrito#carabanchel,https://wikidata.org/wikiQ1001991,San Isidro,san isidro,http://semantic.web.es/group05/resource/bicimad/barrio#san-isidro,https://wikidata.org/wikiQ3813733,24
213,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-antonio-lopez,40.3889363,-3.7001575,calle de Antonio López,calle de antonio lopez,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-antonio-lopez,https://wikidata.org/wiki/Q42238475,129,Calle De Antonio Lopez-129,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-antonio-lopez-129,Usera,usera,http://semantic.web.es/group05/resource/bicimad/distrito#usera,https://wikidata.org/wikiQ953368,Moscardó,moscardo,http://semantic.web.es/group05/resource/bicimad/barrio#moscardo,https://wikidata.org/wikiQ11937679,24
