ID,ESTACION,MAGNITUD,PUNTO_MUESTREO,FECHA,VALOR
40_1_28079040_2020_2_3,40,1,28079040,2020-02-03T00:00:00Z,7
40_1_28079040_2020_2_4,40,1,28079040,2020-02-04T00:00:00Z,8
40_1_28079040_2020_2_5,40,1,28079040,2020-02-05T00:00:00Z,6
40_1_28079040_2020_2_6,40,1,28079040,2020-02-06T00:00:00Z,7
40_1_28079040_2020_2_7,40,1,28079040,2020-02-07T00:00:00Z,7
40_1_28079040_2020_2_8,40,1,28079040,2020-02-08T00:00:00Z,6
40_1_28079040_2020_2_9,40,1,28079040,2020-02-09T00:00:00Z,6
40_1_28079040_2020_2_10,40,1,28079040,2020-02-10T00:00:00Z,6
40_1_28079040_2020_2_11,40,1,28079040,2020-02-11T00:00:00Z,8
40_1_28079040_2020_2_12,40,1,28079040,2020-02-12T00:00:00Z,7
40_1_28079040_2020_2_13,40,1,28079040,2020-02-13T00:00:00Z,7
40_1_28079040_2020_2_14,40,1,28079040,2020-02-14T00:00:00Z,7
40_1_28079040_2020_2_15,40,1,28079040,2020-02-15T00:00:00Z,8
40_1_28079040_2020_2_16,40,1,28079040,2020-02-16T00:00:00Z,8
40_1_28079040_2020_2_17,40,1,28079040,2020-02-17T00:00:00Z,7
40_1_28079040_2020_2_18,40,1,28079040,2020-02-18T00:00:00Z,7
40_1_28079040_2020_2_19,40,1,28079040,2020-02-19T00:00:00Z,7
40_1_28079040_2020_2_20,40,1,28079040,2020-02-20T00:00:00Z,9
40_1_28079040_2020_2_21,40,1,28079040,2020-02-21T00:00:00Z,9
40_1_28079040_2020_2_22,40,1,28079040,2020-02-22T00:00:00Z,10
40_1_28079040_2020_2_23,40,1,28079040,2020-02-23T00:00:00Z,8
40_1_28079040_2020_2_24,40,1,28079040,2020-02-24T00:00:00Z,8
40_1_28079040_2020_2_25,40,1,28079040,2020-02-25T00:00:00Z,8
40_1_28079040_2020_2_26,40,1,28079040,2020-02-26T00:00:00Z,7
40_1_28079040_2020_2_27,40,1,28079040,2020-02-27T00:00:00Z,7
40_1_28079040_2020_2_28,40,1,28079040,2020-02-28T00:00:00Z,8
40_1_28079040_2020_2_29,40,1,28079040,2020-02-29T00:00:00Z,7
40_7_28079040_2020_1_1,40,7,28079040,2020-01-01T00:00:00Z,61
40_7_28079040_2020_1_2,40,7,28079040,2020-01-02T00:00:00Z,69
40_7_28079040_2020_1_3,40,7,28079040,2020-01-03T00:00:00Z,125
40_7_28079040_2020_1_4,40,7,28079040,2020-01-04T00:00:00Z,4
40_7_28079040_2020_1_5,40,7,28079040,2020-01-05T00:00:00Z,24
40_7_28079040_2020_1_6,40,7,28079040,2020-01-06T00:00:00Z,43
40_7_28079040_2020_1_7,40,7,28079040,2020-01-07T00:00:00Z,101
40_7_28079040_2020_1_8,40,7,28079040,2020-01-08T00:00:00Z,80
40_7_28079040_2020_1_9,40,7,28079040,2020-01-09T00:00:00Z,59
40_7_28079040_2020_1_10,40,7,28079040,2020-01-10T00:00:00Z,7
40_7_28079040_2020_1_11,40,7,28079040,2020-01-11T00:00:00Z,27
40_7_28079040_2020_1_12,40,7,28079040,2020-01-12T00:00:00Z,44
40_7_28079040_2020_1_13,40,7,28079040,2020-01-13T00:00:00Z,75
40_7_28079040_2020_1_14,40,7,28079040,2020-01-14T00:00:00Z,49
40_7_28079040_2020_1_15,40,7,28079040,2020-01-15T00:00:00Z,44
40_7_28079040_2020_1_16,40,7,28079040,2020-01-16T00:00:00Z,29
40_7_28079040_2020_1_17,40,7,28079040,2020-01-17T00:00:00Z,18
40_7_28079040_2020_1_18,40,7,28079040,2020-01-18T00:00:00Z,11
40_7_28079040_2020_1_19,40,7,28079040,2020-01-19T00:00:00Z,2
40_7_28079040_2020_1_20,40,7,28079040,2020-01-20T00:00:00Z,3
40_7_28079040_2020_1_21,40,7,28079040,2020-01-21T00:00:00Z,3
40_7_28079040_2020_1_22,40,7,28079040,2020-01-22T00:00:00Z,5
40_7_28079040_2020_1_23,40,7,28079040,2020-01-23T00:00:00Z,11
40_7_28079040_2020_1_24,40,7,28079040,2020-01-24T00:00:00Z,25
40_7_28079040_2020_1_25,40,7,28079040,2020-01-25T00:00:00Z,6
40_7_28079040_2020_1_26,40,7,28079040,2020-01-26T00:00:00Z,13
40_7_28079040_2020_1_27,40,7,28079040,2020-01-27T00:00:00Z,21
40_7_28079040_2020_1_28,40,7,28079040,2020-01-28T00:00:00Z,7
40_7_28079040_2020_1_29,40,7,28079040,2020-01-29T00:00:00Z,8
40_7_28079040_2020_1_30,40,7,28079040,2020-01-30T00:00:00Z,8
40_7_28079040_2020_1_31,40,7,28079040,2020-01-31T00:00:00Z,11
40_7_28079040_2020_2_1,40,7,28079040,2020-02-01T00:00:00Z,6
40_7_28079040_2020_2_2,40,7,28079040,2020-02-02T00:00:00Z,6
40_7_28079040_2020_2_3,40,7,28079040,2020-02-03T00:00:00Z,43
40_7_28079040_2020_2_4,40,7,28079040,2020-02-04T00:00:00Z,92
40_7_28079040_2020_2_5,40,7,28079040,2020-02-05T00:00:00Z,18
40_7_28079040_2020_2_6,40,7,28079040,2020-02-06T00:00:00Z,27
40_7_28079040_2020_2_7,40,7,28079040,2020-02-07T00:00:00Z,36
40_7_28079040_2020_2_8,40,7,28079040,2020-02-08T00:00:00Z,22
40_7_28079040_2020_2_9,40,7,28079040,2020-02-09T00:00:00Z,17
40_7_28079040_2020_2_10,40,7,28079040,2020-02-10T00:00:00Z,37
40_7_28079040_2020_2_11,40,7,28079040,2020-02-11T00:00:00Z,52
40_7_28079040_2020_2_12,40,7,28079040,2020-02-12T00:00:00Z,38
40_7_28079040_2020_2_13,40,7,28079040,2020-02-13T00:00:00Z,28
40_7_28079040_2020_2_14,40,7,28079040,2020-02-14T00:00:00Z,32
40_7_28079040_2020_2_15,40,7,28079040,2020-02-15T00:00:00Z,41
40_7_28079040_2020_2_16,40,7,28079040,2020-02-16T00:00:00Z,35
40_7_28079040_2020_2_17,40,7,28079040,2020-02-17T00:00:00Z,19
40_7_28079040_2020_2_18,40,7,28079040,2020-02-18T00:00:00Z,11
40_7_28079040_2020_2_19,40,7,28079040,2020-02-19T00:00:00Z,26
40_7_28079040_2020_2_20,40,7,28079040,2020-02-20T00:00:00Z,53
40_7_28079040_2020_2_21,40,7,28079040,2020-02-21T00:00:00Z,25
40_7_28079040_2020_2_22,40,7,28079040,2020-02-22T00:00:00Z,23
40_7_28079040_2020_2_23,40,7,28079040,2020-02-23T00:00:00Z,14
40_7_28079040_2020_2_24,40,7,28079040,2020-02-24T00:00:00Z,24
40_7_28079040_2020_2_25,40,7,28079040,2020-02-25T00:00:00Z,44
40_7_28079040_2020_2_26,40,7,28079040,2020-02-26T00:00:00Z,6
40_7_28079040_2020_2_27,40,7,28079040,2020-02-27T00:00:00Z,8
40_7_28079040_2020_2_28,40,7,28079040,2020-02-28T00:00:00Z,32
40_7_28079040_2020_2_29,40,7,28079040,2020-02-29T00:00:00Z,4
40_8_28079040_2020_1_1,40,8,28079040,2020-01-01T00:00:00Z,67
40_8_28079040_2020_1_2,40,8,28079040,2020-01-02T00:00:00Z,69
40_8_28079040_2020_1_3,40,8,28079040,2020-01-03T00:00:00Z,78
40_8_28079040_2020_1_4,40,8,28079040,2020-01-04T00:00:00Z,29
40_8_28079040_2020_1_5,40,8,28079040,2020-01-05T00:00:00Z,45
40_8_28079040_2020_1_6,40,8,28079040,2020-01-06T00:00:00Z,61
40_8_28079040_2020_1_7,40,8,28079040,2020-01-07T00:00:00Z,87
40_8_28079040_2020_1_8,40,8,28079040,2020-01-08T00:00:00Z,88
40_8_28079040_2020_1_9,40,8,28079040,2020-01-09T00:00:00Z,74
40_8_28079040_2020_1_10,40,8,28079040,2020-01-10T00:00:00Z,37
40_8_28079040_2020_1_11,40,8,28079040,2020-01-11T00:00:00Z,49
40_8_28079040_2020_1_12,40,8,28079040,2020-01-12T00:00:00Z,71
40_8_28079040_2020_1_13,40,8,28079040,2020-01-13T00:00:00Z,81
40_8_28079040_2020_1_14,40,8,28079040,2020-01-14T00:00:00Z,74
40_8_28079040_2020_1_15,40,8,28079040,2020-01-15T00:00:00Z,78
40_8_28079040_2020_1_16,40,8,28079040,2020-01-16T00:00:00Z,64
40_8_28079040_2020_1_17,40,8,28079040,2020-01-17T00:00:00Z,48
40_8_28079040_2020_1_18,40,8,28079040,2020-01-18T00:00:00Z,44
40_8_28079040_2020_1_19,40,8,28079040,2020-01-19T00:00:00Z,19
40_8_28079040_2020_1_20,40,8,28079040,2020-01-20T00:00:00Z,17
40_8_28079040_2020_1_21,40,8,28079040,2020-01-21T00:00:00Z,18
40_8_28079040_2020_1_22,40,8,28079040,2020-01-22T00:00:00Z,30
40_8_28079040_2020_1_23,40,8,28079040,2020-01-23T00:00:00Z,39
40_8_28079040_2020_1_24,40,8,28079040,2020-01-24T00:00:00Z,48
40_8_28079040_2020_1_25,40,8,28079040,2020-01-25T00:00:00Z,34
40_8_28079040_2020_1_26,40,8,28079040,2020-01-26T00:00:00Z,41
40_8_28079040_2020_1_27,40,8,28079040,2020-01-27T00:00:00Z,41
40_8_28079040_2020_1_28,40,8,28079040,2020-01-28T00:00:00Z,23
40_8_28079040_2020_1_29,40,8,28079040,2020-01-29T00:00:00Z,26
40_8_28079040_2020_1_30,40,8,28079040,2020-01-30T00:00:00Z,28
40_8_28079040_2020_1_31,40,8,28079040,2020-01-31T00:00:00Z,31
40_8_28079040_2020_2_1,40,8,28079040,2020-02-01T00:00:00Z,20
40_8_28079040_2020_2_2,40,8,28079040,2020-02-02T00:00:00Z,30
40_8_28079040_2020_2_3,40,8,28079040,2020-02-03T00:00:00Z,46
40_8_28079040_2020_2_4,40,8,28079040,2020-02-04T00:00:00Z,61
40_8_28079040_2020_2_5,40,8,28079040,2020-02-05T00:00:00Z,54
40_8_28079040_2020_2_6,40,8,28079040,2020-02-06T00:00:00Z,60
40_8_28079040_2020_2_7,40,8,28079040,2020-02-07T00:00:00Z,60
40_8_28079040_2020_2_8,40,8,28079040,2020-02-08T00:00:00Z,55
40_8_28079040_2020_2_9,40,8,28079040,2020-02-09T00:00:00Z,50
40_8_28079040_2020_2_10,40,8,28079040,2020-02-10T00:00:00Z,56
40_8_28079040_2020_2_11,40,8,28079040,2020-02-11T00:00:00Z,58
40_8_28079040_2020_2_12,40,8,28079040,2020-02-12T00:00:00Z,53
40_8_28079040_2020_2_13,40,8,28079040,2020-02-13T00:00:00Z,43
40_8_28079040_2020_2_14,40,8,28079040,2020-02-14T00:00:00Z,49
40_8_28079040_2020_2_15,40,8,28079040,2020-02-15T00:00:00Z,52
40_8_28079040_2020_2_16,40,8,28079040,2020-02-16T00:00:00Z,45
40_8_28079040_2020_2_17,40,8,28079040,2020-02-17T00:00:00Z,43
40_8_28079040_2020_2_18,40,8,28079040,2020-02-18T00:00:00Z,38
40_8_28079040_2020_2_19,40,8,28079040,2020-02-19T00:00:00Z,49
40_8_28079040_2020_2_20,40,8,28079040,2020-02-20T00:00:00Z,82
40_8_28079040_2020_2_21,40,8,28079040,2020-02-21T00:00:00Z,55
40_8_28079040_2020_2_22,40,8,28079040,2020-02-22T00:00:00Z,66
40_8_28079040_2020_2_23,40,8,28079040,2020-02-23T00:00:00Z,46
40_8_28079040_2020_2_24,40,8,28079040,2020-02-24T00:00:00Z,64
40_8_28079040_2020_2_25,40,8,28079040,2020-02-25T00:00:00Z,60
40_8_28079040_2020_2_26,40,8,28079040,2020-02-26T00:00:00Z,24
40_8_28079040_2020_2_27,40,8,28079040,2020-02-27T00:00:00Z,29
40_8_28079040_2020_2_28,40,8,28079040,2020-02-28T00:00:00Z,56
40_8_28079040_2020_2_29,40,8,28079040,2020-02-29T00:00:00Z,20
40_10_28079040_2020_1_1,40,10,28079040,2020-01-01T00:00:00Z,17
40_10_28079040_2020_1_2,40,10,28079040,2020-01-02T00:00:00Z,21
40_10_28079040_2020_1_3,40,10,28079040,2020-01-03T00:00:00Z,39
40_10_28079040_2020_1_4,40,10,28079040,2020-01-04T00:00:00Z,6
40_10_28079040_2020_1_5,40,10,28079040,2020-01-05T00:00:00Z,14
40_10_28079040_2020_1_6,40,10,28079040,2020-01-06T00:00:00Z,21
40_10_28079040_2020_1_7,40,10,28079040,2020-01-07T00:00:00Z,31
40_10_28079040_2020_1_8,40,10,28079040,2020-01-08T00:00:00Z,30
40_10_28079040_2020_1_9,40,10,28079040,2020-01-09T00:00:00Z,33
40_10_28079040_2020_1_10,40,10,28079040,2020-01-10T00:00:00Z,12
40_10_28079040_2020_1_11,40,10,28079040,2020-01-11T00:00:00Z,14
40_10_28079040_2020_1_12,40,10,28079040,2020-01-12T00:00:00Z,24
40_10_28079040_2020_1_13,40,10,28079040,2020-01-13T00:00:00Z,31
40_10_28079040_2020_1_14,40,10,28079040,2020-01-14T00:00:00Z,28
40_10_28079040_2020_1_15,40,10,28079040,2020-01-15T00:00:00Z,35
40_10_28079040_2020_1_16,40,10,28079040,2020-01-16T00:00:00Z,34
40_10_28079040_2020_1_17,40,10,28079040,2020-01-17T00:00:00Z,20
40_10_28079040_2020_1_18,40,10,28079040,2020-01-18T00:00:00Z,12
40_10_28079040_2020_1_19,40,10,28079040,2020-01-19T00:00:00Z,7
40_10_28079040_2020_1_20,40,10,28079040,2020-01-20T00:00:00Z,14
40_10_28079040_2020_1_21,40,10,28079040,2020-01-21T00:00:00Z,7
40_10_28079040_2020_1_22,40,10,28079040,2020-01-22T00:00:00Z,25
40_10_28079040_2020_1_23,40,10,28079040,2020-01-23T00:00:00Z,74
40_10_28079040_2020_1_24,40,10,28079040,2020-01-24T00:00:00Z,46
40_10_28079040_2020_1_25,40,10,28079040,2020-01-25T00:00:00Z,18
40_10_28079040_2020_1_26,40,10,28079040,2020-01-26T00:00:00Z,13
40_10_28079040_2020_1_27,40,10,28079040,2020-01-27T00:00:00Z,18
40_10_28079040_2020_1_28,40,10,28079040,2020-01-28T00:00:00Z,8
40_10_28079040_2020_1_29,40,10,28079040,2020-01-29T00:00:00Z,9
40_10_28079040_2020_1_30,40,10,28079040,2020-01-30T00:00:00Z,12
40_10_28079040_2020_1_31,40,10,28079040,2020-01-31T00:00:00Z,11
40_10_28079040_2020_2_1,40,10,28079040,2020-02-01T00:00:00Z,8
40_10_28079040_2020_2_2,40,10,28079040,2020-02-02T00:00:00Z,11
40_10_28079040_2020_2_3,40,10,28079040,2020-02-03T00:00:00Z,41
40_10_28079040_2020_2_4,40,10,28079040,2020-02-04T00:00:00Z,49
40_10_28079040_2020_2_5,40,10,28079040,2020-02-05T00:00:00Z,15
40_10_28079040_2020_2_6,40,10,28079040,2020-02-06T00:00:00Z,25
40_10_28079040_2020_2_7,40,10,28079040,2020-02-07T00:00:00Z,30
40_10_28079040_2020_2_8,40,10,28079040,2020-02-08T00:00:00Z,28
40_10_28079040_2020_2_9,40,10,28079040,2020-02-09T00:00:00Z,19
40_10_28079040_2020_2_12,40,10,28079040,2020-02-12T00:00:00Z,15
40_10_28079040_2020_2_13,40,10,28079040,2020-02-13T00:00:00Z,14
40_10_28079040_2020_2_14,40,10,28079040,2020-02-14T00:00:00Z,19
40_10_28079040_2020_2_15,40,10,28079040,2020-02-15T00:00:00Z,22
40_10_28079040_2020_2_16,40,10,28079040,2020-02-16T00:00:00Z,21
40_10_28079040_2020_2_17,40,10,28079040,2020-02-17T00:00:00Z,16
40_10_28079040_2020_2_18,40,10,28079040,2020-02-18T00:00:00Z,11
40_10_28079040_2020_2_19,40,10,28079040,2020-02-19T00:00:00Z,15
40_10_28079040_2020_2_20,40,10,28079040,2020-02-20T00:00:00Z,28
40_10_28079040_2020_2_21,40,10,28079040,2020-02-21T00:00:00Z,24
40_10_28079040_2020_2_22,40,10,28079040,2020-02-22T00:00:00Z,25
40_10_28079040_2020_2_23,40,10,28079040,2020-02-23T00:00:00Z,16
40_10_28079040_2020_2_24,40,10,28079040,2020-02-24T00:00:00Z,25
40_10_28079040_2020_2_25,40,10,28079040,2020-02-25T00:00:00Z,30
40_10_28079040_2020_2_26,40,10,28079040,2020-02-26T00:00:00Z,6
40_10_28079040_2020_2_27,40,10,28079040,2020-02-27T00:00:00Z,104
40_10_28079040_2020_2_28,40,10,28079040,2020-02-28T00:00:00Z,91
40_10_28079040_2020_2_29,40,10,28079040,2020-02-29T00:00:00Z,47
40_12_28079040_2020_1_1,40,12,28079040,2020-01-01T00:00:00Z,160
40_12_28079040_2020_1_2,40,12,28079040,2020-01-02T00:00:00Z,175
40_12_28079040_2020_1_3,40,12,28079040,2020-01-03T00:00:00Z,270
40_12_28079040_2020_1_4,40,12,28079040,2020-01-04T00:00:00Z,35
40_12_28079040_2020_1_5,40,12,28079040,2020-01-05T00:00:00Z,82
40_12_28079040_2020_1_6,40,12,28079040,2020-01-06T00:00:00Z,127
40_12_28079040_2020_1_7,40,12,28079040,2020-01-07T00:00:00Z,241
40_12_28079040_2020_1_8,40,12,28079040,2020-01-08T00:00:00Z,210
40_12_28079040_2020_1_9,40,12,28079040,2020-01-09T00:00:00Z,165
40_12_28079040_2020_1_10,40,12,28079040,2020-01-10T00:00:00Z,47
40_12_28079040_2020_1_11,40,12,28079040,2020-01-11T00:00:00Z,90
40_12_28079040_2020_1_12,40,12,28079040,2020-01-12T00:00:00Z,139
40_12_28079040_2020_1_13,40,12,28079040,2020-01-13T00:00:00Z,196
40_12_28079040_2020_1_14,40,12,28079040,2020-01-14T00:00:00Z,149
40_12_28079040_2020_1_15,40,12,28079040,2020-01-15T00:00:00Z,145
40_12_28079040_2020_1_16,40,12,28079040,2020-01-16T00:00:00Z,109
40_12_28079040_2020_1_17,40,12,28079040,2020-01-17T00:00:00Z,75
40_12_28079040_2020_1_18,40,12,28079040,2020-01-18T00:00:00Z,61
40_12_28079040_2020_1_19,40,12,28079040,2020-01-19T00:00:00Z,22
40_12_28079040_2020_1_20,40,12,28079040,2020-01-20T00:00:00Z,21
40_12_28079040_2020_1_21,40,12,28079040,2020-01-21T00:00:00Z,23
40_12_28079040_2020_1_22,40,12,28079040,2020-01-22T00:00:00Z,38
40_12_28079040_2020_1_23,40,12,28079040,2020-01-23T00:00:00Z,56
40_12_28079040_2020_1_24,40,12,28079040,2020-01-24T00:00:00Z,86
40_12_28079040_2020_1_25,40,12,28079040,2020-01-25T00:00:00Z,43
40_12_28079040_2020_1_26,40,12,28079040,2020-01-26T00:00:00Z,61
40_12_28079040_2020_1_27,40,12,28079040,2020-01-27T00:00:00Z,73
40_12_28079040_2020_1_28,40,12,28079040,2020-01-28T00:00:00Z,33
40_12_28079040_2020_1_29,40,12,28079040,2020-01-29T00:00:00Z,38
40_12_28079040_2020_1_30,40,12,28079040,2020-01-30T00:00:00Z,40
40_12_28079040_2020_1_31,40,12,28079040,2020-01-31T00:00:00Z,47
40_12_28079040_2020_2_1,40,12,28079040,2020-02-01T00:00:00Z,29
40_12_28079040_2020_2_2,40,12,28079040,2020-02-02T00:00:00Z,39
40_12_28079040_2020_2_3,40,12,28079040,2020-02-03T00:00:00Z,112
40_12_28079040_2020_2_4,40,12,28079040,2020-02-04T00:00:00Z,202
40_12_28079040_2020_2_5,40,12,28079040,2020-02-05T00:00:00Z,82
40_12_28079040_2020_2_6,40,12,28079040,2020-02-06T00:00:00Z,101
40_12_28079040_2020_2_7,40,12,28079040,2020-02-07T00:00:00Z,116
40_12_28079040_2020_2_8,40,12,28079040,2020-02-08T00:00:00Z,88
40_12_28079040_2020_2_9,40,12,28079040,2020-02-09T00:00:00Z,76
40_12_28079040_2020_2_10,40,12,28079040,2020-02-10T00:00:00Z,113
40_12_28079040_2020_2_11,40,12,28079040,2020-02-11T00:00:00Z,138
40_12_28079040_2020_2_12,40,12,28079040,2020-02-12T00:00:00Z,112
40_12_28079040_2020_2_13,40,12,28079040,2020-02-13T00:00:00Z,86
40_12_28079040_2020_2_14,40,12,28079040,2020-02-14T00:00:00Z,98
40_12_28079040_2020_2_15,40,12,28079040,2020-02-15T00:00:00Z,114
40_12_28079040_2020_2_16,40,12,28079040,2020-02-16T00:00:00Z,99
40_12_28079040_2020_2_17,40,12,28079040,2020-02-17T00:00:00Z,72
40_12_28079040_2020_2_18,40,12,28079040,2020-02-18T00:00:00Z,55
40_12_28079040_2020_2_19,40,12,28079040,2020-02-19T00:00:00Z,90
40_12_28079040_2020_2_20,40,12,28079040,2020-02-20T00:00:00Z,162
40_12_28079040_2020_2_21,40,12,28079040,2020-02-21T00:00:00Z,93
40_12_28079040_2020_2_22,40,12,28079040,2020-02-22T00:00:00Z,101
40_12_28079040_2020_2_23,40,12,28079040,2020-02-23T00:00:00Z,67
40_12_28079040_2020_2_24,40,12,28079040,2020-02-24T00:00:00Z,100
40_12_28079040_2020_2_25,40,12,28079040,2020-02-25T00:00:00Z,128
40_12_28079040_2020_2_26,40,12,28079040,2020-02-26T00:00:00Z,33
40_12_28079040_2020_2_27,40,12,28079040,2020-02-27T00:00:00Z,41
40_12_28079040_2020_2_28,40,12,28079040,2020-02-28T00:00:00Z,105
40_12_28079040_2020_2_29,40,12,28079040,2020-02-29T00:00:00Z,26
58_7_28079058_2020_1_1,58,7,28079058,2020-01-01T00:00:00Z,25
58_7_28079058_2020_1_2,58,7,28079058,2020-01-02T00:00:00Z,32
58_7_28079058_2020_1_3,58,7,28079058,2020-01-03T00:00:00Z,50
58_7_28079058_2020_1_4,58,7,28079058,2020-01-04T00:00:00Z,15
58_7_28079058_2020_1_5,58,7,28079058,2020-01-05T00:00:00Z,9
58_7_28079058_2020_1_6,58,7,28079058,2020-01-06T00:00:00Z,15
58_7_28079058_2020_1_7,58,7,28079058,2020-01-07T00:00:00Z,30
58_7_28079058_2020_1_8,58,7,28079058,2020-01-08T00:00:00Z,35
58_7_28079058_2020_1_9,58,7,28079058,2020-01-09T00:00:00Z,33
58_7_28079058_2020_1_10,58,7,28079058,2020-01-10T00:00:00Z,7
58_7_28079058_2020_1_11,58,7,28079058,2020-01-11T00:00:00Z,3
58_7_28079058_2020_1_12,58,7,28079058,2020-01-12T00:00:00Z,7
58_7_28079058_2020_1_13,58,7,28079058,2020-01-13T00:00:00Z,15
58_7_28079058_2020_1_14,58,7,28079058,2020-01-14T00:00:00Z,14
58_7_28079058_2020_1_15,58,7,28079058,2020-01-15T00:00:00Z,31
58_7_28079058_2020_1_16,58,7,28079058,2020-01-16T00:00:00Z,18
58_7_28079058_2020_1_17,58,7,28079058,2020-01-17T00:00:00Z,11
58_7_28079058_2020_1_18,58,7,28079058,2020-01-18T00:00:00Z,3
58_7_28079058_2020_1_19,58,7,28079058,2020-01-19T00:00:00Z,1
58_7_28079058_2020_1_20,58,7,28079058,2020-01-20T00:00:00Z,1
58_7_28079058_2020_1_21,58,7,28079058,2020-01-21T00:00:00Z,1
58_7_28079058_2020_1_22,58,7,28079058,2020-01-22T00:00:00Z,1
58_7_28079058_2020_1_23,58,7,28079058,2020-01-23T00:00:00Z,4
58_7_28079058_2020_1_24,58,7,28079058,2020-01-24T00:00:00Z,6
58_7_28079058_2020_1_25,58,7,28079058,2020-01-25T00:00:00Z,2
58_7_28079058_2020_1_26,58,7,28079058,2020-01-26T00:00:00Z,3
58_7_28079058_2020_1_27,58,7,28079058,2020-01-27T00:00:00Z,4
58_7_28079058_2020_1_28,58,7,28079058,2020-01-28T00:00:00Z,1
58_7_28079058_2020_1_29,58,7,28079058,2020-01-29T00:00:00Z,2
58_7_28079058_2020_1_30,58,7,28079058,2020-01-30T00:00:00Z,2
58_7_28079058_2020_1_31,58,7,28079058,2020-01-31T00:00:00Z,3
58_7_28079058_2020_2_1,58,7,28079058,2020-02-01T00:00:00Z,3
58_7_28079058_2020_2_2,58,7,28079058,2020-02-02T00:00:00Z,3
58_7_28079058_2020_2_3,58,7,28079058,2020-02-03T00:00:00Z,9
58_7_28079058_2020_2_4,58,7,28079058,2020-02-04T00:00:00Z,20
58_7_28079058_2020_2_5,58,7,28079058,2020-02-05T00:00:00Z,6
58_7_28079058_2020_2_6,58,7,28079058,2020-02-06T00:00:00Z,8
58_7_28079058_2020_2_7,58,7,28079058,2020-02-07T00:00:00Z,13
58_7_28079058_2020_2_8,58,7,28079058,2020-02-08T00:00:00Z,6
58_7_28079058_2020_2_9,58,7,28079058,2020-02-09T00:00:00Z,2
58_7_28079058_2020_2_10,58,7,28079058,2020-02-10T00:00:00Z,20
58_7_28079058_2020_2_11,58,7,28079058,2020-02-11T00:00:00Z,20
58_7_28079058_2020_2_12,58,7,28079058,2020-02-12T00:00:00Z,22
58_7_28079058_2020_2_13,58,7,28079058,2020-02-13T00:00:00Z,7
58_7_28079058_2020_2_14,58,7,28079058,2020-02-14T00:00:00Z,8
58_7_28079058_2020_2_15,58,7,28079058,2020-02-15T00:00:00Z,7
58_7_28079058_2020_2_16,58,7,28079058,2020-02-16T00:00:00Z,6
58_7_28079058_2020_2_17,58,7,28079058,2020-02-17T00:00:00Z,6
58_7_28079058_2020_2_18,58,7,28079058,2020-02-18T00:00:00Z,4
58_7_28079058_2020_2_19,58,7,28079058,2020-02-19T00:00:00Z,5
