dc:identifier,dc:modified,ayto:PuntoMuestreo,ayto:Fecha,ayto:Olor,ayto:Sabor,ayto:Turbidez,ayto:Color,ayto:Conductividad,ayto:pH,ayto:Amonio,ayto:Nitritos,ayto:Oxidabilidad,ayto:CloroLibre,ayto:Al,ayto:Fe,ayto:Cu,ayto:Cr,ayto:Ni,ayto:Pb,ayto:BacteriasColiformes,ayto:eColi,ayto:BacteriasAerobias,ayto:ClostridiumPerfringes,uri
N4-13-003000,2020-09-26T22:16:10.091Z,FUENTE FRENTE CORMORÁN,2013-08-14,0.00000,0.00000,0.22000," < 5",468.00000,7.64000,0.00000,0.00000,1.50000,0.26000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003000.csv
N4-13-003009,2020-09-26T22:16:10.091Z,GRIFO DEL CONSUMIDOR,2013-08-14,0.00000,0.00000,0.19000," < 5",476.00000,7.54000,0.00000,0.00000,1.60000,0.39000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003009.csv
N4-13-003008,2020-09-26T22:16:10.091Z,MALIAÑO,2013-08-14,0.00000,0.00000,0.17000," < 5",469.00000,7.37000,0.00000,0.00000,1.50000,1.00000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003008.csv
N4-13-003002,2020-09-26T22:16:10.091Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-08-14,0.00000,0.00000,0.20000," < 5",472.00000,7.50000,0.00000,0.00000,1.60000,0.38000,33,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003002.csv
N4-13-003005,2020-09-26T22:16:10.091Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-08-14,0.00000,0.00000,0.13000," < 5",474.00000,7.50000,0.00000,0.00000,1.50000,0.47000,30,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003005.csv
N4-13-003006,2020-09-26T22:16:10.091Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-08-14,0.00000,0.00000,0.19000," < 5",491.00000,7.54000,0.00000,0.00000,1.50000,0.23000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003006.csv
N4-13-002998,2020-09-26T22:16:10.091Z,SALIDA DE LA ETAP,2013-08-14,0.00000,0.00000,0.17000," < 5",469.00000,7.37000,0.00000,0.00000,1.50000,1.00000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002998.csv
N4-13-003004,2020-09-26T22:16:10.091Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-08-14,0.00000,0.00000,0.14000," < 5",481.00000,7.58000,0.00000,0.00000,1.50000,0.36000,32,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003004.csv
N4-13-002990,2020-09-26T22:16:10.091Z,"CUENCO Nº 1\, DEPÓSITO DE MAC-MAHÓN",2013-08-13,0.00000,0.00000,0.23000," < 5",502.00000,7.55000,0.00000,0.00000,1.50000,0.39000,74,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002990.csv
N4-13-002986,2020-09-26T22:16:10.091Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-13,0.00000,0.00000,0.18000," < 5",496.00000,7.67000,0.00000,0.00000,1.60000,0.46000,67,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002986.csv
N4-13-002976,2020-09-26T22:16:10.091Z,ETAP LLEGADA,2013-08-13,0.00000,0.00000,1.87000,10,466.00000,7.70000,0.00000,0.00000,2.10000,0.00000,196,99," < 0\,001"," < 1",0," < 1\,6",980,260.00000,90.00000,5.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002976.csv
N4-13-002984,2020-09-26T22:16:10.091Z,FUENTE PARQUE MARIA BLANCHARD,2013-08-13,0.00000,0.00000,0.20000," < 5",493.00000,7.53000,0.00000,0.00000,1.50000,0.50000,60,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002984.csv
N4-13-002992,2020-09-26T22:16:10.091Z,GRIFO DEL CONSUMIDOR,2013-08-13,0.00000,0.00000,0.19000," < 5",495.00000,7.56000,0.00000,0.00000,1.50000,0.39000,62,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002992.csv
N4-13-002991,2020-09-26T22:16:10.091Z,HERRERA,2013-08-13,0.00000,0.00000,0.16000," < 5",481.00000,7.32000,0.00000,0.00000,1.50000,1.00000,66," < 4"," < 0\,001"," < 1",0," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002991.csv
N4-13-002985,2020-09-26T22:16:10.091Z,MONTE,2013-08-13,0.00000,0.00000,0.19000," < 5",494.00000,7.59000,0.00000,0.00000,1.50000,0.51000,63,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002985.csv
N4-13-002981,2020-09-26T22:16:10.091Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-08-13,0.00000,0.00000,0.17000," < 5",490.00000,7.51000,0.00000,0.00000,1.40000,0.34000,57," < 4"," < 0\,001"," < 1",0," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002981.csv
N4-13-002988,2020-09-26T22:16:10.091Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-08-13,0.00000,0.00000,0.22000," < 5",508.00000,7.70000,0.00000,0.00000,1.50000,0.21000,69,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002988.csv
N4-13-002983,2020-09-26T22:16:10.091Z,SALIDA DE LA ETAP,2013-08-13,0.00000,0.00000,0.16000," < 5",481.00000,7.32000,0.00000,0.00000,1.50000,1.00000,66," < 4"," < 0\,001"," < 1",0," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002983.csv
N4-13-002987,2020-09-26T22:16:10.091Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-08-13,0.00000,0.00000,0.19000," < 5",497.00000,7.62000,0.00000,0.00000,1.60000,0.32000,68,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002987.csv
N4-13-002989,2020-09-26T22:16:10.091Z,SAN ROMÁN-VIRGEN DEL MAR,2013-08-13,0.00000,0.00000,0.21000," < 5",499.00000,7.75000,0.00000,0.00000,1.50000,0.22000,60,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002989.csv
N4-13-002968,2020-09-26T22:16:10.091Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-08-12,0.00000,0.00000,0.13000," < 5",485.00000,7.60000,0.00000,0.00000,1.50000,0.41000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002968.csv
N4-13-002974,2020-09-26T22:16:10.091Z,CACICEDO (GOFRIS),2013-08-12,0.00000,0.00000,0.27000," < 5",478.00000,7.42000,0.00000,0.00000,1.50000,1.00000,56,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002974.csv
N4-13-002970,2020-09-26T22:16:10.091Z,CUETO GRIFO CEMENTERIO,2013-08-12,0.00000,0.00000,0.17000," < 5",473.00000,7.61000,0.00000,0.00000,1.40000,0.49000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002970.csv
N4-13-002969,2020-09-26T22:16:10.091Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-12,0.00000,0.00000,0.12000," < 5",478.00000,7.66000,0.00000,0.00000,1.40000,0.45000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002969.csv
N4-13-002960,2020-09-26T22:16:10.091Z,ETAP LLEGADA,2013-08-12,0.00000,0.00000,1.96000,10,471.00000,7.75000,0.00000,0.00000,2.00000,0.00000,163,,,,,,860,300.00000,300.00000,2.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002960.csv
N4-13-002967,2020-09-26T22:16:10.091Z,FUENTE FRENTE CORMORÁN,2013-08-12,0.00000,0.00000,0.36000," < 5",468.00000,7.66000,0.00000,0.00000,1.50000,0.36000,59,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002967.csv
N4-13-002975,2020-09-26T22:16:10.091Z,GRIFO DEL CONSUMIDOR,2013-08-12,0.00000,0.00000,0.22000," < 5",446.00000,7.60000,0.00000,0.00000,1.40000,0.40000,53,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-002975.csv
N4-13-003086,2020-09-26T22:16:10.09Z,MALIAÑO,2013-08-21,0.00000,0.00000,0.13000," < 5",510.00000,7.50000,0.00000,0.00000,1.60000,0.91000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003086.csv
N4-13-003085,2020-09-26T22:16:10.09Z,MURIEDAS,2013-08-21,0.00000,0.00000,0.14000," < 5",555.00000,7.46000,0.00000,0.00000,1.70000,0.97000,47,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003085.csv
N4-13-003080,2020-09-26T22:16:10.09Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-08-21,0.00000,0.00000,0.13000," < 5",537.00000,7.57000,0.00000,0.00000,1.60000,0.40000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003080.csv
N4-13-003083,2020-09-26T22:16:10.09Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-08-21,0.00000,0.00000,0.16000," < 5",546.00000,7.59000,0.00000,0.00000,1.50000,0.47000,47,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003083.csv
N4-13-003084,2020-09-26T22:16:10.09Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-08-21,0.00000,0.00000,0.15000," < 5",507.00000,7.73000,0.00000,0.00000,1.50000,0.16000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003084.csv
N4-13-003076,2020-09-26T22:16:10.09Z,SALIDA DE LA ETAP,2013-08-21,0.00000,0.00000,0.14000," < 5",565.00000,7.44000,0.00000,0.00000,1.60000,1.00000,50,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003076.csv
N4-13-003082,2020-09-26T22:16:10.09Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-08-21,0.00000,0.00000,0.14000," < 5",547.00000,7.60000,0.00000,0.00000,1.60000,0.38000,44,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003082.csv
N4-13-003067,2020-09-26T22:16:10.09Z,"CUENCO Nº 1\, DEPÓSITO DE AVELLANO",2013-08-20,0.00000,0.00000,0.17000," < 5",508.00000,7.58000,0.00000,0.00000,1.50000,0.64000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003067.csv
N4-13-003063,2020-09-26T22:16:10.09Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-20,0.00000,0.00000,0.12000," < 5",502.00000,7.61000,0.00000,0.00000,1.40000,0.35000,56,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003063.csv
N4-13-003053,2020-09-26T22:16:10.09Z,ETAP LLEGADA,2013-08-20,0.00000,0.00000,5.13000,15,569.00000,7.58000,0.00000,0.00000,2.80000,0.00000,3,,,,,,300,840.00000,15.00000,2.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003053.csv
N4-13-003061,2020-09-26T22:16:10.09Z,FUENTE FRENTE CORMORÁN,2013-08-20,0.00000,0.00000,0.15000," < 5",501.00000,7.71000,0.00000,0.00000,1.60000,0.20000,55,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003061.csv
N4-13-003069,2020-09-26T22:16:10.09Z,GRIFO DEL CONSUMIDOR,2013-08-20,0.00000,0.00000,0.17000," < 5",500.00000,7.61000,0.00000,0.00000,1.50000,0.30000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003069.csv
N4-13-003068,2020-09-26T22:16:10.09Z,HERRERA,2013-08-20,0.00000,0.00000,0.21000," < 5",556.00000,7.50000,0.00000,0.00000,1.50000,1.00000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003068.csv
N4-13-003062,2020-09-26T22:16:10.09Z,MONTE,2013-08-20,0.00000,0.00000,0.17000," < 5",496.00000,7.57000,0.00000,0.00000,1.50000,0.45000,54,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003062.csv
N4-13-003060,2020-09-26T22:16:10.09Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-08-20,0.00000,0.00000,0.19000," < 5",497.00000,7.57000,0.00000,0.00000,1.50000,0.26000,56,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003060.csv
N4-13-003065,2020-09-26T22:16:10.09Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-08-20,0.00000,0.00000,0.13000," < 5",503.00000,7.65000,0.00000,0.00000,1.60000,0.17000,59,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003065.csv
N4-13-003058,2020-09-26T22:16:10.09Z,SALIDA DE LA ETAP,2013-08-20,0.00000,0.00000,0.21000," < 5",556.00000,7.50000,0.00000,0.00000,1.50000,1.00000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003058.csv
N4-13-003064,2020-09-26T22:16:10.09Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-08-20,0.00000,0.00000,0.13000," < 5",499.00000,7.62000,0.00000,0.00000,1.40000,0.23000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003064.csv
N4-13-003066,2020-09-26T22:16:10.09Z,SAN ROMÁN-VIRGEN DEL MAR,2013-08-20,0.00000,0.00000,0.15000," < 5",500.00000,7.71000,0.00000,0.00000,1.60000,0.21000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003066.csv
N4-13-003045,2020-09-26T22:16:10.09Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-08-19,0.00000,0.00000,0.14000," < 5",497.00000,7.56000,0.00000,0.00000,1.50000,0.68000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003045.csv
N4-13-003051,2020-09-26T22:16:10.09Z,CACICEDO (GOFRIS),2013-08-19,0.00000,0.00000,0.17000," < 5",523.00000,7.43000,0.00000,0.00000,1.50000,1.00000,40,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003051.csv
N4-13-003047,2020-09-26T22:16:10.09Z,CUETO GRIFO CEMENTERIO,2013-08-19,0.00000,0.00000,0.15000," < 5",497.00000,7.63000,0.00000,0.00000,1.70000,0.49000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003047.csv
N4-13-003046,2020-09-26T22:16:10.09Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-19,0.00000,0.00000,0.11000," < 5",500.00000,7.66000,0.00000,0.00000,1.50000,0.40000,43,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003046.csv
N4-13-003037,2020-09-26T22:16:10.09Z,ETAP LLEGADA,2013-08-19,0.00000,0.00000,1.12000," < 5",524.00000,7.84000,0.00000,0.00000,2.50000,0.00000,3,,,,,,2400,90.00000,220.00000,5.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003037.csv
N4-13-003052,2020-09-26T22:16:10.09Z,GRIFO DEL CONSUMIDOR,2013-08-19,0.00000,0.00000,0.17000," < 5",496.00000,7.61000,0.00000,0.00000,1.50000,0.41000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003052.csv
N4-13-003044,2020-09-26T22:16:10.09Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-08-19,0.00000,0.00000,0.13000," < 5",491.00000,7.60000,0.00000,0.00000,1.30000,0.44000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003044.csv
N4-13-003049,2020-09-26T22:16:10.09Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-08-19,0.00000,0.00000,0.10000," < 5",503.00000,7.56000,0.00000,0.00000,1.30000,0.54000,63,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003049.csv
N4-13-003050,2020-09-26T22:16:10.09Z,PM RED PARBAYÓN,2013-08-19,0.00000,0.00000,0.17000," < 5",523.00000,7.43000,0.00000,0.00000,1.50000,1.00000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003050.csv
N4-13-003042,2020-09-26T22:16:10.09Z,SALIDA DE LA ETAP,2013-08-19,0.00000,0.00000,0.17000," < 5",523.00000,7.43000,0.00000,0.00000,1.50000,1.00000,54,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003042.csv
N4-13-003048,2020-09-26T22:16:10.09Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-08-19,0.00000,0.00000,0.09000," < 5",502.00000,7.59000,0.00000,0.00000,1.30000,0.34000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003048.csv
N4-13-003035,2020-09-26T22:16:10.09Z,ETAP LLEGADA,2013-08-18,0.00000,0.00000,1.02000,10,515.00000,7.83000,0.00000,0.00000,2.30000,0.00000,4,,,,,,3480,420.00000,340.00000,4.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003035.csv
N4-13-003036,2020-09-26T22:16:10.09Z,SALIDA DE LA ETAP,2013-08-18,0.00000,0.00000,0.18000," < 5",518.00000,7.39000,0.00000,0.00000,1.50000,0.90000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003036.csv
N4-13-003033,2020-09-26T22:16:10.09Z,ETAP LLEGADA,2013-08-17,0.00000,0.00000,1.03000,10,528.00000,7.52000,0.00000,0.00000,2.00000,0.00000,3,,,,,,3060,260.00000,120.00000,4.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003033.csv
N4-13-003034,2020-09-26T22:16:10.09Z,SALIDA DE LA ETAP,2013-08-17,0.00000,0.00000,0.17000," < 5",517.00000,7.39000,0.00000,0.00000,1.50000,0.62000,33,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003034.csv
N4-13-003025,2020-09-26T22:16:10.09Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-08-16,0.00000,0.00000,0.19000," < 5",490.00000,7.49000,0.00000,0.00000,1.50000,0.44000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003025.csv
N4-13-003027,2020-09-26T22:16:10.09Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-16,0.00000,0.00000,0.17000," < 5",486.00000,7.56000,0.00000,0.00000,1.50000,0.46000,50,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003027.csv
N4-13-003017,2020-09-26T22:16:10.09Z,ETAP LLEGADA,2013-08-16,0.00000,0.00000,1.35000,10,482.00000,7.79000,0.00000,0.00000,2.80000,0.00000,111,,,,,,920,60.00000,190.00000,2.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003017.csv
N4-13-003024,2020-09-26T22:16:10.09Z,FUENTE FRENTE CORMORÁN,2013-08-16,0.00000,0.00000,0.20000," < 5",489.00000,7.61000,0.00000,0.00000,1.40000,0.27000,50,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003024.csv
N4-13-003026,2020-09-26T22:16:10.09Z,FUENTE PARQUE MARIA BLANCHARD,2013-08-16,0.00000,0.00000,0.15000," < 5",496.00000,7.47000,0.00000,0.00000,1.50000,0.71000,40,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003026.csv
N4-13-003032,2020-09-26T22:16:10.09Z,GRIFO DEL CONSUMIDOR,2013-08-16,0.00000,0.00000,0.19000," < 5",491.00000,7.52000,0.00000,0.00000,1.60000,0.40000,47,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003032.csv
N4-13-003031,2020-09-26T22:16:10.09Z,MURIEDAS,2013-08-16,0.00000,0.00000,0.15000," < 5",488.00000,7.42000,0.00000,0.00000,1.50000,1.00000,51,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003031.csv
N4-13-003130,2020-09-26T22:16:10.089Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-08-26,0.00000,0.00000,0.07000," < 5",572.00000,7.52000,0.00000,0.00000,1.60000,0.53000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003130.csv
N4-13-003136,2020-09-26T22:16:10.089Z,CACICEDO (GOFRIS),2013-08-26,0.00000,0.00000,0.09000," < 5",586.00000,7.52000,0.00000,0.00000,1.60000,0.94000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003136.csv
N4-13-003132,2020-09-26T22:16:10.089Z,CUETO GRIFO CEMENTERIO,2013-08-26,0.00000,0.00000,0.10000," < 5",523.00000,7.64000,0.00000,0.00000,1.50000,0.50000,40,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003132.csv
N4-13-003131,2020-09-26T22:16:10.089Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-26,0.00000,0.00000,0.07000," < 5",538.00000,7.62000,0.00000,0.00000,1.60000,0.44000,51,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003131.csv
N4-13-003122,2020-09-26T22:16:10.089Z,ETAP LLEGADA,2013-08-26,0.00000,0.00000,0.58000,10,570.00000,7.77000,0.00000,0.00000,2.30000,0.00000,29,,,,,,1600,80.00000,50.00000,2.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003122.csv
N4-13-003129,2020-09-26T22:16:10.089Z,FUENTE FRENTE CORMORÁN,2013-08-26,0.00000,0.00000,0.10000," < 5",510.00000,7.71000,0.00000,0.00000,1.50000,0.31000,51,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003129.csv
N4-13-003137,2020-09-26T22:16:10.089Z,GRIFO DEL CONSUMIDOR,2013-08-26,0.00000,0.00000,0.10000," < 5",543.00000,7.64000,0.00000,0.00000,1.50000,0.40000,50,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003137.csv
N4-13-003134,2020-09-26T22:16:10.089Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-08-26,0.00000,0.00000,0.05000," < 5",553.00000,7.53000,0.00000,0.00000,1.30000,0.55000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003134.csv
N4-13-003135,2020-09-26T22:16:10.089Z,PM RED PARBAYÓN,2013-08-26,0.00000,0.00000,0.08000," < 5",588.00000,7.50000,0.00000,0.00000,1.50000,0.96000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003135.csv
N4-13-003127,2020-09-26T22:16:10.089Z,SALIDA DE LA ETAP,2013-08-26,0.00000,0.00000,0.08000," < 5",587.00000,7.49000,0.00000,0.00000,1.60000,1.00000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003127.csv
N4-13-003133,2020-09-26T22:16:10.089Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-08-26,0.00000,0.00000,0.06000," < 5",548.00000,7.51000,0.00000,0.00000,1.40000,0.43000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003133.csv
N4-13-003120,2020-09-26T22:16:10.089Z,ETAP LLEGADA,2013-08-25,0.00000,0.00000,0.52000,10,584.00000,7.74000,0.00000,0.00000,2.00000,0.00000,8,,,,,,1200,120.00000,40.00000,3.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003120.csv
N4-13-003121,2020-09-26T22:16:10.089Z,SALIDA DE LA ETAP,2013-08-25,0.00000,0.00000,0.09000," < 5",568.00000,7.34000,0.00000,0.00000,1.40000,0.83000,50,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003121.csv
N4-13-003118,2020-09-26T22:16:10.089Z,ETAP LLEGADA,2013-08-24,0.00000,0.00000,0.76000,10,546.00000,7.81000,0.00000,0.00000,2.20000,0.00000,8,,,,,,1300,100.00000,90.00000,2.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003118.csv
N4-13-003119,2020-09-26T22:16:10.089Z,SALIDA DE LA ETAP,2013-08-24,0.00000,0.00000,0.13000," < 5",543.00000,7.38000,0.00000,0.00000,1.50000,0.82000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003119.csv
N4-13-003111,2020-09-26T22:16:10.089Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-08-23,0.00000,0.00000,0.15000," < 5",551.00000,7.68000,0.00000,0.00000,1.60000,0.41000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003111.csv
N4-13-003113,2020-09-26T22:16:10.089Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-08-23,0.00000,0.00000,0.23000," < 5",548.00000,7.72000,0.00000,0.00000,1.60000,0.43000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003113.csv
