dc:identifier,dc:modified,ayto:PuntoMuestreo,ayto:Fecha,ayto:Olor,ayto:Sabor,ayto:Turbidez,ayto:Color,ayto:Conductividad,ayto:pH,ayto:Amonio,ayto:Nitritos,ayto:Oxidabilidad,ayto:CloroLibre,ayto:Al,ayto:Fe,ayto:Cu,ayto:Cr,ayto:Ni,ayto:Pb,ayto:BacteriasColiformes,ayto:eColi,ayto:BacteriasAerobias,ayto:ClostridiumPerfringes,uri
N4-13-003462,2020-09-26T22:16:10.075Z,SALIDA DE LA ETAP,2013-09-20,0.00000,0.00000,0.09000," < 5",693.00000,7.36000,0.00000,0.00000,0.70000,0.88000,24,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003462.csv
N4-13-003468,2020-09-26T22:16:10.075Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-20,0.00000,0.00000,0.07000," < 5",704.00000,7.47000,0.00000,0.00000,0.60000,0.41000,31,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003468.csv
N4-13-003470,2020-09-26T22:16:10.075Z,SOTO DE LA MARINA,2013-09-20,0.00000,0.00000,0.05000," < 5",712.00000,7.46000,0.00000,0.00000,0.70000,0.51000,28,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003470.csv
N4-13-003447,2020-09-26T22:16:10.075Z,CUENCO Nº 1 DEPÓSITO DE ARNA,2013-09-19,0.00000,0.00000,0.06000," < 5",509.00000,7.81000,0.00000,0.00000,0.90000,0.22000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003447.csv
N4-13-003444,2020-09-26T22:16:10.075Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-19,0.00000,0.00000,0.09000," < 5",704.00000,7.74000,0.00000,0.00000,0.80000,0.41000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003444.csv
N4-13-003435,2020-09-26T22:16:10.075Z,ETAP LLEGADA,2013-09-19,0.00000,0.00000,0.61000,10,739.00000,7.76000,0.00000,0.00000,1.10000,0.00000,5,,,,,,540,240.00000,240.00000,2.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003435.csv
N4-13-003443,2020-09-26T22:16:10.075Z,FUENTE PARQUE MARIA BLANCHARD,2013-09-19,0.00000,0.00000,0.29000," < 5",759.00000,7.59000,0.00000,0.00000,0.70000,0.74000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003443.csv
N4-13-003442,2020-09-26T22:16:10.075Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-09-19,0.00000,0.00000,0.07000," < 5",710.00000,7.61000,0.00000,0.00000,0.70000,0.31000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003442.csv
N4-13-003446,2020-09-26T22:16:10.075Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-09-19,0.00000,0.00000,0.18000," < 5",631.00000,7.82000,0.00000,0.00000,0.90000,0.42000,51,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003446.csv
N4-13-003584,2020-09-26T22:16:10.074Z,SALIDA DE LA ETAP,2013-09-30,0.00000,0.00000,0.15000," < 5",854.00000,7.59000,0.00000,0.00000,0.30000,1.00000,44,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003584.csv
N4-13-003590,2020-09-26T22:16:10.074Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-30,0.00000,0.00000,0.03000," < 5",811.00000,7.70000,0.00000,0.00000,0.30000,0.61000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003590.csv
N4-13-003572,2020-09-26T22:16:10.074Z,ETAP LLEGADA,2013-09-29,0.00000,0.00000,0.43000,5,804.00000,7.84000,0.00000,0.00000,0.90000,0.00000,9,,,,,,830,400.00000,390.00000,58.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003572.csv
N4-13-003577,2020-09-26T22:16:10.074Z,SALIDA DE LA ETAP,2013-09-29,0.00000,0.00000,0.14000," < 5",807.00000,7.55000,0.00000,0.00000,0.40000,0.78000,22,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003577.csv
N4-13-003565,2020-09-26T22:16:10.074Z,ETAP LLEGADA,2013-09-28,0.00000,0.00000,0.51000,5,792.00000,7.71000,0.00000,0.00000,0.80000,0.00000,12,,,,,,340,150.00000,570.00000,3.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003565.csv
N4-13-003570,2020-09-26T22:16:10.074Z,SALIDA DE LA ETAP,2013-09-28,0.00000,0.00000,0.08000," < 5",790.00000,7.54000,0.00000,0.00000,0.40000,0.90000,25,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003570.csv
N4-13-003558,2020-09-26T22:16:10.074Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-09-27,0.00000,0.00000,0.05000," < 5",747.00000,7.68000,0.00000,0.00000,0.40000,0.82000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003558.csv
N4-13-003560,2020-09-26T22:16:10.074Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-27,0.00000,0.00000,0.12000," < 5",735.00000,7.69000,0.00000,0.00000,0.50000,0.57000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003560.csv
N4-13-003550,2020-09-26T22:16:10.074Z,ETAP LLEGADA,2013-09-27,0.00000,0.00000,0.35000,5,771.00000,7.80000,0.00000,0.00000,0.70000,0.00000,13,,,,,,690,260.00000,560.00000,9.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003550.csv
N4-13-003557,2020-09-26T22:16:10.074Z,FUENTE FRENTE CORMORÁN,2013-09-27,0.00000,0.00000,0.03000," < 5",723.00000,7.77000,0.00000,0.00000,0.40000,0.45000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003557.csv
N4-13-003559,2020-09-26T22:16:10.074Z,FUENTE PARQUE MARIA BLANCHARD,2013-09-27,0.00000,0.00000,0.07000," < 5",767.00000,7.60000,0.00000,0.00000,0.50000,0.73000,42,,,,,,0,0.00000,1.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003559.csv
N4-13-003564,2020-09-26T22:16:10.074Z,GRIFO DEL CONSUMIDOR,2013-09-27,0.00000,0.00000,0.10000," < 5",726.00000,7.78000,0.00000,0.00000,0.50000,0.55000,40,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003564.csv
N4-13-003562,2020-09-26T22:16:10.074Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-09-27,0.00000,0.00000,0.08000," < 5",762.00000,7.59000,0.00000,0.00000,0.40000,0.81000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003562.csv
N4-13-003555,2020-09-26T22:16:10.074Z,SALIDA DE LA ETAP,2013-09-27,0.00000,0.00000,0.04000," < 5",776.00000,7.53000,0.00000,0.00000,0.40000,1.00000,52,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003555.csv
N4-13-003561,2020-09-26T22:16:10.074Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-27,0.00000,0.00000,0.07000," < 5",765.00000,7.60000,0.00000,0.00000,0.40000,0.68000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003561.csv
N4-13-003563,2020-09-26T22:16:10.074Z,SOTO DE LA MARINA,2013-09-27,0.00000,0.00000,0.08000," < 5",763.00000,7.63000,0.00000,0.00000,0.40000,0.72000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003563.csv
N4-13-003542,2020-09-26T22:16:10.074Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-09-26,0.00000,0.00000,0.12000," < 5",718.00000,7.69000,0.00000,0.00000,0.50000,0.50000,26,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003542.csv
N4-13-003543,2020-09-26T22:16:10.074Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-26,0.00000,0.00000,0.12000," < 5",711.00000,7.74000,0.00000,0.00000,0.50000,0.40000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003543.csv
N4-13-003534,2020-09-26T22:16:10.074Z,ETAP LLEGADA,2013-09-26,0.00000,0.00000,0.56000,5,711.00000,7.35000,0.00000,0.00000,0.80000,0.00000,8,,,,,,840,150.00000,200.00000,14.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003534.csv
N4-13-003547,2020-09-26T22:16:10.074Z,GRIFO DEL CONSUMIDOR,2013-09-26,0.00000,0.00000,0.08000," < 5",712.00000,7.72000,0.00000,0.00000,0.50000,0.21000,61,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003547.csv
N4-13-003548,2020-09-26T22:16:10.074Z,GRIFO DEL CONSUMIDOR,2013-09-26,0.00000,0.00000,0.12000," < 5",704.00000,7.75000,0.00000,0.00000,0.60000,0.39000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003548.csv
N4-13-003541,2020-09-26T22:16:10.074Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-09-26,0.00000,0.00000,0.11000," < 5",695.00000,7.63000,0.00000,0.00000,0.50000,0.30000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003541.csv
N4-13-003545,2020-09-26T22:16:10.074Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-09-26,0.00000,0.00000,0.08000," < 5",696.00000,7.79000,0.00000,0.00000,0.60000,0.22000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003545.csv
N4-13-003539,2020-09-26T22:16:10.074Z,SALIDA DE LA ETAP,2013-09-26,0.00000,0.00000,0.07000," < 5",760.00000,7.43000,0.00000,0.00000,0.40000,0.86000,22,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003539.csv
N4-13-003544,2020-09-26T22:16:10.074Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-26,0.00000,0.00000,0.07000," < 5",736.00000,7.66000,0.00000,0.00000,0.40000,0.41000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003544.csv
N4-13-003527,2020-09-26T22:16:10.074Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-25,0.00000,0.00000,0.04000," < 5",705.00000,7.76000,0.00000,0.00000,0.60000,0.36000,55,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003527.csv
N4-13-003517,2020-09-26T22:16:10.074Z,ETAP LLEGADA,2013-09-25,0.00000,0.00000,0.50000,5,716.00000,7.49000,0.00000,0.00000,0.80000,0.00000,9,,,,,,530,60.00000,190.00000,4.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003517.csv
N4-13-003524,2020-09-26T22:16:10.074Z,FUENTE FRENTE CORMORÁN,2013-09-25,0.00000,0.00000,0.05000," < 5",675.00000,7.76000,0.00000,0.00000,0.50000,0.22000,33,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003524.csv
N4-13-003525,2020-09-26T22:16:10.074Z,FUENTE PARQUE MARIA BLANCHARD,2013-09-25,0.00000,0.00000,0.05000," < 5",707.00000,7.58000,0.00000,0.00000,0.50000,0.58000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003525.csv
N4-13-003533,2020-09-26T22:16:10.074Z,GRIFO DEL CONSUMIDOR,2013-09-25,0.00000,0.00000,0.08000," < 5",685.00000,7.74000,0.00000,0.00000,0.50000,0.35000,43,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003533.csv
N4-13-003532,2020-09-26T22:16:10.074Z,MALIAÑO,2013-09-25,0.00000,0.00000,0.05000," < 5",685.00000,7.42000,0.00000,0.00000,0.50000,0.85000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003532.csv
N4-13-003531,2020-09-26T22:16:10.074Z,MURIEDAS,2013-09-25,0.00000,0.00000,0.04000," < 5",683.00000,7.41000,0.00000,0.00000,0.50000,0.86000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003531.csv
N4-13-003529,2020-09-26T22:16:10.074Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-09-25,0.00000,0.00000,0.04000," < 5",690.00000,7.63000,0.00000,0.00000,0.50000,0.37000,36,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003529.csv
N4-13-003526,2020-09-26T22:16:10.074Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-09-25,0.00000,0.00000,0.05000," < 5",715.00000,7.57000,0.00000,0.00000,0.60000,0.57000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003526.csv
N4-13-003530,2020-09-26T22:16:10.074Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-09-25,0.00000,0.00000,0.04000," < 5",685.00000,7.80000,0.00000,0.00000,0.50000,0.21000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003530.csv
N4-13-003522,2020-09-26T22:16:10.074Z,SALIDA DE LA ETAP,2013-09-25,0.00000,0.00000,0.04000," < 5",684.00000,7.40000,0.00000,0.00000,0.50000,0.89000,26,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003522.csv
N4-13-003528,2020-09-26T22:16:10.074Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-09-25,0.00000,0.00000,0.05000," < 5",711.00000,7.64000,0.00000,0.00000,0.50000,0.39000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003528.csv
N4-13-003509,2020-09-26T22:16:10.074Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-24,0.00000,0.00000,0.07000," < 5",668.00000,7.75000,0.00000,0.00000,0.60000,0.33000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003509.csv
N4-13-003499,2020-09-26T22:16:10.074Z,ETAP LLEGADA,2013-09-24,0.00000,0.00000,0.60000,10,704.00000,7.59000,0.00000,0.00000,1.00000,0.00000,9,,,,,,420,160.00000,270.00000,4.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003499.csv
N4-13-003507,2020-09-26T22:16:10.074Z,FUENTE PARQUE MARIA BLANCHARD,2013-09-24,0.00000,0.00000,0.07000," < 5",686.00000,7.62000,0.00000,0.00000,0.50000,0.66000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003507.csv
N4-13-003654,2020-09-26T22:16:10.073Z,SOTO DE LA MARINA,2013-10-04,0.00000,0.00000,0.62000," < 5",482.00000,7.62000,0.00000,0.00000,1.10000,0.66000,31,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003654.csv
N4-13-003638,2020-09-26T22:16:10.073Z,"CUENCO Nº 1\, DEPÓSITO DE ATALAYA",2013-10-03,0.00000,0.00000,0.09000," < 5",681.00000,7.57000,0.00000,0.00000,0.80000,0.58000,67,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003638.csv
N4-13-003635,2020-09-26T22:16:10.073Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-10-03,0.00000,0.00000,0.07000," < 5",805.00000,7.76000,0.00000,0.00000,0.80000,0.74000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003635.csv
N4-13-003627,2020-09-26T22:16:10.073Z,ETAP LLEGADA,2013-10-03,0.00000,0.00000,1.85000,10,457.00000,7.22000,0.00000,0.00000,2.00000,0.00000,10,,,,,,200,20.00000,350.00000,8.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003627.csv
N4-13-003634,2020-09-26T22:16:10.073Z,FUENTE PARQUE MARIA BLANCHARD,2013-10-03,0.00000,0.00000,0.09000," < 5",550.00000,7.64000,0.00000,0.00000,0.50000,0.75000,57,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003634.csv
N4-13-003640,2020-09-26T22:16:10.073Z,GRIFO DEL CONSUMIDOR,2013-10-03,0.00000,0.00000,0.10000," < 5",828.00000,7.87000,0.00000,0.00000,0.70000,0.54000,55,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003640.csv
N4-13-003637,2020-09-26T22:16:10.073Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-10-03,0.00000,0.00000,0.14000," < 5",771.00000,7.85000,0.00000,0.00000,0.50000,0.62000,71,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003637.csv
N4-13-003632,2020-09-26T22:16:10.073Z,SALIDA DE LA ETAP,2013-10-03,0.00000,0.00000,0.18000," < 5",495.00000,7.50000,0.00000,0.00000,1.00000,1.00000,63,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003632.csv
N4-13-003636,2020-09-26T22:16:10.073Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-10-03,0.00000,0.00000,0.07000," < 5",600.00000,7.67000,0.00000,0.00000,0.70000,0.57000,16,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003636.csv
N4-13-003618,2020-09-26T22:16:10.073Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-10-02,0.00000,0.00000,0.12000," < 5",807.00000,7.69000,0.00000,0.00000,0.60000,0.75000,28,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003618.csv
N4-13-003620,2020-09-26T22:16:10.073Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-10-02,0.00000,0.00000,0.08000," < 5",795.00000,7.73000,0.00000,0.00000,0.50000,0.60000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003620.csv
N4-13-003611,2020-09-26T22:16:10.073Z,ETAP LLEGADA,2013-10-02,0.00000,0.00000,3.07000,15,528.00000,7.78000,0.00000,0.00000,1.30000,0.00000,10,,,,,,540,40.00000,290.00000,1.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003611.csv
N4-13-003626,2020-09-26T22:16:10.073Z,GRIFO DEL CONSUMIDOR,2013-10-02,0.00000,0.00000,0.12000," < 5",777.00000,7.68000,0.00000,0.00000,0.70000,0.71000,56,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003626.csv
N4-13-003625,2020-09-26T22:16:10.073Z,MALIAÑO,2013-10-02,0.00000,0.00000,0.20000," < 5",578.00000,7.46000,0.00000,0.00000,0.70000,0.80000,40,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003625.csv
N4-13-003624,2020-09-26T22:16:10.073Z,MURIEDAS,2013-10-02,0.00000,0.00000,0.21000," < 5",579.00000,7.45000,0.00000,0.00000,0.70000,0.81000,40,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003624.csv
N4-13-003619,2020-09-26T22:16:10.073Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-10-02,0.00000,0.00000,0.13000," < 5",819.00000,7.63000,0.00000,0.00000,0.50000,0.73000,28,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003619.csv
N4-13-003622,2020-09-26T22:16:10.073Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-10-02,0.00000,0.00000,0.06000," < 5",827.00000,7.64000,0.00000,0.00000,0.50000,0.98000,40,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003622.csv
N4-13-003623,2020-09-26T22:16:10.073Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-10-02,0.00000,0.00000,0.07000," < 5",795.00000,7.81000,0.00000,0.00000,0.50000,0.53000,31,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003623.csv
N4-13-003616,2020-09-26T22:16:10.073Z,SALIDA DE LA ETAP,2013-10-02,0.00000,0.00000,0.23000," < 5",580.00000,7.47000,0.00000,0.00000,0.70000,0.80000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003616.csv
N4-13-003621,2020-09-26T22:16:10.073Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-10-02,0.00000,0.00000,0.05000," < 5",830.00000,7.66000,0.00000,0.00000,0.60000,0.70000,43,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003621.csv
N4-13-003608,2020-09-26T22:16:10.073Z,"CUENCO Nº 1\, DEPÓSITO DE PRONILLO",2013-10-01,0.00000,0.00000,0.05000," < 5",849.00000,7.68000,0.00000,0.00000,0.40000,0.65000,39,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003608.csv
N4-13-003604,2020-09-26T22:16:10.073Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-10-01,0.00000,0.00000,0.06000," < 5",823.00000,7.78000,0.00000,0.00000,0.30000,0.52000,44,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003604.csv
N4-13-003595,2020-09-26T22:16:10.073Z,ETAP LLEGADA,2013-10-01,0.00000,0.00000,0.28000,5,895.00000,7.80000,0.00000,0.00000,0.60000,0.00000,12,,,,,,520,100.00000,140.00000,18.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003595.csv
N4-13-003602,2020-09-26T22:16:10.073Z,FUENTE FRENTE CORMORÁN,2013-10-01,0.00000,0.00000,0.05000," < 5",810.00000,7.83000,0.00000,0.00000,0.40000,0.34000,48,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003602.csv
N4-13-003610,2020-09-26T22:16:10.073Z,GRIFO DEL CONSUMIDOR,2013-10-01,0.00000,0.00000,0.05000," < 5",848.00000,7.76000,0.00000,0.00000,0.40000,0.63000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003610.csv
N4-13-003609,2020-09-26T22:16:10.073Z,HERRERA,2013-10-01,0.00000,0.00000,0.08000," < 5",871.00000,7.60000,0.00000,0.00000,0.30000,0.92000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003609.csv
N4-13-003603,2020-09-26T22:16:10.073Z,MONTE,2013-10-01,0.00000,0.00000,0.02000," < 5",854.00000,7.69000,0.00000,0.00000,0.30000,0.62000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003603.csv
N4-13-003606,2020-09-26T22:16:10.073Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-10-01,0.00000,0.00000,0.04000," < 5",821.00000,7.84000,0.00000,0.00000,0.30000,0.53000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003606.csv
N4-13-003600,2020-09-26T22:16:10.073Z,SALIDA DE LA ETAP,2013-10-01,0.00000,0.00000,0.08000," < 5",873.00000,7.59000,0.00000,0.00000,0.30000,0.98000,34,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003600.csv
N4-13-003605,2020-09-26T22:16:10.073Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-10-01,0.00000,0.00000,0.09000," < 5",865.00000,7.70000,0.00000,0.00000,0.30000,0.58000,44,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003605.csv
N4-13-003607,2020-09-26T22:16:10.073Z,SAN ROMÁN-VIRGEN DEL MAR,2013-10-01,0.00000,0.00000,0.03000," < 5",836.00000,7.85000,0.00000,0.00000,0.30000,0.21000,43,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003607.csv
N4-13-003587,2020-09-26T22:16:10.073Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-09-30,0.00000,0.00000,0.06000," < 5",809.00000,7.76000,0.00000,0.00000,0.30000,0.59000,42,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003587.csv
N4-13-003593,2020-09-26T22:16:10.073Z,CACICEDO (GOFRIS),2013-09-30,0.00000,0.00000,0.13000," < 5",853.00000,7.60000,0.00000,0.00000,0.30000,0.98000,40,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003593.csv
N4-13-003589,2020-09-26T22:16:10.073Z,CUETO GRIFO CEMENTERIO,2013-09-30,0.00000,0.00000,0.09000," < 5",801.00000,7.86000,0.00000,0.00000,0.30000,0.51000,50,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003589.csv
N4-13-003588,2020-09-26T22:16:10.073Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-09-30,0.00000,0.00000,0.08000," < 5",798.00000,7.78000,0.00000,0.00000,0.30000,0.50000,41,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003588.csv
N4-13-003579,2020-09-26T22:16:10.073Z,ETAP LLEGADA,2013-09-30,0.00000,0.00000,0.32000,5,868.00000,7.77000,0.00000,0.00000,0.70000,0.00000," < 3",,,,,,780,140.00000,100.00000,32.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-003579.csv
