Distrito,DistritoURI,Subepigrafe,Apartado,Numero_de_archivo,Naturaleza_del_inmueble,Situacion_Destino,Destino,Tamanio_Solar
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300010,URBANA,RONDA DE SEGOVIA Nº 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,654.66
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300011,URBANA,PLAZA DE GABRIEL MIRO,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU INTERIOR SE ENCUENTRA LA PISTA DEPORTIVA""GABRIEL MIRÓ"" (TAMBIÉN DENOMINADA ""LAS VISTILLAS""), SITUADA EN LA C/ GABRIEL MIRÓ C/V C/ BEATRIZGALINDO C/V C/ MORERÍA.",12346.82
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300012,URBANA,CUESTA DE LOS CIEGOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,77.08
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300013,URBANA,CALLE DE BEATRIZ GALINDO Nº 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,496.08
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300014,URBANA,CUESTA DE LOS CIEGOS Nº 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,776.35
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300015,URBANA,CUESTA DE LOS CIEGOS Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,539
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300016,URBANA,CUESTA DE JAVALQUINTO Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,745.85
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300017,URBANA,CUESTA DE JAVALQUINTO Nº 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,451.49
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300018,URBANA,CALLE DE LA MORERIA Nº 12,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1099.58
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300019,URBANA,CALLE DE LA MORERIA Nº 22,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,939.95
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300020,URBANA,CUESTA DE LOS CIEGOS C/V CALLE DE BEATRIZ GALINDO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,471.75
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300021,URBANA,CALLE DE BARCELÓ,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU SUBSUELO SE CONSTRUYERON UNOSEVACUATORIOS.,13461.43
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300027,URBANA,CALLE DE FUENCARRAL Nº 43,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,710.4
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300022,URBANA,CALLE DE LA ALAMEDA Nº 12,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. CUBIERTA P.A.R.,463
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300023,URBANA,RONDA SEGOVIA Nº 57,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. FORMA PARTE DEL JARDÍN CATALOGADO ""JARDÍN EN C/ALGECIRAS"", CON PROTECCIÓN NIVEL 3.",2120
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300024,URBANA,RONDA SEGOVIA Nº 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,704.65
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300025,URBANA,CALLE DE JERTE Nº 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,395.35
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300026,URBANA,CALLE DEL MESÓN DE PAREDES Nº 63,DOTACIONAL SERVICIOS COLECTIVOS ZONA VERDE BÁSICO.,1128.38
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300028,URBANA,CALLE DE ALGECIRAS Nº 8,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. SOLAR QUE HA PASADO A ZONA VERDE. BAJA FINCA Nº73 DEL INVENTARIO DEL AYUNTAMIENTO DE MADRID.,372.3
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300029,URBANA,CALLE DE ALGECIRAS Nº 4-6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,920.5
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,300030,URBANA,CALLE DEL ROSARIO C/V CALLE DE JERTE,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA LA PISTA DEPORTIVA PARQUE DE LA CORNISA (PISTA DE BALONCESTO, PISTA DE VÓLEY Y FUTBOLEY,PISTA DE BÁDMIN TON Y TENIS DE MESA), SITA EN CALLE DEL ROSARIO, NÚMERO 5.",14193.99
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,301048,URBANA,AVENIDA DE LA GRAN VIA DE SAN FRANCISCO Nº 19-21,DOTACIONAL SERVICIO COLECTIVOS ZONAS VERDES BÁSICO.,3385.55
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,301077,URBANA,CALLE DEL CASINO Nº 3 Y 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. (LA ZONA NORTE ESTÁ CALIFICADA DE VÍA PÚBLICASEGÚN PGOUM 97).,3098
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,301216,URBANA,CALLE DE EMBAJADORES Nº 66 B,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE CASINO DE LA REINA (PISTA POLIDEPORTIVA Y PISTA DEBALONCESTO), SITA EN C/ EMBAJADORES, 66 C/V C/ CASINO, 3.",7343.75
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,301253,URBANA,CALLE DEL SOMBRERETE Nº 15,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA NO DADA DE ALTA EN PMS; PARCELAREGULARIZADA POR LA LA DIRECTORA GENERAL DE PATRIMONIO POR CERTIFICACIÓN DE 23 DE MARZO DE 2018,AGRUPACIÓN Y SEGREGACIÓN DE FINCAS.",207.21
Centro,https://www.wikidata.org/wiki/Q1763376,ZONAS VERDES,PARQUES Y JARDINES,301255,URBANA,PLAZA DEL GENERAL VARA DEL REY,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2379.34
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300032,URBANA,PASEO DE LAS YESERIAS,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. DENTRO DE SU PERIMETRO, PROXIMO AL PASEO DEYESERIAS, SE ENCUENTRA UBICADO UN EVACUATORIO. SE ENCUENTRAN IGUALMENTE UBICADAS DOS CASETAS DEJARDINEROS Y UN CAMPO DE FUTBOL.",108873.35
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300033,URBANA,PASEO DE LAS YESERIAS Nº 4,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR, INTEGRADO EN EL PARQUE DE LA ARGANZUELA.",853.1
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300034,URBANA,CALLE DEL CONCEJAL BENITO MARTÍN LOZANO Nº 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA UNACASETA DE PERSONAL Y ALMACÉN DE HERRAMIENTAS.,9141.5
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300035,URBANA,CALLE DE SAN ISIDORO DE SEVILLA Nº 15 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3013.5
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300036,URBANA,PASEO DE LAS YESERIAS Nº 43-49,CALIFICADO PARTE DE DOTACIONAL SERVICIOS COLECTIVOS VÍA PÚBLICA Y PARTE DE DOTACIONAL SERVICIOSCOLECTIVOS EQUIPAMIENTO BÁSICO SEGÚN PGOUM 97.,776.2
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300037,URBANA,CALLE DE CARMEN COBEÑA Nº 5 B,"PARCELA NO INVENTARIADA EN PMS, CUYO PERÍMETRO ESTÁ INCLUIDO EN ALINEACIÓN DE VOLUMETRÍA ESPECÍFICA,NORMA ZONA 3.2, SEGÚN PGOUM 97.",176.55
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300039,URBANA,CALLE DE EROS Nº 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE HALLA UBICADA LA IDBEROS (PISTA DE FÚTBOL SALA).,6731
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300064,URBANA,CALLE DE VILLOSLADA Nº 5-11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PROTECCIÓN ARQUEOLÓGICA (ZPA TERRAZAS DELMANZANARES - NIVEL B).,2951
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300065,URBANA,CALLE DE SAN EPIFANIO Nº 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10548.3
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300066,URBANA,CALLE DEL PUERTO DE BÉJAR C/V CALLE DE EMBAJADORES,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1880.81
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300067,URBANA,PASEO DE LOS MELANCÓLICOS Nº 34,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1529.31
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300068,URBANA,TRAVESIA DE LOS MELANCÓLICOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2916.41
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300069,URBANA,CALLE DE LA ANTRACITA Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,828.4
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300070,URBANA,CALLE DEL RODIO C/V CALLE DEL PLOMO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1072.6
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300071,URBANA,CALLE DE TITÁN Nº 12,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4544
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300072,URBANA,CALLE DEL PLANETA TIERRA Nº 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1890
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300073,URBANA,CALLE DE TITÁN Nº 11-15,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10647
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300074,URBANA,CALLE DEL RODIO C/V CALLE DE EMBAJADORES Nº 181,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6992
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300075,URBANA,CALLE DEL RODIO Nº 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1520
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300076,URBANA,CALLE DE LA ANTRACITA Nº 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2131
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300077,URBANA,CALLE DEL RODIO C/V CALLE DEL HIERRO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO; UNA PEQUEÑA PARTE DE LA PARCELA CORRESPONDE ASUELO DOTACIONAL DE EQUIPAMIENTOS.,1260
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300078,URBANA,CALLE DE AMALTEA Nº 13,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,835.79
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300079,URBANA,CALLE DE AMALTEA Nº 11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,529.94
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300080,URBANA,CALLE DE AMALTEA Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARTE ES VÍA PÚBLICA EN EL PGOUM-97.,1571.1
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300081,URBANA,CALLE DE AMALTEA Nº 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1948.51
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300082,URBANA,CALLE DEL HIERRO Nº 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1998.15
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300083,URBANA,CALLE DEL HIERRO Nº 8-16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2201.85
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300084,URBANA,CALLE DE VALDEMORILLO Nº 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,650.62
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300085,URBANA,CALLE DEL TENIENTE CORONEL NOREÑA Nº 67,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1894.05
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300086,URBANA,PLAZA DE CASAR DE CÁCERES,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA BÁSICA DENOMINADA JUAN DE VERA (PISTA DE BALONCESTO).,2550
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300062,URBANA,CALLE DE LEONOR DE LA VEGA Nº 1-11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1022.14
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300063,URBANA,CALLE DEL ORIANA Nº 10,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4139.65
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300040,URBANA,CALLE DE TOLEDO Nº 177,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO, CON PROTECCIÓN NIVEL 3.",3267
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300041,URBANA,CALLE DE RICARDO DAMAS Nº 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4385.08
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300042,URBANA,CALLE DE MAZARREDO Nº 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1200
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300043,URBANA,CALLE DEL TENIENTE CORONEL NOREÑA Nº 26 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1625.76
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300044,URBANA,"CALLE DEL GENERAL LACY, Nº. 23 C/V CALLE BUSTAMANTE",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1350.26
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300045,URBANA,CALLE DE ARGANDA Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5336.95
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300046,URBANA,CALLE DEL CINZ Nº 1-3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1350
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300047,URBANA,CALLE DE LA CIRCONITA Nº 1-3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1350
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300048,URBANA,CALLE DE EMBAJADORES Nº 173,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4547.27
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300049,URBANA,CALLE DE MELILLA Nº 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,864
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300050,URBANA,"CALLE DE GRANITO, FRENTE AL Nº 32-36",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1092.34
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300051,URBANA,CALLE DE ARGANDA Nº 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7637
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300052,URBANA,CALLE DE MELILLA Nº 57-65,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1305
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300053,URBANA,CALLE DE MELILLA Nº 37-47,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1350
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300054,URBANA,CALLE DE TOLEDO Nº 151,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,443.43
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300055,URBANA,CALLE DE TOLEDO Nº 155,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3154.88
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300056,URBANA,TRAVESIA DE SAN ISIDORO DE SEVILLA Nº 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2390.54
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300057,URBANA,CALLE DE BOLÍVAR Nº 18B-D,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1077.2
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300058,URBANA,CALLE DE TOMÁS BRETÓN Nº 58,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2099
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300059,URBANA,CALLE DE BOLÍVAR Nº 24B-E,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2061.82
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300060,URBANA,CALLE DEL PLOMO Nº 5A,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,873.28
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,300038,URBANA,CALLE DE TOLEDO Nº 178,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3033
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,301046,URBANA,CALLE DEL CRISTO DEL CAMINO Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.,10608.66
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,301047,URBANA,CALLE DEL PÁRROCO EUSEBIO CUENCA Nº 13,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.,36633.96
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,301049,URBANA,CALLE DE ALEJANDRO SAINT AUBIN Nº 2 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,443
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,301050,URBANA,GLORIETA DE SAN VÍCTOR,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1312.35
Arganzuela,https://www.wikidata.org/wiki/Q2000929,ZONAS VERDES,PARQUES Y JARDINES,301112,URBANA,CALLE DE GARGANTILLA Nº 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO. EN EL INTERIOR DE SU PERÍMETRO SEENCUENTRAN UBICADAS UNA CASETA DE PERSONAL Y UN ALMACÉN DE HERRAMIENTAS.,28239
