COD_TIPO_DATO;TIPO_DATO;IDENTIFICADOR_MINT;COD_NDP;DIRECCION_COMPLETA;DIRECCION AUXILIAR;COD_VIAL;CLASE_VIAL;PARTICULAS_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;DÍA SEMANA;TURNO;HORA INICIO;HORA FINAL;DIRRECCIONHORA
;Punto Limpio Móvil;;;Calle  Príncipe de Vergara, 142 ;;;Calle;;Príncipe de Vergara;número;142;;;05;CHAMARTIN;442484,79;4477330,64;40.44464014;-3.678215136;JUEVES;TARDE;17:30;19:00;Calle  Príncipe de Vergara, 142  (JUEVES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Babilonia, 33 ;;;Calle;;Babilonia;número;33;;;21;BARAJAS;450420,08;4479808,83;40.46747627;-3.584841288;JUEVES;TARDE;19:15;20:45;Calle  Babilonia, 33  (JUEVES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Brescia, 2 Intersección con Calle Biarritz;Intersección con Calle Biarritz;;Calle;;Brescia;número;2;;;04;SALAMANCA;443651,03;4476418,00;40.43649844;-3.664382838;JUEVES;TARDE;19:15;20:45;Calle  Brescia, 2 Intersección con Calle Biarritz (JUEVES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Concha Espina, 14 ;;;Calle;;Concha Espina;número;14;;;05;CHAMARTIN;441753,11;4478129,02;40.45178134;-3.686915621;JUEVES;TARDE;19:15;20:45;Calle  Concha Espina, 14  (JUEVES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Fuente Carrantona, 41 ;;;Calle;;Fuente Carrantona;número;41;;;14;MORATALAZ;446443,54;4473270,54;40.40832878;-3.631194585;JUEVES;TARDE;19:15;20:45;Calle  Fuente Carrantona, 41  (JUEVES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Puentelarrá, 13 ;;;Calle;;Puentelarrá;número;13;;;18;VILLA DE VALLECAS;448281,15;4470386,89;40.38246707;-3.609304279;JUEVES;TARDE;19:15;20:45;Calle  Puentelarrá, 13  (JUEVES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Ruidera, 26 ;;;Calle;;Ruidera;número;26;;;13;PUENTE VALLECAS;442665,31;4470184,77;40.38027879;-3.675442596;JUEVES;TARDE;19:15;20:45;Calle  Ruidera, 26  (JUEVES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Avenida  Fermina Sevillano, 26 ;;;Avenida;;Fermina Sevillano;número;26;;;20;SAN BLAS-CANILLEJAS;451740,97;4477286,90;40.44483484;-3.56906922;VIERNES;MAÑANA;7:00;8:30;Avenida  Fermina Sevillano, 26  (VIERNES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Eugenia de Montijo, 99 ;;;Calle;;Eugenia de Montijo;número;99;;;11;CARABANCHEL;436250,91;4469582,53;40.37438754;-3.750942663;VIERNES;MAÑANA;7:00;8:30;Calle  Eugenia de Montijo, 99  (VIERNES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Gran Avenida, 31 ;;;Calle;;Gran Avenida;número;31;;;12;USERA;440045,72;4469024,45;40.36964168;-3.706191846;VIERNES;MAÑANA;7:00;8:30;Calle  Gran Avenida, 31  (VIERNES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Hacienda de Pavones, 220 ;;;Calle;;Hacienda de Pavones;número;220;;;14;MORATALAZ;445687,07;4472498,22;40.40132224;-3.640043602;VIERNES;MAÑANA;7:00;8:30;Calle  Hacienda de Pavones, 220  (VIERNES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Rafael Finat, 103 ;;;Calle;;Rafael Finat;número;103;;;10;LATINA;434421,94;4469758,87;40.37583416;-3.772503573;VIERNES;MAÑANA;7:00;8:30;Calle  Rafael Finat, 103  (VIERNES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Valdebernardo, 45 ;;;Calle;;Valdebernardo;número;45;;;14;MORATALAZ;446384,26;4472738,44;40.40353147;-3.631848368;VIERNES;MAÑANA;7:00;8:30;Calle  Valdebernardo, 45  (VIERNES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Avenida  Segunda,  Frente al número 5 aproximadamente;Frente al número 5 aproximadamente;;Avenida;;Segunda;;;;;20;SAN BLAS-CANILLEJAS;449598,47;4477580,64;40.44735399;-3.594355582;VIERNES;MAÑANA;8:45;10:15;Avenida  Segunda,  Frente al número 5 aproximadamente (VIERNES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  General Millan Astray, 20 ;;;Calle;;General Millan Astray;número;20;;;10;LATINA;434871,22;4470041,90;40.37841904;-3.767240468;VIERNES;MAÑANA;8:45;10:15;Calle  General Millan Astray, 20  (VIERNES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Hacienda de Pavones, 72 ;;;Calle;;Hacienda de Pavones;número;72;;;14;MORATALAZ;445169,27;4472738,84;40.40345595;-3.646165909;VIERNES;MAÑANA;8:45;10:15;Calle  Hacienda de Pavones, 72  (VIERNES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Parque de la Paloma, 32 ;;;Calle;;Parque de la Paloma;número;32;;;12;USERA;439336,43;4470025,17;40.37860534;-3.714641117;VIERNES;MAÑANA;8:45;10:15;Calle  Parque de la Paloma, 32  (VIERNES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Encomienda de Palacios, 360 ;;;Calle;;Encomienda de Palacios;número;360;;;14;MORATALAZ;446155,78;4472002,79;40.39688953;-3.634478572;VIERNES;MAÑANA;8:45;10:15;Calle  Encomienda de Palacios, 360  (VIERNES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Avenida  Monasterio de Silos,  Acera de los pares, frente al número 23;Acera de los pares, frente al número 23;;Avenida;;Monasterio de Silos;;;;;08;FUENCARRAL;440150,58;4483879,66;40.5034714;-3.706355909;VIERNES;MAÑANA;10:30;12:00;Avenida  Monasterio de Silos,  Acera de los pares, frente al número 23 (VIERNES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Avenida  Plaza de Toros, 3 ;;;Avenida;;Plaza de Toros;número;3;;;11;CARABANCHEL;437399,58;4470811,58;40.38554646;-3.73753348;VIERNES;MAÑANA;10:30;12:00;Avenida  Plaza de Toros, 3  (VIERNES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Antonio López, 246-248 ;;;Calle;;Antonio López;número;246-248;;;12;USERA;440926,94;4470378,91;40.38190628;-3.695938392;VIERNES;MAÑANA;10:30;12:00;Calle  Antonio López, 246-248  (VIERNES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Arturo Soria, 320 ;;;Calle;;Arturo Soria;número;320;;;15;CIUDAD LINEAL;443357,17;4481056,31;40.47826258;-3.668261241;VIERNES;MAÑANA;10:30;12:00;Calle  Arturo Soria, 320  (VIERNES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Camino de Vinateros, 108 ;;;Calle;;Camino de Vinateros;número;108;;;14;MORATALAZ;445107,48;4473267,68;40.40821598;-3.646939656;VIERNES;MAÑANA;10:30;12:00;Calle  Camino de Vinateros, 108  (VIERNES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Amparo Usera, 47 ;;;Calle;;Amparo Usera;número;47;;;12;USERA;440008,82;4470937,71;40.38687465;-3.706806586;VIERNES;MAÑANA;12:15;13:45;Calle  Amparo Usera, 47  (VIERNES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Avenida  Oporto, 96 ;;;Avenida;;Oporto;número;96;;;11;CARABANCHEL;438078,26;4470987,84;40.38718499;-3.729555278;VIERNES;MAÑANA;12:15;13:45;Avenida  Oporto, 96  (VIERNES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Torrelaguna, 66 ;;;Calle;;Torrelaguna;número;66;;;15;CIUDAD LINEAL;444284,28;4477775,95;40.44877423;-3.657036057;VIERNES;MAÑANA;12:15;13:45;Calle  Torrelaguna, 66  (VIERNES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Camino de Vinateros, 63 ;;;Calle;;Camino de Vinateros;número;63;;;14;MORATALAZ;444685,42;4473515,98;40.41042488;-3.651935154;VIERNES;MAÑANA;12:15;13:45;Calle  Camino de Vinateros, 63  (VIERNES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Antonio López, 9 ;;;Calle;;Antonio López;número;9;;;11;CARABANCHEL;439397,79;4472075,30;40.39707843;-3.714113341;VIERNES;TARDE;14:00;15:30;Calle  Antonio López, 9  (VIERNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Berrocal, 72 ;;;Calle;;Berrocal;número;72;;;17;VILLAVERDE;442647,27;4465842,89;40.34116319;-3.675264764;VIERNES;TARDE;14:00;15:30;Calle  Berrocal, 72  (VIERNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Camino de los Vinateros, 10-12 ;;;Calle;;Camino de los Vinateros;número;10-12;;;14;MORATALAZ;443962,20;4473544,21;40.41063083;-3.660460934;VIERNES;TARDE;14:00;15:30;Calle  Camino de los Vinateros, 10-12  (VIERNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Duquesa de Parcent, 96 ;;;Calle;;Duquesa de Parcent;número;96;;;10;LATINA;436326,92;4471971,48;40.39591401;-3.750286074;VIERNES;TARDE;14:00;15:30;Calle  Duquesa de Parcent, 96  (VIERNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  José del Hierro, 37 Intersección con Calle Rosalía Trujillo;Intersección con Calle Rosalía Trujillo;;Calle;;José del Hierro;número;37;;;15;CIUDAD LINEAL;445310,31;4476784,75;40.43991309;-3.64485179;VIERNES;TARDE;14:00;15:30;Calle  José del Hierro, 37 Intersección con Calle Rosalía Trujillo (VIERNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Leopoldo Alas Clarín,  Acera de los pares, frente al número 41;Acera de los pares, frente al número 41;;Calle;;Leopoldo Alas Clarín;;;;;08;FUENCARRAL;437856,75;4481403,31;40.48099503;-3.733183387;VIERNES;TARDE;14:00;15:30;Calle  Leopoldo Alas Clarín,  Acera de los pares, frente al número 41 (VIERNES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Avenida  Moratalaz, 39 ;;;Avenida;;Moratalaz;número;39;;;14;MORATALAZ;444112,81;4473200,76;40.40754695;-3.658655805;VIERNES;TARDE;15:45;17:15;Avenida  Moratalaz, 39  (VIERNES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Carmen de Burgos, 4 ;;;Calle;;Carmen de Burgos;número;4;;;17;VILLAVERDE;441841,64;4467654,27;40.35742549;-3.684914537;VIERNES;TARDE;15:45;17:15;Calle  Carmen de Burgos, 4  (VIERNES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Estafeta, 20 Frente al número 7;Frente al número 7;;Calle;;Estafeta;número;20;;;12;USERA;441213,67;4469426,02;40.37334237;-3.692472821;VIERNES;TARDE;17:30;19:00;Calle  Estafeta, 20 Frente al número 7 (VIERNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  María Teresa Sáenz de Heredia, 44 ;;;Calle;;María Teresa Sáenz de Heredia;número;44;;;15;CIUDAD LINEAL;444790,08;4475198,42;40.4255882;-3.650847751;VIERNES;TARDE;17:30;19:00;Calle  María Teresa Sáenz de Heredia, 44  (VIERNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Monforte de Lemos, 38 ;;;Calle;;Monforte de Lemos;número;38;;;08;FUENCARRAL;439866,37;4481101,21;40.47842163;-3.709446437;VIERNES;TARDE;17:30;19:00;Calle  Monforte de Lemos, 38  (VIERNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Santa Petronila,  Intersección con Calle José del Pino;Intersección con Calle José del Pino;;Calle;;Santa Petronila;;;;;17;VILLAVERDE;441210,83;4466913,96;40.35071212;-3.692274736;VIERNES;TARDE;17:30;19:00;Calle  Santa Petronila,  Intersección con Calle José del Pino (VIERNES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Avenida  El Ferrol, 6 ;;;Avenida;;El Ferrol;número;6;;;08;FUENCARRAL;440330,32;4480667,53;40.47454833;-3.703932363;VIERNES;TARDE;19:15;20:45;Avenida  El Ferrol, 6  (VIERNES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Coníferas, 10 ;;;Calle;;Coníferas;número;10;;;12;USERA;441027,29;4468717,44;40.36694595;-3.694602542;VIERNES;TARDE;19:15;20:45;Calle  Coníferas, 10  (VIERNES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Laguna Rodrigo, 7 ;;;Calle;;Laguna Rodrigo;número;7;;;17;VILLAVERDE;440014,09;4467024,04;40.35161857;-3.7063763;VIERNES;TARDE;19:15;20:45;Calle  Laguna Rodrigo, 7  (VIERNES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Tacona, 1 Intersección con Arroyo Fontarrón;Intersección con Arroyo Fontarrón;;Calle;;Tacona;número;1;;;14;MORATALAZ;445589,72;4471957,48;40.3964446;-3.641144577;VIERNES;TARDE;19:15;20:45;Calle  Tacona, 1 Intersección con Arroyo Fontarrón (VIERNES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Avenida  Institución Libre de Enseñanza, 158 ;;;Avenida;;Institución Libre de Enseñanza;número;158;;;15;CIUDAD LINEAL;446637,11;4475121,56;40.42501632;-3.629068666;VIERNES;TARDE;19:15;20:45;Avenida  Institución Libre de Enseñanza, 158  (VIERNES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Paseo  Ermita del Santo, 39 ;;;Paseo;;Ermita del Santo;número;39;;;10;LATINA;438534,79;4473134,22;40.40655438;-3.724384145;VIERNES;TARDE;19:15;20:45;Paseo  Ermita del Santo, 39  (VIERNES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Avenida  Osa Mayor, 23 ;;;Avenida;;Osa Mayor;número;23;;;09;MONCLOA-ARAVACA;433960,10;4479063,34;40.4596153;-3.778909594;SABADO;MAÑANA;7:00;8:30;Avenida  Osa Mayor, 23  (SABADO MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Tampico, 79 ;;;Calle;;Tampico;número;79;;;20;SAN BLAS-CANILLEJAS;446094,48;4477316,37;40.44475344;-3.635651261;SABADO;MAÑANA;7:00;8:30;Calle  Tampico, 79  (SABADO MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Plaza  Chamberí, 4 ;;;Plaza;;Chamberí;número;4;;;07;CHAMBERI;440871,32;4476057,92;40.43306165;-3.697121262;SABADO;MAÑANA;7:00;8:30;Plaza  Chamberí, 4  (SABADO MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Avenida  Prunos, 44 Intersección con Avenida Arroyo del Santo;Intersección con Avenida Arroyo del Santo;;Avenida;;Prunos;número;44;;;16;HORTALEZA;447250,82;4478174,33;40.45255663;-3.622087825;SABADO;MAÑANA;8:45;10:15;Avenida  Prunos, 44 Intersección con Avenida Arroyo del Santo (SABADO MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Antonio Machado, 12 IDM Ciudad de los Poetas;IDM Ciudad de los Poetas;;Calle;;Antonio Machado;número;12;;;09;MONCLOA-ARAVACA;439027,38;4479726,98;40.46598087;-3.71921181;SABADO;MAÑANA;8:45;10:15;Calle  Antonio Machado, 12 IDM Ciudad de los Poetas (SABADO MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Boltaña, 20 ;;;Calle;;Boltaña;número;20;;;20;SAN BLAS-CANILLEJAS;447977,19;4477307,56;40.44479404;-3.613450944;SABADO;MAÑANA;8:45;10:15;Calle  Boltaña, 20  (SABADO MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Santa Engracia, 126 ;;;Calle;;Santa Engracia;número;126;;;07;CHAMBERI;440516,66;4477005,22;40.44157;-3.701391;SABADO;MAÑANA;8:45;10:15;Calle  Santa Engracia, 126  (SABADO MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Plaza  Legazpi, 5 Intersección con Paseo del Molino;Intersección con Paseo del Molino;;Plaza;;Legazpi;número;5;;;02;ARGANZUELA;441030,60;4471362,47;40.3907741;-3.694808258;SABADO;MAÑANA;8:45;10:15;Plaza  Legazpi, 5 Intersección con Paseo del Molino (SABADO MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Bravo Murillo, 41 ;;;Calle;;Bravo Murillo;número;41;;;07;CHAMBERI;440186,51;4476585,12;40.43776198;-3.705244148;SABADO;MAÑANA;10:30;12:00;Calle  Bravo Murillo, 41  (SABADO MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Cuevas de la Almanzora, 18 ;;;Calle;;Cuevas de la Almanzora;número;18;;;16;HORTALEZA;444128,94;4480874,57;40.47667771;-3.659140563;SABADO;MAÑANA;10:30;12:00;Calle  Cuevas de la Almanzora, 18  (SABADO MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Paseo  Santa María de la Cabeza, 64 ;;;Paseo;;Santa María de la Cabeza;número;64;;;02;ARGANZUELA;440610,31;4472447,21;40.40051605;-3.699861192;SABADO;MAÑANA;10:30;12:00;Paseo  Santa María de la Cabeza, 64  (SABADO MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Plaza  Mayor, 29-30 Salida Calle Ciudad Rodrigo;Salida Calle Ciudad Rodrigo;;Plaza;;Mayor;número;29-30;;;01;CENTRO;440026,35;4474142,61;40.41574723;-3.706902053;SABADO;MAÑANA;10:30;12:00;Plaza  Mayor, 29-30 Salida Calle Ciudad Rodrigo (SABADO MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Avenida  Francisco Pi y Margall, 72 ;;;Avenida;;Francisco Pi y Margall;número;72;;;16;HORTALEZA;444145,15;4482435,53;40.49074059;-3.659086913;SABADO;MAÑANA;12:15;13:45;Avenida  Francisco Pi y Margall, 72  (SABADO MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Avenida  San Diego, 111 ;;;Avenida;;San Diego;número;111;;;13;PUENTE VALLECAS;443629,46;4470440,95;40.38265243;-3.664107653;SABADO;MAÑANA;12:15;13:45;Avenida  San Diego, 111  (SABADO MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Paseo  Delicias, 24 ;;;Paseo;;Delicias;número;24;;;02;ARGANZUELA;441144,57;4472990,16;40.4054452;-3.693616009;SABADO;MAÑANA;12:15;13:45;Paseo  Delicias, 24  (SABADO MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Paseo  San Francisco de Sales, 36 ;;;Paseo;;San Francisco de Sales;número;36;;;07;CHAMBERI;439515,93;4477071,54;40.44209537;-3.713196475;SABADO;MAÑANA;12:15;13:45;Paseo  San Francisco de Sales, 36  (SABADO MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Bravo Murillo, 92 ;;;Calle;;Bravo Murillo;número;92;;;07;CHAMBERI;440317,12;4477482,65;40.4458567;-3.703788592;SABADO;TARDE;14:00;15:30;Calle  Bravo Murillo, 92  (SABADO TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  La Mancha, 2 ;;;Calle;;La Mancha;número;2;;;13;PUENTE VALLECAS;443184,26;4470315,25;40.38148977;-3.669341034;SABADO;TARDE;14:00;15:30;Calle  La Mancha, 2  (SABADO TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Avenida  Niceto Alcalá Zamora, 78 Intersección con Vicente Blasco Ibañez;Intersección con Vicente Blasco Ibañez;;Avenida;;Niceto Alcalá Zamora;número;78;;;16;HORTALEZA;444716,97;4483076,55;40.4965535;-3.652395738;SABADO;TARDE;14:00;15:30;Avenida  Niceto Alcalá Zamora, 78 Intersección con Vicente Blasco Ibañez (SABADO TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Paseo  Delicias, 122 ;;;Paseo;;Delicias;número;122;;;02;ARGANZUELA;441031,38;4471817,71;40.39487516;-3.694841268;SABADO;TARDE;14:00;15:30;Paseo  Delicias, 122  (SABADO TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Plaza  Cebada, 5-7 ;;;Plaza;;Cebada;número;5-7;;;01;CENTRO;439790,02;4473664,08;40.41141936;-3.709642084;SABADO;TARDE;14:00;15:30;Plaza  Cebada, 5-7  (SABADO TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Avenida  Pablo Neruda, 89 ;;;Avenida;;Pablo Neruda;número;89;;;13;PUENTE VALLECAS;443966,93;4470271,88;40.38115207;-3.660117241;SABADO;TARDE;15:45;17:15;Avenida  Pablo Neruda, 89  (SABADO TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Bravo Murillo, 8 ;;;Calle;;Bravo Murillo;número;8;;;07;CHAMBERI;440268,33;4476210,98;40.43439746;-3.704244286;SABADO;TARDE;15:45;17:15;Calle  Bravo Murillo, 8  (SABADO TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Paseo  Chopera, 12 ;;;Paseo;;Chopera;número;12;;;02;ARGANZUELA;440756,12;4471631,64;40.39317945;-3.698067172;SABADO;TARDE;15:45;17:15;Paseo  Chopera, 12  (SABADO TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Arapiles, 21 Intersección con Calle Vallehermoso;Intersección con Calle Vallehermoso;;Calle;;Arapiles;número;21;;;07;CHAMBERI;439904,28;4476035,91;40.43279411;-3.708519655;SABADO;TARDE;17:30;19:00;Calle  Arapiles, 21 Intersección con Calle Vallehermoso (SABADO TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Avenida  Rafael Alberti, 34 ;;;Avenida;;Rafael Alberti;número;34;;;13;PUENTE VALLECAS;445452,36;4470656,43;40.3847149;-3.642651544;SABADO;TARDE;17:30;19:00;Avenida  Rafael Alberti, 34  (SABADO TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Camino  Viejo de Burgos, 24 ;;;Camino;;Viejo de Burgos;número;24;;;16;HORTALEZA;446488,70;4481435,19;40.48188344;-3.63135024;SABADO;TARDE;17:30;19:00;Camino  Viejo de Burgos, 24  (SABADO TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Paseo  Juan Antonio Vallejo-Nájera Botas,  Intersección con Plaza Ortega y Munilla, detrás de la entrada a la estación de Cercanías de Pirámides;Intersección con Plaza Ortega y Munilla, detrás de la entrada a la estación de Cercanías de Pirámides;;Paseo;;Juan Antonio Vallejo-Nájera Botas;;;;;02;ARGANZUELA;439635,23;4472715,18;40.40285996;-3.711376364;SABADO;TARDE;17:30;19:00;Paseo  Juan Antonio Vallejo-Nájera Botas,  Intersección con Plaza Ortega y Munilla, detrás de la entrada a la estación de Cercanías de Pirámides (SABADO TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Avenida  Virgen del Carmen,  Acera impares, frente al número 84;Acera impares, frente al número 84;;Avenida;;Virgen del Carmen;;;;;16;HORTALEZA;445107,14;4480737,23;40.47550565;-3.647589094;SABADO;TARDE;19:15;20:45;Avenida  Virgen del Carmen,  Acera impares, frente al número 84 (SABADO TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Fernández de los Ríos, 62 ;;;Calle;;Fernández de los Ríos;;62;;;07;CHAMBERI;439625,55;4476321,63;40.43534781;-3.711832755;SABADO;TARDE;19:15;20:45;Calle  Fernández de los Ríos, 62  (SABADO TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Plaza  Francisco Morano, 3 En la rotonda entre las salidas de Paseo Imperial y Paseo de los Pontones;En la rotonda entre las salidas de Paseo Imperial y Paseo de los Pontones;;Plaza;;Francisco Morano;número;3;;;02;ARGANZUELA;439221,37;4472922,62;40.4046986;-3.716273022;SABADO;TARDE;19:15;20:45;Plaza  Francisco Morano, 3 En la rotonda entre las salidas de Paseo Imperial y Paseo de los Pontones (SABADO TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Federico Mompou, 4 Edificio Telecinco;Edificio Telecinco;;Calle;;Federico Mompou;;4;;;08;FUENCARRAL;442484,39;4484676,35;40.5108133512341;-3.67888605764082;MARTES;MAÑANA;7:00;8:30;Calle  Federico Mompou, 4 Edificio Telecinco (MARTES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Ronda  Ronda de la Comunicación, 2 Edificio Telefonica;Edificio Telefonica;;Ronda;;Ronda de la Comunicación;;2;;;08;FUENCARRAL;443723,05;4485009,33;40.5138979304183;-3.66429606720972;MARTES;MAÑANA;8:45;10:15;Ronda  Ronda de la Comunicación, 2 Edificio Telefonica (MARTES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Abetal, 3-5 Edificio BBVA;Edificio BBVA;;Calle;;Abetal;;3-5;;;08;FUENCARRAL;443856,16;4483545,97;40.5007244095852;-3.66259517914358;MARTES;MAÑANA;10:30;12:00;Calle  Abetal, 3-5 Edificio BBVA (MARTES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Avenida  Avda. Monforte de Lemos, 1 Cuatro Torres;Cuatro Torres;;Avenida;;Avda. Monforte de Lemos;;1;;;08;FUENCARRAL;441706,39;4480710,18;40.4750302638568;-3.68770369754848;MARTES;MAÑANA;12:15;13:45;Avenida  Avda. Monforte de Lemos, 1 Cuatro Torres (MARTES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;calle  Mauricio Legendre, 5 ;;;calle;;Mauricio Legendre;;5;;;05;CHAMARTIN;441764,30;4480066,56;40.4692363293796;-3.68696147683308;MARTES;TARDE;14:00;15:30;calle  Mauricio Legendre, 5  (MARTES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;calle  Orense, 2 Azca;Azca;;calle;;Orense;;2;;;06;TETUAN;441035,06;4477589,81;40.4468732750801;-3.52989542448213;MARTES;TARDE;15:45;17:15;calle  Orense, 2 Azca (MARTES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;calle  Agustín de Betancourt, 1 Ministerio;Ministerio;;calle;;Agustín de Betancourt;;1;;;07;CHAMBERI;441053,61;4477057,00;40.4420748012669;-3.6950649134365;MARTES;TARDE;17:30;19:00;calle  Agustín de Betancourt, 1 Ministerio (MARTES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;calle  Montalbán, 7-9 Edificio Ayuntamiento de Madrid;Edificio Ayuntamiento de Madrid;;calle;;Montalbán;;7-9;;;03;RETIRO;441449,91;4474405,04;40.4182126836302;-3.69014800469709;MARTES;MAÑANA;8:45;10:15;calle  Montalbán, 7-9 Edificio Ayuntamiento de Madrid (MARTES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;calle  Méndez Álvaro, 1 Puerta de Atocha;Puerta de Atocha;;calle;;Méndez Álvaro;;1;;;02;ARGANZUELA;441255,97;4473136,22;40.4067688513445;-3.69231672404241;MARTES;MAÑANA;10:30;12:00;calle  Méndez Álvaro, 1 Puerta de Atocha (MARTES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;calle  Cerro de la Plata, 3 EMT;EMT;;calle;;Cerro de la Plata;;3;;;02;ARGANZUELA;442752,58;4472399,10;40.4002327303121;-3.6746135863849;MARTES;MAÑANA;12:15;13:45;calle  Cerro de la Plata, 3 EMT (MARTES MAÑANA 12:15- 13:45)
