COD_VIA,VIA_CLASE,URI,VIA_PAR,VIA_NOMBRE,VIA_NOMBRE_ACENTOS,DISTRITO
31000118,PLAZA,PLAZADELALCALDE MORENO TORRES,DEL,ALCALDE MORENO TORRES,ALCALDE MORENO TORRES,16
31000560,CALLE,CALLEDEALCALDE PEDRO ESCARBASSIERE,DE,ALCALDE PEDRO ESCARBASSIERE,ALCALDE PEDRO ESCARBASSIERE,19
31001812,CALLE,CALLEDELALCALDE PEDRO GUTIERREZ,DEL,ALCALDE PEDRO GUTIERREZ,ALCALDE PEDRO GUTIÉRREZ,19
31000122,CALLE,CALLEDELALCALDE REDONDO ACEÑA,DEL,ALCALDE REDONDO ACEÑA,ALCALDE REDONDO ACEÑA,16
19300,CALLE,CALLEDELALCALDE SAINZ DE BARANDA,DEL,ALCALDE SAINZ DE BARANDA,ALCALDE SAINZ DE BARANDA,3
19300,CALLE,CALLEDELALCALDE SAINZ DE BARANDA,DEL,ALCALDE SAINZ DE BARANDA,ALCALDE SAINZ DE BARANDA,3
19300,CALLE,CALLEDELALCALDE SAINZ DE BARANDA,DEL,ALCALDE SAINZ DE BARANDA,ALCALDE SAINZ DE BARANDA,3
19300,CALLE,CALLEDELALCALDE SAINZ DE BARANDA,DEL,ALCALDE SAINZ DE BARANDA,ALCALDE SAINZ DE BARANDA,4
19301,CALLE,CALLEDE LAALCANCIA,DE LA,ALCANCIA,ALCANCÍA,9
19400,CALLE,CALLEDEALCANTARA,DE,ALCANTARA,ALCÁNTARA,4
19400,CALLE,CALLEDEALCANTARA,DE,ALCANTARA,ALCÁNTARA,4
19500,CALLE,CALLEDEALCAÑICES,DE,ALCAÑICES,ALCAÑICES,20
19600,CALLE,CALLEDEALCAÑIZ,DE,ALCAÑIZ,ALCAÑIZ,21
19600,CALLE,CALLEDEALCAÑIZ,DE,ALCAÑIZ,ALCAÑIZ,21
19700,CALLE,CALLEDELALCARAVAN,DEL,ALCARAVAN,ALCARAVÁN,10
19800,CALLE,CALLEDEALCARAZ,DE,ALCARAZ,ALCARAZ,16
19900,CALLE,CALLEDE LAALCARRIA,DE LA,ALCARRIA,ALCARRIA,17
20000,CALLE,CALLEDELALCATRAZ,DEL,ALCATRAZ,ALCATRAZ,11
20100,PLAZA,PLAZADEALCAUDETE,DE,ALCAUDETE,ALCAUDETE,16
20200,CALLE,CALLEDELALCAUDON,DEL,ALCAUDON,ALCAUDÓN,11
20250,CALLE,CALLEDE LAALCAZABA,DE LA,ALCAZABA,ALCAZABA,12
20300,CALLE,CALLEDEALCAZAR DE SAN JUAN,DE,ALCAZAR DE SAN JUAN,ALCÁZAR DE SAN JUAN,10
759800,CALLE,CALLEDEALCION,DE,ALCION,ALCIÓN,11
20400,PLAZA,PLAZADEALCIRA,DE,ALCIRA,ALCIRA,9
20500,CALLE,CALLEDEALCOBENDAS,DE,ALCOBENDAS,ALCOBENDAS,16
20450,CAMINO,CAMINODEALCOBENDAS,DE,ALCOBENDAS,ALCOBENDAS,8
905567,CARRETERA,CARRETERADEALCOBENDAS,DE,ALCOBENDAS,ALCOBENDAS,8
20700,CARRETERA,CARRETERADEALCOBENDAS A BARAJAS,DE,ALCOBENDAS A BARAJAS,ALCOBENDAS A BARAJAS,21
20700,CARRETERA,CARRETERADEALCOBENDAS A BARAJAS,DE,ALCOBENDAS A BARAJAS,ALCOBENDAS A BARAJAS,21
20800,CALLE,CALLEDEALCOCER,DE,ALCOCER,ALCOCER,17
20800,CALLE,CALLEDEALCOCER,DE,ALCOCER,ALCOCER,17
20900,CALLE,CALLEDEALCOLEA,DE,ALCOLEA,ALCOLEA,6
21000,CALLE,CALLEDEALCONERA,DE,ALCONERA,ALCONERA,20
21000,CALLE,CALLEDEALCONERA,DE,ALCONERA,ALCONERA,20
21200,CALLE,CALLEDEALCORES,DE,ALCORES,ALCORES,13
21250,CALLE,CALLEDEALCORISA,DE,ALCORISA,ALCORISA,16
711,CALLE,CALLEDELALCORNOQUE,DEL,ALCORNOQUE,ALCORNOQUE,9
21800,CALLE,CALLEDEALDAPA,DE,ALDAPA,ALDAPA,11
21900,CALLE,CALLEDEALDAYA,DE,ALDAYA,ALDAYA,16
22000,CALLE,CALLEDEALDEA DEL FRESNO,DE,ALDEA DEL FRESNO,ALDEA DEL FRESNO,2
31001635,CALLE,CALLEDEALDEA REAL,DE,ALDEA REAL,ALDEA REAL,9
22250,CALLE,CALLEDEALDEANUEVA DE LA VERA,DE,ALDEANUEVA DE LA VERA,ALDEANUEVA DE LA VERA,10
22300,CALLE,CALLEDEALDEBARAN,DE,ALDEBARAN,ALDEBARÁN,9
1428,CALLE,CALLEDEALDONZA LORENZO,DE,ALDONZA LORENZO,ALDONZA LORENZO,8
22500,CALLE,CALLEDE LAALEGRIA,DE LA,ALEGRIA,ALEGRÍA,11
22800,CALLE,CALLEDEALEGRIA DE ORIA,DE,ALEGRIA DE ORIA,ALEGRÍA DE ORIA,20
22900,CALLE,CALLEDEALEIXANDRE,DE,ALEIXANDRE,ALEIXANDRE,15
23100,CALLE,CALLEDEALEJANDRINA MORAN,DE,ALEJANDRINA MORAN,ALEJANDRINA MORÁN,10
23150,CALLE,CALLEDEALEJANDRO CASONA,DE,ALEJANDRO CASONA,ALEJANDRO CASONA,8
23200,CALLE,CALLEDEALEJANDRO CHACON,DE,ALEJANDRO CHACON,ALEJANDRO CHACÓN,15
31001895,AVENIDA,AVENIDADEALEJANDRO DE LA SOTA,DE,ALEJANDRO DE LA SOTA,ALEJANDRO DE LA SOTA,16
31001895,AVENIDA,AVENIDADEALEJANDRO DE LA SOTA,DE,ALEJANDRO DE LA SOTA,ALEJANDRO DE LA SOTA,21
31001895,AVENIDA,AVENIDADEALEJANDRO DE LA SOTA,DE,ALEJANDRO DE LA SOTA,ALEJANDRO DE LA SOTA,21
23300,CALLE,CALLEDEALEJANDRO DUMAS,DE,ALEJANDRO DUMAS,ALEJANDRO DUMAS,2
23400,CALLE,CALLEDEALEJANDRO FERRANT,DE,ALEJANDRO FERRANT,ALEJANDRO FERRANT,2
23600,CALLE,CALLEDEALEJANDRO GONZALEZ,DE,ALEJANDRO GONZALEZ,ALEJANDRO GONZÁLEZ,4
31000645,CALLE,CALLEDEALEJANDRO HUMBOLT,DE,ALEJANDRO HUMBOLT,ALEJANDRO HUMBOLT,18
23700,CALLE,CALLEDEALEJANDRO MORAN,DE,ALEJANDRO MORAN,ALEJANDRO MORÁN,11
31000856,CALLE,CALLEDEALEJANDRO NAVARRO,DE,ALEJANDRO NAVARRO,ALEJANDRO NAVARRO,10
23900,CALLE,CALLEDEALEJANDRO RODRIGUEZ,DE,ALEJANDRO RODRIGUEZ,ALEJANDRO RODRÍGUEZ,6
24000,CALLE,CALLEDEALEJANDRO SAINT AUBIN,DE,ALEJANDRO SAINT AUBIN,ALEJANDRO SAINT AUBIN,2
24200,CALLE,CALLEDEALEJANDRO SANCHEZ,DE,ALEJANDRO SANCHEZ,ALEJANDRO SÁNCHEZ,11
24400,CALLE,CALLEDEALEJANDRO VILLEGAS,DE,ALEJANDRO VILLEGAS,ALEJANDRO VILLEGAS,16
24500,CALLE,CALLEDEALEMANIA,DE,ALEMANIA,ALEMANIA,6
24600,CALLE,CALLEDEALENZA,DE,ALENZA,ALENZA,7
1029,CALLE,CALLEDELALERCE,DEL,ALERCE,ALERCE,12
24700,CALLE,CALLEDEALESANCO,DE,ALESANCO,ALESANCO,9
2859,CALLE,CALLEALFA,,ALFA,ALFA,21
24900,CALLE,CALLEDEALFACAR,DE,ALFACAR,ALFACAR,16
25100,CALLE,CALLEDE LAALFALFA,DE LA,ALFALFA,ALFALFA,6
25200,CALLE,CALLEDEALFAMBRA,DE,ALFAMBRA,ALFAMBRA,5
25400,CALLE,CALLEDELALFAR,DEL,ALFAR,ALFAR,9
177101,CALLE,CALLEDE LAALFARERIA,DE LA,ALFARERIA,ALFARERÍA,9
25600,CALLE,CALLEDE LOSALFAREROS,DE LOS,ALFAREROS,ALFAREROS,20
25650,CALLE,CALLEDEALFARNATE,DE,ALFARNATE,ALFARNATE,13
25700,CALLE,CALLEDEALFARO,DE,ALFARO,ALFARO,11
26000,CALLE,CALLEDELALFEREZ JUAN USERA,DEL,ALFEREZ JUAN USERA,ALFÉREZ JUAN USERA,11
26300,CALLE,CALLEDEALFONSO CEA,DE,ALFONSO CEA,ALFONSO CEA,10
26400,CALLE,CALLEDEALFONSO FERNANDEZ,DE,ALFONSO FERNANDEZ,ALFONSO FERNÁNDEZ,11
26500,CALLE,CALLEDEALFONSO FERNANDEZ CLAUSELLS,DE,ALFONSO FERNANDEZ CLAUSELLS,ALFONSO FERNÁNDEZ CLAUSELLS,9
26600,CALLE,CALLEDEALFONSO GOMEZ,DE,ALFONSO GOMEZ,ALFONSO GÓMEZ,20
26700,CALLE,CALLEDEALFONSO MARTINEZ CONDE,DE,ALFONSO MARTINEZ CONDE,ALFONSO MARTÍNEZ CONDE,11
2011,CALLE,CALLEDEALFONSO PASO,DE,ALFONSO PASO,ALFONSO PASO,15
26960,AVENIDA,AVENIDADEALFONSO PEÑA BOEUF,DE,ALFONSO PEÑA BOEUF,ALFONSO PEÑA BOEUF,20
26990,CALLE,CALLEDEALFONSO RODRIGUEZ CASTELAO,DE,ALFONSO RODRIGUEZ CASTELAO,ALFONSO RODRÍGUEZ CASTELAO,8
27010,CALLE,CALLEDEALFONSO RODRIGUEZ SANTAMARIA,DE,ALFONSO RODRIGUEZ SANTAMARIA,ALFONSO RODRÍGUEZ SANTAMARÍA,5
27200,CALLE,CALLEDEALFONSO VI,DE,ALFONSO VI,ALFONSO VI,1
300900,CALLE,CALLEDEALFONSO VIII,DE,ALFONSO VIII,ALFONSO VIII,5
27300,CALLE,CALLEDEALFONSO X,DE,ALFONSO X,ALFONSO X,7
27400,CALLE,CALLEDEALFONSO XI,DE,ALFONSO XI,ALFONSO XI,3
27500,CALLE,CALLEDEALFONSO XII,DE,ALFONSO XII,ALFONSO XII,3
27700,AVENIDA,AVENIDADEALFONSO XIII,DE,ALFONSO XIII,ALFONSO XIII,5
27700,AVENIDA,AVENIDADEALFONSO XIII,DE,ALFONSO XIII,ALFONSO XIII,5
27700,AVENIDA,AVENIDADEALFONSO XIII,DE,ALFONSO XIII,ALFONSO XIII,5
27600,CALLE,CALLEDEALFONSO XIII,DE,ALFONSO XIII,ALFONSO XIII,13
27800,CALLE,CALLEDEALFREDO ALEIX,DE,ALFREDO ALEIX,ALFREDO ALEIX,11
953,CALLE,CALLEDEALFREDO BRAÑAS,DE,ALFREDO BRAÑAS,ALFREDO BRAÑAS,14
28000,CALLE,CALLEDEALFREDO CASTRO CAMBA,DE,ALFREDO CASTRO CAMBA,ALFREDO CASTRO CAMBA,13
31004594,CALLE,CALLEDEALFREDO DI STEFANO,DE,ALFREDO DI STEFANO,ALFREDO DI STÉFANO,16
28025,PLAZA,PLAZADEALFREDO MAHOU,DE,ALFREDO MAHOU,ALFREDO MAHOU,4
28050,CALLE,CALLEDEALFREDO MARQUERIE,DE,ALFREDO MARQUERIE,ALFREDO MARQUERÍE,8
28100,CALLE,CALLEDEALGABA,DE,ALGABA,ALGABA,11
28360,CALLE,CALLEDELALGARROBO,DEL,ALGARROBO,ALGARROBO,8
28400,CALLE,CALLEDEALGECIRAS,DE,ALGECIRAS,ALGECIRAS,1
28500,CALLE,CALLEDEALGEMESI,DE,ALGEMESI,ALGEMESÍ,21
28500,CALLE,CALLEDEALGEMESI,DE,ALGEMESI,ALGEMESÍ,21
28650,CALLE,CALLEDEALGENIB,DE,ALGENIB,ALGENIB,9
28700,CALLE,CALLEDEALGETE,DE,ALGETE,ALGETE,2
28700,CALLE,CALLEDEALGETE,DE,ALGETE,ALGETE,2
28800,CALLE,CALLEDELALGODON,DEL,ALGODON,ALGODÓN,20
28900,CALLE,CALLEDE LOSALGODONALES,DE LOS,ALGODONALES,ALGODONALES,6
29000,CALLE,CALLEDEALGODRE,DE,ALGODRE,ALGODRE,11
29000,CALLE,CALLEDEALGODRE,DE,ALGODRE,ALGODRE,11
29300,CALLE,CALLEDEALGORTA,DE,ALGORTA,ALGORTA,11
1790,GLORIETA,GLORIETADEALHABIA,DE,ALHABIA,ALHABIA,21
1790,GLORIETA,GLORIETADEALHABIA,DE,ALHABIA,ALHABIA,21
1909,PLAZA,PLAZADEALHAMA DE ALMERIA,DE,ALHAMA DE ALMERIA,ALHAMA DE ALMERÍA,16
29650,CALLE,CALLEDE LAALHAMBRA,DE LA,ALHAMBRA,ALHAMBRA,10
29650,CALLE,CALLEDE LAALHAMBRA,DE LA,ALHAMBRA,ALHAMBRA,10
1155,CALLE,CALLEDEALHAURIN,DE,ALHAURIN,ALHAURÍN,21
29800,AVENIDA,AVENIDADE LOSALHELIES,DE LOS,ALHELIES,ALHELÍES,5
24450,CALLE,CALLEDEALHENA,DE,ALHENA,ALHENA,9
29830,CALLE,CALLEDE LAALHONDIGA,DE LA,ALHONDIGA,ALHÓNDIGA,21
29850,CALLE,CALLEDEALIAGA,DE,ALIAGA,ALIAGA,20
998,CALLE,CALLEDE LAALIANZA,DE LA,ALIANZA,ALIANZA,17
29900,CALLE,CALLEDEALICANTE,DE,ALICANTE,ALICANTE,2
30000,CALLE,CALLEDEALICIA BAENA,DE,ALICIA BAENA,ALICIA BAENA,8
1907,CALLE,CALLEDEALICUN,DE,ALICUN,ALICÚN,16
30200,CALLE,CALLEDELALIGUSTRE,DEL,ALIGUSTRE,ALIGUSTRE,6
30300,CALLE,CALLEDEALISEDA,DE,ALISEDA,ALISEDA,11
30350,CALLE,CALLEDE LOSALISIOS,DE LOS,ALISIOS,ALISIOS,21
30400,CALLE,CALLEDEALJARAFE,DE,ALJARAFE,ALJARAFE,13
1719,CALLE,CALLEDEALLAMANDA,DE,ALLAMANDA,ALLAMANDA,11
30600,CALLE,CALLEDEALLARIZ,DE,ALLARIZ,ALLARIZ,11
30700,CALLE,CALLEDEALLENDE,DE,ALLENDE,ALLENDE,10
30800,CALLE,CALLEDEALLENDESALAZAR,DE,ALLENDESALAZAR,ALLENDESALAZAR,15
31000,PLAZA,PLAZADEALLOZ,DE,ALLOZ,ALLOZ,11
31300,CALLE,CALLEDEALMADEN,DE,ALMADEN,ALMADÉN,1
31400,CALLE,CALLEDEALMAGRO,DE,ALMAGRO,ALMAGRO,7
31500,CALLE,CALLEDELALMANAQUE,DEL,ALMANAQUE,ALMANAQUE,20
31600,CALLE,CALLEDEALMANSA,DE,ALMANSA,ALMANSA,6
31600,CALLE,CALLEDEALMANSA,DE,ALMANSA,ALMANSA,9
31700,CALLE,CALLEDELALMANZORA,DEL,ALMANZORA,ALMANZORA,9
31750,CALLE,CALLEDEALMARZA,DE,ALMARZA,ALMARZA,16
31800,CALLE,CALLEDEALMAZAN,DE,ALMAZAN,ALMAZÁN,10
31900,CALLE,CALLEDE LAALMAZARA,DE LA,ALMAZARA,ALMAZARA,20
32000,CALLE,CALLEDEALMEDINA,DE,ALMEDINA,ALMEDINA,11
1142,CAMINO,CAMINODE LAALMENARA,DE LA,ALMENARA,ALMENARA,8
1142,CAMINO,CAMINODE LAALMENARA,DE LA,ALMENARA,ALMENARA,8
32200,CALLE,CALLEDE LASALMENAS,DE LAS,ALMENAS,ALMENAS,8
32300,CALLE,CALLEDEALMENDRALEJO,DE,ALMENDRALEJO,ALMENDRALEJO,11
32500,CALLE,CALLEDE LOSALMENDRALES,DE LOS,ALMENDRALES,ALMENDRALES,12
32500,CALLE,CALLEDE LOSALMENDRALES,DE LOS,ALMENDRALES,ALMENDRALES,12
32500,CALLE,CALLEDE LOSALMENDRALES,DE LOS,ALMENDRALES,ALMENDRALES,12
31000044,GLORIETA,GLORIETADE LAALMENDRERA,DE LA,ALMENDRERA,ALMENDRERA,21
32600,CALLE,CALLEDELALMENDRO,DEL,ALMENDRO,ALMENDRO,1
32900,CALLE,CALLEDEALMERIA,DE,ALMERIA,ALMERÍA,4
872,CALLE,CALLEDELALMEZ,DEL,ALMEZ,ALMEZ,2
33000,CALLE,CALLEDELALMIRANTE,DEL,ALMIRANTE,ALMIRANTE,1
33100,CALLE,CALLEDELALMIRANTE REQUESENS,DEL,ALMIRANTE REQUESENS,ALMIRANTE REQUESENS,10
33300,PLAZA,PLAZADEALMODOVAR,DE,ALMODOVAR,ALMODÓVAR,11
33350,CALLE,CALLEDEALMOGIA,DE,ALMOGIA,ALMOGÍA,13
33500,CALLE,CALLEDEALMONACID,DE,ALMONACID,ALMONACID,13
2256,CALLE,CALLEDEALMONTE,DE,ALMONTE,ALMONTE,18
33600,CALLE,CALLEDEALMORADI,DE,ALMORADI,ALMORADÍ,11
33700,CALLE,CALLEDEALMOROX,DE,ALMOROX,ALMOROX,9
33800,CALLE,CALLEDE LASALMORTAS,DE LAS,ALMORTAS,ALMORTAS,6
34100,CALLE,CALLEDE LAALMUDENA,DE LA,ALMUDENA,ALMUDENA,1
34300,PLAZA,PLAZADEALMUÑECAR,DE,ALMUÑECAR,ALMUÑÉCAR,9
34400,CALLE,CALLEDEALMURADIEL,DE,ALMURADIEL,ALMURADIEL,13
31001794,CALLE,CALLEDELALOE VERA,DEL,ALOE VERA,ÁLOE VERA,19
34500,CALLE,CALLEDE LAALONDRA,DE LA,ALONDRA,ALONDRA,11
34700,CALLE,CALLEDEALONSO CANO,DE,ALONSO CANO,ALONSO CANO,7
34700,CALLE,CALLEDEALONSO CANO,DE,ALONSO CANO,ALONSO CANO,7
34800,CALLE,CALLEDEALONSO CARBONELL,DE,ALONSO CARBONELL,ALONSO CARBONELL,2
35000,CALLE,CALLEDEALONSO CASTRILLO,DE,ALONSO CASTRILLO,ALONSO CASTRILLO,6
962,CALLE,CALLEDEALONSO DE CONTRERAS,DE,ALONSO DE CONTRERAS,ALONSO DE CONTRERAS,20
34600,CALLE,CALLEDEALONSO DEL BARCO,DE,ALONSO DEL BARCO,ALONSO DEL BARCO,2
35100,CALLE,CALLEDEALONSO FERNANDEZ,DE,ALONSO FERNANDEZ,ALONSO FERNÁNDEZ,10
35200,CALLE,CALLEDEALONSO HEREDIA,DE,ALONSO HEREDIA,ALONSO HEREDIA,4
35300,PLAZA,PLAZADEALONSO MARTINEZ,DE,ALONSO MARTINEZ,ALONSO MARTÍNEZ,1
35300,PLAZA,PLAZADEALONSO MARTINEZ,DE,ALONSO MARTINEZ,ALONSO MARTÍNEZ,7
35300,PLAZA,PLAZADEALONSO MARTINEZ,DE,ALONSO MARTINEZ,ALONSO MARTÍNEZ,7
35400,CALLE,CALLEDEALONSO MARTOS,DE,ALONSO MARTOS,ALONSO MARTOS,2
35500,CALLE,CALLEDEALONSO NUÑEZ,DE,ALONSO NUÑEZ,ALONSO NÚÑEZ,6
35600,CALLE,CALLEDEALONSO QUIJANO,DE,ALONSO QUIJANO,ALONSO QUIJANO,8
35700,CALLE,CALLEDEALONSO SAAVEDRA,DE,ALONSO SAAVEDRA,ALONSO SAAVEDRA,15
35700,CALLE,CALLEDEALONSO SAAVEDRA,DE,ALONSO SAAVEDRA,ALONSO SAAVEDRA,16
31002034,CALLE,CALLEDEALONSO ZAMORA VICENTE,DE,ALONSO ZAMORA VICENTE,ALONSO ZAMORA VICENTE,11
35800,CALLE,CALLEDEALORA,DE,ALORA,ALORA,13
35750,PLAZA,PLAZADEALOSNO,DE,ALOSNO,ALOSNO,19
35750,PLAZA,PLAZADEALOSNO,DE,ALOSNO,ALOSNO,19
36000,CALLE,CALLEDEALOZAINA,DE,ALOZAINA,ALOZAINA,12
36300,CALLE,CALLEDEALPEDRETE,DE,ALPEDRETE,ALPEDRETE,2
2453,CALLE,CALLEDE LOSALPES,DE LOS,ALPES,ALPES,20
2496,CALLE,CALLEDE LASALPUJARRAS,DE LAS,ALPUJARRAS,ALPUJARRAS,19
36400,CALLE,CALLEDE LAALQUIMIA,DE LA,ALQUIMIA,ALQUIMIA,20
2568,PLAZA,PLAZADEALSACIA,DE,ALSACIA,ALSACIA,15
2568,PLAZA,PLAZADEALSACIA,DE,ALSACIA,ALSACIA,20
36500,CALLE,CALLEDEALSASUA,DE,ALSASUA,ALSASUA,9
36500,CALLE,CALLEDEALSASUA,DE,ALSASUA,ALSASUA,9
36775,CALLE,CALLEDEALTAIR,DE,ALTAIR,ALTAIR,9
36800,CALLE,CALLEDEALTAMIRA,DE,ALTAMIRA,ALTAMIRA,15
37000,CALLE,CALLEDEALTAMIRANO,DE,ALTAMIRANO,ALTAMIRANO,9
37100,CALLE,CALLEDEALTEA,DE,ALTEA,ALTEA,9
31005219,CALLE,CALLEDEALTO CAMPOO,DE,ALTO CAMPOO,ALTO CAMPOO,9
906231,CAMINO,CAMINOALTO DE HORTALEZA,,ALTO DE HORTALEZA,ALTO DE HORTALEZA,16
906231,CAMINO,CAMINOALTO DE HORTALEZA,,ALTO DE HORTALEZA,ALTO DE HORTALEZA,21
31000614,CALLE,CALLEDELALTO DE LA SARTENILLA,DEL,ALTO DE LA SARTENILLA,ALTO DE LA SARTENILLA,18
1071,CAMINO,CAMINOALTO DE SAN ISIDRO,,ALTO DE SAN ISIDRO,ALTO DE SAN ISIDRO,11
31001767,CALLE,CALLEDELALTO DEL ESPARRAGAL,DEL,ALTO DEL ESPARRAGAL,ALTO DEL ESPARRAGAL,19
37575,CALLE,CALLEDELALTO DEL LEON,DEL,ALTO DEL LEON,ALTO DEL LEÓN,13
31000638,CALLE,CALLEDELALTO DEL RETIRO,DEL,ALTO DEL RETIRO,ALTO DEL RETIRO,18
37700,CALLE,CALLEDE LOSALTOS DE CABREJAS,DE LOS,ALTOS DE CABREJAS,ALTOS DE CABREJAS,13
37750,CALLE,CALLEDE LOSALTOS DE LILLO,DE LOS,ALTOS DE LILLO,ALTOS DE LILLO,18
37800,CALLE,CALLEDE LOSALTOS DE SACERUELA,DE LOS,ALTOS DE SACERUELA,ALTOS DE SACERUELA,18
37900,CALLE,CALLEDELALTOZANO,DEL,ALTOZANO,ALTOZANO,9
38000,CALLE,CALLEDEALUCAS,DE,ALUCAS,ALUCAS,15
38100,CALLE,CALLEDELALUMINIO,DEL,ALUMINIO,ALUMINIO,17
38200,CALLE,CALLEDEALUSTANTE,DE,ALUSTANTE,ALUSTANTE,5
38300,CALLE,CALLEDEALVARADO,DE,ALVARADO,ALVARADO,6
38400,CALLE,CALLEDEALVAREZ,DE,ALVAREZ,ÁLVAREZ,6
38600,CALLE,CALLEDEALVAREZ ABELLAN,DE,ALVAREZ ABELLAN,ÁLVAREZ ABELLÁN,11
565700,CALLE,CALLEDEALVAREZ CIENFUEGOS,DE,ALVAREZ CIENFUEGOS,ÁLVAREZ CIENFUEGOS,16
38800,CALLE,CALLEDEALVAREZ DE BAENA,DE,ALVAREZ DE BAENA,ÁLVAREZ DE BAENA,5
38900,CALLE,CALLEDEALVAREZ GATO,DE,ALVAREZ GATO,ÁLVAREZ GATO,1
39000,CALLE,CALLEDEALVARO CABALLERO,DE,ALVARO CABALLERO,ÁLVARO CABALLERO,9
1834,CALLE,CALLEDEALVARO CUNQUEIRO,DE,ALVARO CUNQUEIRO,ÁLVARO CUNQUEIRO,8
927,CALLE,CALLEDE LAALVERJA,DE LA,ALVERJA,ALVERJA,10
601400,CALLE,CALLEDEALZINA,DE,ALZINA,ALZINA,11
39200,CALLE,CALLEDEALZOLA,DE,ALZOLA,ALZOLA,12
39500,CALLE,CALLEDEAMADEO FERNANDEZ,DE,AMADEO FERNANDEZ,AMADEO FERNÁNDEZ,17
39600,CALLE,CALLEDEAMADEO GOMEZ,DE,AMADEO GOMEZ,AMADEO GÓMEZ,8
39700,CALLE,CALLEDEAMADEO I,DE,AMADEO I,AMADEO I,13
39900,CALLE,CALLEDEAMADO NERVO,DE,AMADO NERVO,AMADO NERVO,3
40100,CALLE,CALLEDEAMADOR DE LOS RIOS,DE,AMADOR DE LOS RIOS,AMADOR DE LOS RÍOS,7
40200,CALLE,CALLEDEAMADOR VALDES,DE,AMADOR VALDES,AMADOR VALDÉS,15
40000,CALLE,CALLEDEAMADOR Y FERNANDO,DE,AMADOR Y FERNANDO,AMADOR Y FERNANDO,9
31005252,PLAZA,PLAZADEAMAIA IMAZ,DE,AMAIA IMAZ,AMAIA IMAZ,13
40300,CALLE,CALLEDEAMALARICO,DE,AMALARICO,AMALARICO,11
40500,CALLE,CALLEDEAMALIA,DE,AMALIA,AMALIA,6
42200,CALLE,CALLEDEAMALIA MARCOS,DE,AMALIA MARCOS,AMALIA MARCOS,18
31000027,CALLE,CALLEDEAMALTEA,DE,AMALTEA,AMALTEA,2
40600,CALLE,CALLEDELAMANECER,DEL,AMANECER,AMANECER,11
2871,PLAZA,PLAZADELAMANECER EN MENDEZ ALVARO,DEL,AMANECER EN MENDEZ ALVARO,AMANECER EN MÉNDEZ ÁLVARO,2
40700,CALLE,CALLEDEAMANIEL,DE,AMANIEL,AMANIEL,1
40900,CALLE,CALLEDE LASAMAPOLAS,DE LAS,AMAPOLAS,AMAPOLAS,7
41000,CALLE,CALLEDEAMARA,DE,AMARA,AMARA,15
1079,CAMINO,CAMINODEAMARGUILLA,DE,AMARGUILLA,AMARGUILLA,18
41200,CALLE,CALLEDE LAAMARGURA,DE LA,AMARGURA,AMARGURA,10
41400,CALLE,CALLEDEAMAYA,DE,AMAYA,AMAYA,12
41500,CALLE,CALLEDE LASAMAZONAS,DE LAS,AMAZONAS,AMAZONAS,1
41600,CALLE,CALLEDELAMBAR,DEL,AMBAR,ÁMBAR,17
1117,CALLE,CALLEDEAMBERES,DE,AMBERES,AMBERES,21
41700,CALLE,CALLEDEAMBROS,DE,AMBROS,AMBROS,4
41900,CALLE,CALLEDEAMBROSIO VALLEJO,DE,AMBROSIO VALLEJO,AMBROSIO VALLEJO,6
42000,CALLE,CALLEDEAMBROZ,DE,AMBROZ,AMBROZ,19
42000,CALLE,CALLEDEAMBROZ,DE,AMBROZ,AMBROZ,19
42050,CAMINO,CAMINODEAMBROZ,DE,AMBROZ,AMBROZ,20
42010,CAMINO,CAMINODEAMBROZ A COSLADA,DE,AMBROZ A COSLADA,AMBROZ A COSLADA,20
42010,CAMINO,CAMINODEAMBROZ A COSLADA,DE,AMBROZ A COSLADA,AMBROZ A COSLADA,20
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,4
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,5
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,15
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,15
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,16
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,16
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,20
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,20
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,20
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,20
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,21
42500,AVENIDA,AVENIDADEAMERICA,DE,AMERICA,AMÉRICA,21
42600,PLAZA,PLAZADEAMERICA ESPAÑOLA,DE,AMERICA ESPAÑOLA,AMÉRICA ESPAÑOLA,4
31000022,CALLE,CALLEDELAMERICIO,DEL,AMERICIO,AMERICIO,17
31000080,CALLE,CALLEDEAMERICO CASTRO,DE,AMERICO CASTRO,AMÉRICO CASTRO,16
2722,CALLE,CALLEDEAMEYUGO,DE,AMEYUGO,AMEYUGO,8
42750,CALLE,CALLEDE LAAMISTAD,DE LA,AMISTAD,AMISTAD,11
