vidrio_municipio_codigo,vidrio_municipio_nombre,vidrio_año,vidrio_indicador_descripcion,vidrio_indicador_unidades,vidrio_indicador_valor
1782,Villanueva de Perales,2013,vidrio recogido,kg,11785
1776,Villanueva del Pardillo,2013,habitantes,número,16690
1776,Villanueva del Pardillo,2013,contenedores,unidades,66
1776,Villanueva del Pardillo,2013,vidrio recogido,kg,144776
1795,Villar del Olmo,2013,habitantes,número,2115
1795,Villar del Olmo,2013,contenedores,unidades,11
1795,Villar del Olmo,2013,vidrio recogido,kg,22643
1809,Villarejo de Salvanés,2013,habitantes,número,7389
1809,Villarejo de Salvanés,2013,contenedores,unidades,32
1809,Villarejo de Salvanés,2013,vidrio recogido,kg,90530
1816,Villaviciosa de Odón,2013,habitantes,número,26982
1816,Villaviciosa de Odón,2013,contenedores,unidades,98
1816,Villaviciosa de Odón,2013,vidrio recogido,kg,313404
1821,Villavieja del Lozoya,2013,habitantes,número,277
1821,Villavieja del Lozoya,2013,contenedores,unidades,8
1821,Villavieja del Lozoya,2013,vidrio recogido,kg,6517
1837,Zarzalejo,2013,habitantes,número,1553
1837,Zarzalejo,2013,contenedores,unidades,15
1837,Zarzalejo,2013,vidrio recogido,kg,22139
0014,"Acebeda, La",2014,habitantes,número,67
0014,"Acebeda, La",2014,contenedores,unidades,2
0014,"Acebeda, La",2014,vidrio recogido,kg,4035
0029,Ajalvir,2014,habitantes,número,4339
0029,Ajalvir,2014,contenedores,unidades,32
0029,Ajalvir,2014,vidrio recogido,kg,94938
0035,Alameda del Valle,2014,habitantes,número,224
0035,Alameda del Valle,2014,contenedores,unidades,5
0035,Alameda del Valle,2014,vidrio recogido,kg,17694
0040,"Álamo, El",2014,habitantes,número,8929
0040,"Álamo, El",2014,contenedores,unidades,38
0040,"Álamo, El",2014,vidrio recogido,kg,59200
0053,Alcalá de Henares,2014,habitantes,número,200768
0053,Alcalá de Henares,2014,contenedores,unidades,633
0053,Alcalá de Henares,2014,vidrio recogido,kg,2093559
0066,Alcobendas,2014,habitantes,número,112188
0066,Alcobendas,2014,contenedores,unidades,256
0066,Alcobendas,2014,vidrio recogido,kg,2375439
0072,Alcorcón,2014,habitantes,número,170336
0072,Alcorcón,2014,contenedores,unidades,480
0072,Alcorcón,2014,vidrio recogido,kg,1859570
0088,Aldea del Fresno,2014,habitantes,número,2528
0088,Aldea del Fresno,2014,contenedores,unidades,19
0088,Aldea del Fresno,2014,vidrio recogido,kg,37542
0091,Algete,2014,habitantes,número,20102
0091,Algete,2014,contenedores,unidades,107
0091,Algete,2014,vidrio recogido,kg,344948
0105,Alpedrete,2014,habitantes,número,14005
0105,Alpedrete,2014,contenedores,unidades,73
0105,Alpedrete,2014,vidrio recogido,kg,164434
0112,Ambite,2014,habitantes,número,607
0112,Ambite,2014,contenedores,unidades,6
0112,Ambite,2014,vidrio recogido,kg,7329
0127,Anchuelo,2014,habitantes,número,1211
0127,Anchuelo,2014,contenedores,unidades,12
0127,Anchuelo,2014,vidrio recogido,kg,10860
0133,Aranjuez,2014,habitantes,número,57792
0133,Aranjuez,2014,contenedores,unidades,240
0133,Aranjuez,2014,vidrio recogido,kg,609588
0148,Arganda del Rey,2014,habitantes,número,55307
0148,Arganda del Rey,2014,contenedores,unidades,209
0148,Arganda del Rey,2014,vidrio recogido,kg,390037
0151,Arroyomolinos,2014,habitantes,número,25374
0151,Arroyomolinos,2014,contenedores,unidades,115
0151,Arroyomolinos,2014,vidrio recogido,kg,158063
0164,"Atazar, El",2014,habitantes,número,98
0164,"Atazar, El",2014,contenedores,unidades,5
0164,"Atazar, El",2014,vidrio recogido,kg,0
0170,Batres,2014,habitantes,número,1571
0170,Batres,2014,contenedores,unidades,18
0170,Batres,2014,vidrio recogido,kg,27687
0186,Becerril de la Sierra,2014,habitantes,número,5351
0186,Becerril de la Sierra,2014,contenedores,unidades,42
0186,Becerril de la Sierra,2014,vidrio recogido,kg,95019
0199,Belmonte de Tajo,2014,habitantes,número,1591
0199,Belmonte de Tajo,2014,contenedores,unidades,11
0199,Belmonte de Tajo,2014,vidrio recogido,kg,16120
0210,"Berrueco, El",2014,habitantes,número,634
0210,"Berrueco, El",2014,contenedores,unidades,6
0210,"Berrueco, El",2014,vidrio recogido,kg,18850
0203,Berzosa del Lozoya,2014,habitantes,número,189
0203,Berzosa del Lozoya,2014,contenedores,unidades,5
0203,Berzosa del Lozoya,2014,vidrio recogido,kg,4439
0225,Boadilla del Monte,2014,habitantes,número,47852
0225,Boadilla del Monte,2014,contenedores,unidades,140
0225,Boadilla del Monte,2014,vidrio recogido,kg,479442
0231,"Boalo, El",2014,habitantes,número,6982
0231,"Boalo, El",2014,contenedores,unidades,62
0231,"Boalo, El",2014,vidrio recogido,kg,106075
0246,Braojos,2014,habitantes,número,199
0246,Braojos,2014,contenedores,unidades,3
0246,Braojos,2014,vidrio recogido,kg,7551
0259,Brea de Tajo,2014,habitantes,número,568
0259,Brea de Tajo,2014,contenedores,unidades,11
0259,Brea de Tajo,2014,vidrio recogido,kg,12840
0262,Brunete,2014,habitantes,número,10188
0262,Brunete,2014,contenedores,unidades,45
0262,Brunete,2014,vidrio recogido,kg,93913
0278,Buitrago del Lozoya,2014,habitantes,número,1952
0278,Buitrago del Lozoya,2014,contenedores,unidades,14
0278,Buitrago del Lozoya,2014,vidrio recogido,kg,49130
0284,Bustarviejo,2014,habitantes,número,2348
0284,Bustarviejo,2014,contenedores,unidades,25
0284,Bustarviejo,2014,vidrio recogido,kg,75920
0297,Cabanillas de la Sierra,2014,habitantes,número,732
0297,Cabanillas de la Sierra,2014,contenedores,unidades,12
0297,Cabanillas de la Sierra,2014,vidrio recogido,kg,26322
0301,"Cabrera, La",2014,habitantes,número,2590
0301,"Cabrera, La",2014,contenedores,unidades,31
0301,"Cabrera, La",2014,vidrio recogido,kg,85932
0318,Cadalso de los Vidrios,2014,habitantes,número,2760
0318,Cadalso de los Vidrios,2014,contenedores,unidades,9
0318,Cadalso de los Vidrios,2014,vidrio recogido,kg,23322
0323,Camarma de Esteruelas,2014,habitantes,número,7048
0323,Camarma de Esteruelas,2014,contenedores,unidades,36
0323,Camarma de Esteruelas,2014,vidrio recogido,kg,116665
0339,Campo Real,2014,habitantes,número,5775
0339,Campo Real,2014,contenedores,unidades,20
0339,Campo Real,2014,vidrio recogido,kg,45973
0344,Canencia,2014,habitantes,número,476
0344,Canencia,2014,contenedores,unidades,4
0344,Canencia,2014,vidrio recogido,kg,9528
0357,Carabaña,2014,habitantes,número,1978
0357,Carabaña,2014,contenedores,unidades,17
0357,Carabaña,2014,vidrio recogido,kg,24140
0360,Casarrubuelos,2014,habitantes,número,3460
0360,Casarrubuelos,2014,contenedores,unidades,21
0360,Casarrubuelos,2014,vidrio recogido,kg,31719
0376,Cenicientos,2014,habitantes,número,2073
0376,Cenicientos,2014,contenedores,unidades,8
0376,Cenicientos,2014,vidrio recogido,kg,11470
0382,Cercedilla,2014,habitantes,número,6831
0382,Cercedilla,2014,contenedores,unidades,51
0382,Cercedilla,2014,vidrio recogido,kg,76453
0395,Cervera de Buitrago,2014,habitantes,número,174
0395,Cervera de Buitrago,2014,contenedores,unidades,6
0395,Cervera de Buitrago,2014,vidrio recogido,kg,4326
0513,Chapinería,2014,habitantes,número,2140
0513,Chapinería,2014,contenedores,unidades,13
0513,Chapinería,2014,vidrio recogido,kg,27695
0528,Chinchón,2014,habitantes,número,5447
0528,Chinchón,2014,contenedores,unidades,31
0528,Chinchón,2014,vidrio recogido,kg,74317
0409,Ciempozuelos,2014,habitantes,número,23739
0409,Ciempozuelos,2014,contenedores,unidades,75
0409,Ciempozuelos,2014,vidrio recogido,kg,149538
0416,Cobeña,2014,habitantes,número,6921
0416,Cobeña,2014,contenedores,unidades,40
0416,Cobeña,2014,vidrio recogido,kg,144532
0468,Collado Mediano,2014,habitantes,número,6780
0468,Collado Mediano,2014,contenedores,unidades,26
0468,Collado Mediano,2014,vidrio recogido,kg,74234
0474,Collado Villalba,2014,habitantes,número,62587
0474,Collado Villalba,2014,contenedores,unidades,224
0474,Collado Villalba,2014,vidrio recogido,kg,698420
0437,Colmenar de Oreja,2014,habitantes,número,8409
0437,Colmenar de Oreja,2014,contenedores,unidades,33
0437,Colmenar de Oreja,2014,vidrio recogido,kg,69439
0421,Colmenar del Arroyo,2014,habitantes,número,1581
0421,Colmenar del Arroyo,2014,contenedores,unidades,13
0421,Colmenar del Arroyo,2014,vidrio recogido,kg,18727
0455,Colmenar Viejo,2014,habitantes,número,47445
0455,Colmenar Viejo,2014,contenedores,unidades,130
0455,Colmenar Viejo,2014,vidrio recogido,kg,471627
0442,Colmenarejo,2014,habitantes,número,8934
0442,Colmenarejo,2014,contenedores,unidades,47
0442,Colmenarejo,2014,vidrio recogido,kg,74013
0480,Corpa,2014,habitantes,número,671
0480,Corpa,2014,contenedores,unidades,4
0480,Corpa,2014,vidrio recogido,kg,3556
0493,Coslada,2014,habitantes,número,88847
0493,Coslada,2014,contenedores,unidades,215
0493,Coslada,2014,vidrio recogido,kg,881717
0506,Cubas de la Sagra,2014,habitantes,número,5738
0506,Cubas de la Sagra,2014,contenedores,unidades,41
0506,Cubas de la Sagra,2014,vidrio recogido,kg,64697
0534,Daganzo de Arriba,2014,habitantes,número,9841
0534,Daganzo de Arriba,2014,contenedores,unidades,43
0534,Daganzo de Arriba,2014,vidrio recogido,kg,134827
0549,"Escorial, El",2014,habitantes,número,15244
0549,"Escorial, El",2014,contenedores,unidades,71
0549,"Escorial, El",2014,vidrio recogido,kg,169086
0552,Estremera,2014,habitantes,número,1410
0552,Estremera,2014,contenedores,unidades,21
0552,Estremera,2014,vidrio recogido,kg,27870
0565,Fresnedillas de la Oliva,2014,habitantes,número,1545
0565,Fresnedillas de la Oliva,2014,contenedores,unidades,12
0565,Fresnedillas de la Oliva,2014,vidrio recogido,kg,20856
0571,Fresno de Torote,2014,habitantes,número,2020
0571,Fresno de Torote,2014,contenedores,unidades,10
0571,Fresno de Torote,2014,vidrio recogido,kg,11391
0587,Fuenlabrada,2014,habitantes,número,195864
0587,Fuenlabrada,2014,contenedores,unidades,504
0587,Fuenlabrada,2014,vidrio recogido,kg,1829971
0590,Fuente el Saz de Jarama,2014,habitantes,número,6409
0590,Fuente el Saz de Jarama,2014,contenedores,unidades,34
0590,Fuente el Saz de Jarama,2014,vidrio recogido,kg,114043
0604,Fuentidueña de Tajo,2014,habitantes,número,2026
0604,Fuentidueña de Tajo,2014,contenedores,unidades,18
0604,Fuentidueña de Tajo,2014,vidrio recogido,kg,24670
0611,Galapagar,2014,habitantes,número,32380
0611,Galapagar,2014,contenedores,unidades,139
0611,Galapagar,2014,vidrio recogido,kg,397119
0626,Garganta de los Montes,2014,habitantes,número,382
0626,Garganta de los Montes,2014,contenedores,unidades,9
0626,Garganta de los Montes,2014,vidrio recogido,kg,13297
0632,Gargantilla del Lozoya y Pinilla de Buitrago,2014,habitantes,número,362
0632,Gargantilla del Lozoya y Pinilla de Buitrago,2014,contenedores,unidades,9
0632,Gargantilla del Lozoya y Pinilla de Buitrago,2014,vidrio recogido,kg,17121
0647,Gascones,2014,habitantes,número,179
0647,Gascones,2014,contenedores,unidades,2
0647,Gascones,2014,vidrio recogido,kg,1036
0650,Getafe,2014,habitantes,número,173057
0650,Getafe,2014,contenedores,unidades,485
0650,Getafe,2014,vidrio recogido,kg,1634474
0663,Griñón,2014,habitantes,número,9928
0663,Griñón,2014,contenedores,unidades,51
0663,Griñón,2014,vidrio recogido,kg,125576
0679,Guadalix de la Sierra,2014,habitantes,número,6057
0679,Guadalix de la Sierra,2014,contenedores,unidades,31
0679,Guadalix de la Sierra,2014,vidrio recogido,kg,132194
0685,Guadarrama,2014,habitantes,número,15547
0685,Guadarrama,2014,contenedores,unidades,66
0685,Guadarrama,2014,vidrio recogido,kg,173579
0698,"Hiruela, La",2014,habitantes,número,55
0698,"Hiruela, La",2014,contenedores,unidades,2
0698,"Hiruela, La",2014,vidrio recogido,kg,2311
0702,Horcajo de la Sierra-Aoslos,2014,habitantes,número,179
0702,Horcajo de la Sierra-Aoslos,2014,contenedores,unidades,6
0702,Horcajo de la Sierra-Aoslos,2014,vidrio recogido,kg,3107
0719,Horcajuelo de la Sierra,2014,habitantes,número,80
0719,Horcajuelo de la Sierra,2014,contenedores,unidades,3
0719,Horcajuelo de la Sierra,2014,vidrio recogido,kg,1243
0724,Hoyo de Manzanares,2014,habitantes,número,7834
0724,Hoyo de Manzanares,2014,contenedores,unidades,39
0724,Hoyo de Manzanares,2014,vidrio recogido,kg,152567
0730,Humanes de Madrid,2014,habitantes,número,19404
0730,Humanes de Madrid,2014,contenedores,unidades,95
0730,Humanes de Madrid,2014,vidrio recogido,kg,201862
0745,Leganés,2014,habitantes,número,186696
0745,Leganés,2014,contenedores,unidades,499
0745,Leganés,2014,vidrio recogido,kg,1963650
0758,Loeches,2014,habitantes,número,8159
0758,Loeches,2014,contenedores,unidades,60
0758,Loeches,2014,vidrio recogido,kg,73253
0761,Lozoya,2014,habitantes,número,591
0761,Lozoya,2014,contenedores,unidades,6
0761,Lozoya,2014,vidrio recogido,kg,9141
9015,Lozoyuela-Navas-Sieteiglesias,2014,habitantes,número,1196
9015,Lozoyuela-Navas-Sieteiglesias,2014,contenedores,unidades,15
9015,Lozoyuela-Navas-Sieteiglesias,2014,vidrio recogido,kg,20976
0783,Madarcos,2014,habitantes,número,47
0783,Madarcos,2014,contenedores,unidades,3
0783,Madarcos,2014,vidrio recogido,kg,2893
0796,Madrid,2014,habitantes,número,3165235
0796,Madrid,2014,contenedores,unidades,6050
0796,Madrid,2014,vidrio recogido,kg,40324719
0800,Majadahonda,2014,habitantes,número,70359
0800,Majadahonda,2014,contenedores,unidades,166
0800,Majadahonda,2014,vidrio recogido,kg,891370
0822,Manzanares el Real,2014,habitantes,número,8182
0822,Manzanares el Real,2014,contenedores,unidades,53
0822,Manzanares el Real,2014,vidrio recogido,kg,154297
0838,Meco,2014,habitantes,número,13133
0838,Meco,2014,contenedores,unidades,64
0838,Meco,2014,vidrio recogido,kg,184153
0843,Mejorada del Campo,2014,habitantes,número,22763
0843,Mejorada del Campo,2014,contenedores,unidades,64
0843,Mejorada del Campo,2014,vidrio recogido,kg,180395
0856,Miraflores de la Sierra,2014,habitantes,número,5890
0856,Miraflores de la Sierra,2014,contenedores,unidades,40
0856,Miraflores de la Sierra,2014,vidrio recogido,kg,117618
0869,"Molar, El",2014,habitantes,número,7983
0869,"Molar, El",2014,contenedores,unidades,33
0869,"Molar, El",2014,vidrio recogido,kg,71228
0875,"Molinos, Los",2014,habitantes,número,4374
0875,"Molinos, Los",2014,contenedores,unidades,21
0875,"Molinos, Los",2014,vidrio recogido,kg,46606
0881,Montejo de la Sierra,2014,habitantes,número,363
0881,Montejo de la Sierra,2014,contenedores,unidades,5
0881,Montejo de la Sierra,2014,vidrio recogido,kg,8763
0894,Moraleja de Enmedio,2014,habitantes,número,5032
0894,Moraleja de Enmedio,2014,contenedores,unidades,31
0894,Moraleja de Enmedio,2014,vidrio recogido,kg,41497
0908,Moralzarzal,2014,habitantes,número,12321
0908,Moralzarzal,2014,contenedores,unidades,35
0908,Moralzarzal,2014,vidrio recogido,kg,152140
0915,Morata de Tajuña,2014,habitantes,número,7452
0915,Morata de Tajuña,2014,contenedores,unidades,39
0915,Morata de Tajuña,2014,vidrio recogido,kg,71098
0920,Móstoles,2014,habitantes,número,205712
0920,Móstoles,2014,contenedores,unidades,397
0920,Móstoles,2014,vidrio recogido,kg,1652617
0936,Navacerrada,2014,habitantes,número,2862
0936,Navacerrada,2014,contenedores,unidades,43
0936,Navacerrada,2014,vidrio recogido,kg,56772
0941,Navalafuente,2014,habitantes,número,1194
0941,Navalafuente,2014,contenedores,unidades,18
0941,Navalafuente,2014,vidrio recogido,kg,20853
0954,Navalagamella,2014,habitantes,número,2465
0954,Navalagamella,2014,contenedores,unidades,14
0954,Navalagamella,2014,vidrio recogido,kg,20937
0967,Navalcarnero,2014,habitantes,número,26364
0967,Navalcarnero,2014,contenedores,unidades,94
0967,Navalcarnero,2014,vidrio recogido,kg,155940
0973,Navarredonda y San Mamés,2014,habitantes,número,129
0973,Navarredonda y San Mamés,2014,contenedores,unidades,4
0973,Navarredonda y San Mamés,2014,vidrio recogido,kg,7649
0992,Navas del Rey,2014,habitantes,número,2640
0992,Navas del Rey,2014,contenedores,unidades,16
0992,Navas del Rey,2014,vidrio recogido,kg,22678
1006,Nuevo Baztán,2014,habitantes,número,5959
1006,Nuevo Baztán,2014,contenedores,unidades,44
1006,Nuevo Baztán,2014,vidrio recogido,kg,58327
1013,Olmeda de las Fuentes,2014,habitantes,número,334
1013,Olmeda de las Fuentes,2014,contenedores,unidades,6
1013,Olmeda de las Fuentes,2014,vidrio recogido,kg,6713
1028,Orusco de Tajuña,2014,habitantes,número,1283
1028,Orusco de Tajuña,2014,contenedores,unidades,7
1028,Orusco de Tajuña,2014,vidrio recogido,kg,9960
1049,Paracuellos de Jarama,2014,habitantes,número,21718
1049,Paracuellos de Jarama,2014,contenedores,unidades,110
1049,Paracuellos de Jarama,2014,vidrio recogido,kg,362468
1065,Parla,2014,habitantes,número,125323
1065,Parla,2014,contenedores,unidades,360
1065,Parla,2014,vidrio recogido,kg,730960
1071,Patones,2014,habitantes,número,507
1071,Patones,2014,contenedores,unidades,5
1071,Patones,2014,vidrio recogido,kg,7340
1087,Pedrezuela,2014,habitantes,número,5119
1087,Pedrezuela,2014,contenedores,unidades,31
1087,Pedrezuela,2014,vidrio recogido,kg,118294
1090,Pelayos de la Presa,2014,habitantes,número,2502
1090,Pelayos de la Presa,2014,contenedores,unidades,11
1090,Pelayos de la Presa,2014,vidrio recogido,kg,21836
1104,Perales de Tajuña,2014,habitantes,número,2945
1104,Perales de Tajuña,2014,contenedores,unidades,24
1104,Perales de Tajuña,2014,vidrio recogido,kg,40850
1111,Pezuela de las Torres,2014,habitantes,número,795
1111,Pezuela de las Torres,2014,contenedores,unidades,6
1111,Pezuela de las Torres,2014,vidrio recogido,kg,6751
1126,Pinilla del Valle,2014,habitantes,número,205
1126,Pinilla del Valle,2014,contenedores,unidades,4
1126,Pinilla del Valle,2014,vidrio recogido,kg,6426
1132,Pinto,2014,habitantes,número,47594
1132,Pinto,2014,contenedores,unidades,140
1132,Pinto,2014,vidrio recogido,kg,525802
1147,Piñuécar-Gandullas,2014,habitantes,número,172
1147,Piñuécar-Gandullas,2014,contenedores,unidades,7
1147,Piñuécar-Gandullas,2014,vidrio recogido,kg,2870
1150,Pozuelo de Alarcón,2014,habitantes,número,84360
1150,Pozuelo de Alarcón,2014,contenedores,unidades,206
1150,Pozuelo de Alarcón,2014,vidrio recogido,kg,1133356
1163,Pozuelo del Rey,2014,habitantes,número,1092
1163,Pozuelo del Rey,2014,contenedores,unidades,8
1163,Pozuelo del Rey,2014,vidrio recogido,kg,10311
1179,Prádena del Rincón,2014,habitantes,número,132
1179,Prádena del Rincón,2014,contenedores,unidades,3
1179,Prádena del Rincón,2014,vidrio recogido,kg,3348
1185,Puebla de la Sierra,2014,habitantes,número,83
1185,Puebla de la Sierra,2014,contenedores,unidades,3
1185,Puebla de la Sierra,2014,vidrio recogido,kg,4469
9020,Puentes Viejas,2014,habitantes,número,620
9020,Puentes Viejas,2014,contenedores,unidades,11
9020,Puentes Viejas,2014,vidrio recogido,kg,12475
1198,Quijorna,2014,habitantes,número,3221
1198,Quijorna,2014,contenedores,unidades,12
1198,Quijorna,2014,vidrio recogido,kg,29510
1202,Rascafría,2014,habitantes,número,1798
1202,Rascafría,2014,contenedores,unidades,30
1202,Rascafría,2014,vidrio recogido,kg,77109
1219,Redueña,2014,habitantes,número,281
1219,Redueña,2014,contenedores,unidades,2
1219,Redueña,2014,vidrio recogido,kg,2530
1224,Ribatejada,2014,habitantes,número,689
1224,Ribatejada,2014,contenedores,unidades,12
1224,Ribatejada,2014,vidrio recogido,kg,7579
1230,Rivas-Vaciamadrid,2014,habitantes,número,80483
1230,Rivas-Vaciamadrid,2014,contenedores,unidades,277
1230,Rivas-Vaciamadrid,2014,vidrio recogido,kg,877865
1245,Robledillo de la Jara,2014,habitantes,número,103
1245,Robledillo de la Jara,2014,contenedores,unidades,5
1245,Robledillo de la Jara,2014,vidrio recogido,kg,3467
1258,Robledo de Chavela,2014,habitantes,número,4037
1258,Robledo de Chavela,2014,contenedores,unidades,27
1258,Robledo de Chavela,2014,vidrio recogido,kg,84500
1261,Robregordo,2014,habitantes,número,52
1261,Robregordo,2014,contenedores,unidades,4
1261,Robregordo,2014,vidrio recogido,kg,0
1277,"Rozas de Madrid, Las",2014,habitantes,número,92784
1277,"Rozas de Madrid, Las",2014,contenedores,unidades,332
1277,"Rozas de Madrid, Las",2014,vidrio recogido,kg,1100820
1283,Rozas de Puerto Real,2014,habitantes,número,493
1283,Rozas de Puerto Real,2014,contenedores,unidades,2
1283,Rozas de Puerto Real,2014,vidrio recogido,kg,32924
1296,San Agustín del Guadalix,2014,habitantes,número,12953
1296,San Agustín del Guadalix,2014,contenedores,unidades,65
1296,San Agustín del Guadalix,2014,vidrio recogido,kg,266150
1300,San Fernando de Henares,2014,habitantes,número,40781
1300,San Fernando de Henares,2014,contenedores,unidades,123
1300,San Fernando de Henares,2014,vidrio recogido,kg,425899
1317,San Lorenzo de El Escorial,2014,habitantes,número,18241
1317,San Lorenzo de El Escorial,2014,contenedores,unidades,186
1317,San Lorenzo de El Escorial,2014,vidrio recogido,kg,230529
1322,San Martín de la Vega,2014,habitantes,número,19092
1322,San Martín de la Vega,2014,contenedores,unidades,52
1322,San Martín de la Vega,2014,vidrio recogido,kg,107249
1338,San Martín de Valdeiglesias,2014,habitantes,número,8516
1338,San Martín de Valdeiglesias,2014,contenedores,unidades,52
1338,San Martín de Valdeiglesias,2014,vidrio recogido,kg,66998
1343,San Sebastián de los Reyes,2014,habitantes,número,83329
1343,San Sebastián de los Reyes,2014,contenedores,unidades,244
1343,San Sebastián de los Reyes,2014,vidrio recogido,kg,1760860
1356,Santa María de la Alameda,2014,habitantes,número,1212
1356,Santa María de la Alameda,2014,contenedores,unidades,16
1356,Santa María de la Alameda,2014,vidrio recogido,kg,26505
1369,Santorcaz,2014,habitantes,número,833
1369,Santorcaz,2014,contenedores,unidades,11
1369,Santorcaz,2014,vidrio recogido,kg,12502
1375,"Santos de la Humosa, Los",2014,habitantes,número,2445
1375,"Santos de la Humosa, Los",2014,contenedores,unidades,22
1375,"Santos de la Humosa, Los",2014,vidrio recogido,kg,24204
1381,"Serna del Monte, La",2014,habitantes,número,94
1381,"Serna del Monte, La",2014,contenedores,unidades,3
1381,"Serna del Monte, La",2014,vidrio recogido,kg,3943
1408,Serranillos del Valle,2014,habitantes,número,3957
1408,Serranillos del Valle,2014,contenedores,unidades,33
1408,Serranillos del Valle,2014,vidrio recogido,kg,34414
1415,Sevilla la Nueva,2014,habitantes,número,8858
1415,Sevilla la Nueva,2014,contenedores,unidades,64
1415,Sevilla la Nueva,2014,vidrio recogido,kg,101121
1436,Somosierra,2014,habitantes,número,77
1436,Somosierra,2014,contenedores,unidades,3
1436,Somosierra,2014,vidrio recogido,kg,2051
1441,Soto del Real,2014,habitantes,número,8482
1441,Soto del Real,2014,contenedores,unidades,73
1441,Soto del Real,2014,vidrio recogido,kg,149284
1454,Talamanca de Jarama,2014,habitantes,número,3267
1454,Talamanca de Jarama,2014,contenedores,unidades,19
1454,Talamanca de Jarama,2014,vidrio recogido,kg,60921
1467,Tielmes,2014,habitantes,número,2617
1467,Tielmes,2014,contenedores,unidades,18
1467,Tielmes,2014,vidrio recogido,kg,30650
1473,Titulcia,2014,habitantes,número,1261
1473,Titulcia,2014,contenedores,unidades,8
1473,Titulcia,2014,vidrio recogido,kg,9812
1489,Torrejón de Ardoz,2014,habitantes,número,126878
1489,Torrejón de Ardoz,2014,contenedores,unidades,401
1489,Torrejón de Ardoz,2014,vidrio recogido,kg,1359303
1492,Torrejón de la Calzada,2014,habitantes,número,7739
1492,Torrejón de la Calzada,2014,contenedores,unidades,33
1492,Torrejón de la Calzada,2014,vidrio recogido,kg,48540
1505,Torrejón de Velasco,2014,habitantes,número,4195
1505,Torrejón de Velasco,2014,contenedores,unidades,34
1505,Torrejón de Velasco,2014,vidrio recogido,kg,42402
1512,Torrelaguna,2014,habitantes,número,4828
1512,Torrelaguna,2014,contenedores,unidades,22
1512,Torrelaguna,2014,vidrio recogido,kg,70816
1527,Torrelodones,2014,habitantes,número,22838
1527,Torrelodones,2014,contenedores,unidades,114
1527,Torrelodones,2014,vidrio recogido,kg,343232
1533,Torremocha de Jarama,2014,habitantes,número,926
1533,Torremocha de Jarama,2014,contenedores,unidades,10
1533,Torremocha de Jarama,2014,vidrio recogido,kg,17933
1548,Torres de la Alameda,2014,habitantes,número,7939
1548,Torres de la Alameda,2014,contenedores,unidades,43
1548,Torres de la Alameda,2014,vidrio recogido,kg,72867
9036,Tres Cantos,2014,habitantes,número,42546
9036,Tres Cantos,2014,contenedores,unidades,155
9036,Tres Cantos,2014,vidrio recogido,kg,663737
1551,Valdaracete,2014,habitantes,número,646
1551,Valdaracete,2014,contenedores,unidades,7
1551,Valdaracete,2014,vidrio recogido,kg,4200
1564,Valdeavero,2014,habitantes,número,1475
1564,Valdeavero,2014,contenedores,unidades,15
1564,Valdeavero,2014,vidrio recogido,kg,13184
1570,Valdelaguna,2014,habitantes,número,855
1570,Valdelaguna,2014,contenedores,unidades,9
1570,Valdelaguna,2014,vidrio recogido,kg,13600
1586,Valdemanco,2014,habitantes,número,972
1586,Valdemanco,2014,contenedores,unidades,12
1586,Valdemanco,2014,vidrio recogido,kg,25345
1599,Valdemaqueda,2014,habitantes,número,804
1599,Valdemaqueda,2014,contenedores,unidades,12
1599,Valdemaqueda,2014,vidrio recogido,kg,6620
1603,Valdemorillo,2014,habitantes,número,12058
1603,Valdemorillo,2014,contenedores,unidades,76
1603,Valdemorillo,2014,vidrio recogido,kg,170990
1610,Valdemoro,2014,habitantes,número,72265
1610,Valdemoro,2014,contenedores,unidades,209
1610,Valdemoro,2014,vidrio recogido,kg,571124
1625,Valdeolmos-Alalpardo,2014,habitantes,número,3689
1625,Valdeolmos-Alalpardo,2014,contenedores,unidades,24
1625,Valdeolmos-Alalpardo,2014,vidrio recogido,kg,68213
1631,Valdepiélagos,2014,habitantes,número,563
1631,Valdepiélagos,2014,contenedores,unidades,5
1631,Valdepiélagos,2014,vidrio recogido,kg,5699
1646,Valdetorres de Jarama,2014,habitantes,número,4225
1646,Valdetorres de Jarama,2014,contenedores,unidades,11
1646,Valdetorres de Jarama,2014,vidrio recogido,kg,48119
1659,Valdilecha,2014,habitantes,número,2852
1659,Valdilecha,2014,contenedores,unidades,11
1659,Valdilecha,2014,vidrio recogido,kg,27160
1662,Valverde de Alcalá,2014,habitantes,número,439
1662,Valverde de Alcalá,2014,contenedores,unidades,7
1662,Valverde de Alcalá,2014,vidrio recogido,kg,4339
1678,Velilla de San Antonio,2014,habitantes,número,12334
1678,Velilla de San Antonio,2014,contenedores,unidades,46
1678,Velilla de San Antonio,2014,vidrio recogido,kg,103392
1684,"Vellón, El",2014,habitantes,número,1814
1684,"Vellón, El",2014,contenedores,unidades,5
1684,"Vellón, El",2014,vidrio recogido,kg,10316
1697,Venturada,2014,habitantes,número,1968
1697,Venturada,2014,contenedores,unidades,12
1697,Venturada,2014,vidrio recogido,kg,36966
1718,Villa del Prado,2014,habitantes,número,6506
1718,Villa del Prado,2014,contenedores,unidades,35
1718,Villa del Prado,2014,vidrio recogido,kg,46689
1701,Villaconejos,2014,habitantes,número,3447
1701,Villaconejos,2014,contenedores,unidades,21
1701,Villaconejos,2014,vidrio recogido,kg,43367
