Centro_codigo,Actividad_extraexcolar_codigo,Actividad_extraexcolar_descrip
28040741,173,ESCUELA DEPORTIVA: FUTBOL SALA
28040741,168,ESCUELA DEPORTIVA: BALONMANO
28040751,030,PROGRAMA REFUERZA
28040787,189,ESCUELA DEPORTIVA: TENIS DE MESA
28040787,184,ESCUELA DEPORTIVA: VOLEIBOL
28040787,171,ESCUELA DEPORTIVA: FÚTBOL
28040787,030,PROGRAMA REFUERZA
28040787,150,PROGRAMA 4ºESO+EMPRESA
28040799,186,ESCUELA DEPORTIVA: LUCHA
28040799,165,ESCUELA DEPORTIVA: BALONCESTO
28040799,030,PROGRAMA REFUERZA
28040799,168,ESCUELA DEPORTIVA: BALONMANO
28040799,184,ESCUELA DEPORTIVA: VOLEIBOL
28041101,150,PROGRAMA 4ºESO+EMPRESA
28041354,150,PROGRAMA 4ºESO+EMPRESA
28041366,030,PROGRAMA REFUERZA
28041378,184,ESCUELA DEPORTIVA: VOLEIBOL
28041378,165,ESCUELA DEPORTIVA: BALONCESTO
28041378,030,PROGRAMA REFUERZA
28041378,150,PROGRAMA 4ºESO+EMPRESA
28041378,173,ESCUELA DEPORTIVA: FUTBOL SALA
28041381,168,ESCUELA DEPORTIVA: BALONMANO
28041381,162,ESCUELA DEPORTIVA: ACTIVIDADES MEDIO NATURAL
28041381,030,PROGRAMA REFUERZA
28041381,150,PROGRAMA 4ºESO+EMPRESA
28041381,165,ESCUELA DEPORTIVA: BALONCESTO
28041391,150,PROGRAMA 4ºESO+EMPRESA
28041411,030,PROGRAMA REFUERZA
28041433,030,PROGRAMA REFUERZA
28041445,150,PROGRAMA 4ºESO+EMPRESA
28041445,030,PROGRAMA REFUERZA
28041470,174,ESCUELA DEPORTIVA: GIMNASIA
28041470,166,ESCUELA DEPORTIVA: BADMINTON
28041470,165,ESCUELA DEPORTIVA: BALONCESTO
28041470,150,PROGRAMA 4ºESO+EMPRESA
28041470,030,PROGRAMA REFUERZA
28041470,162,ESCUELA DEPORTIVA: ACTIVIDADES MEDIO NATURAL
28041470,173,ESCUELA DEPORTIVA: FUTBOL SALA
28041482,188,ESCUELA DEPORTIVA: RUGBY
28041482,030,PROGRAMA REFUERZA
28041482,161,ESCUELA DEPORTIVA: AJEDREZ
28041482,184,ESCUELA DEPORTIVA: VOLEIBOL
28041482,180,ESCUELA DEPORTIVA: SALVAMENTO Y SOCORRISMO
28041482,169,ESCUELA DEPORTIVA: CICLISMO
28041482,165,ESCUELA DEPORTIVA: BALONCESTO
28041482,182,ESCUELA DEPORTIVA: TAEKWONDO
28041494,150,PROGRAMA 4ºESO+EMPRESA
28041500,189,ESCUELA DEPORTIVA: TENIS DE MESA
28041500,150,PROGRAMA 4ºESO+EMPRESA
28041500,165,ESCUELA DEPORTIVA: BALONCESTO
28041500,168,ESCUELA DEPORTIVA: BALONMANO
28041500,173,ESCUELA DEPORTIVA: FUTBOL SALA
28041500,184,ESCUELA DEPORTIVA: VOLEIBOL
28041500,179,ESCUELA DEPORTIVA: PATINAJE
28041512,184,ESCUELA DEPORTIVA: VOLEIBOL
28041512,171,ESCUELA DEPORTIVA: FÚTBOL
28041512,166,ESCUELA DEPORTIVA: BADMINTON
28041512,169,ESCUELA DEPORTIVA: CICLISMO
28041597,150,PROGRAMA 4ºESO+EMPRESA
28041597,030,PROGRAMA REFUERZA
28041615,150,PROGRAMA 4ºESO+EMPRESA
28041731,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28041895,150,PROGRAMA 4ºESO+EMPRESA
28042000,173,ESCUELA DEPORTIVA: FUTBOL SALA
28042000,150,PROGRAMA 4ºESO+EMPRESA
28042000,165,ESCUELA DEPORTIVA: BALONCESTO
28042000,161,ESCUELA DEPORTIVA: AJEDREZ
28042012,184,ESCUELA DEPORTIVA: VOLEIBOL
28042012,171,ESCUELA DEPORTIVA: FÚTBOL
28042012,150,PROGRAMA 4ºESO+EMPRESA
28042012,030,PROGRAMA REFUERZA
28042012,166,ESCUELA DEPORTIVA: BADMINTON
28042024,150,PROGRAMA 4ºESO+EMPRESA
28042024,030,PROGRAMA REFUERZA
28042036,150,PROGRAMA 4ºESO+EMPRESA
28042036,030,PROGRAMA REFUERZA
28042048,184,ESCUELA DEPORTIVA: VOLEIBOL
28042048,173,ESCUELA DEPORTIVA: FUTBOL SALA
28042048,150,PROGRAMA 4ºESO+EMPRESA
28042048,165,ESCUELA DEPORTIVA: BALONCESTO
28042051,184,ESCUELA DEPORTIVA: VOLEIBOL
28042051,173,ESCUELA DEPORTIVA: FUTBOL SALA
28042051,030,PROGRAMA REFUERZA
28042061,150,PROGRAMA 4ºESO+EMPRESA
28042061,030,PROGRAMA REFUERZA
28042073,150,PROGRAMA 4ºESO+EMPRESA
28042085,150,PROGRAMA 4ºESO+EMPRESA
28042085,030,PROGRAMA REFUERZA
28042097,173,ESCUELA DEPORTIVA: FUTBOL SALA
28042097,165,ESCUELA DEPORTIVA: BALONCESTO
28042097,166,ESCUELA DEPORTIVA: BADMINTON
28042103,150,PROGRAMA 4ºESO+EMPRESA
28042115,173,ESCUELA DEPORTIVA: FUTBOL SALA
28042115,165,ESCUELA DEPORTIVA: BALONCESTO
28042115,150,PROGRAMA 4ºESO+EMPRESA
28042115,030,PROGRAMA REFUERZA
28042139,150,PROGRAMA 4ºESO+EMPRESA
28042191,173,ESCUELA DEPORTIVA: FUTBOL SALA
28042191,165,ESCUELA DEPORTIVA: BALONCESTO
28042191,030,PROGRAMA REFUERZA
28042191,150,PROGRAMA 4ºESO+EMPRESA
28042498,150,PROGRAMA 4ºESO+EMPRESA
28042590,150,PROGRAMA 4ºESO+EMPRESA
28042590,030,PROGRAMA REFUERZA
28042607,150,PROGRAMA 4ºESO+EMPRESA
28042607,030,PROGRAMA REFUERZA
28042620,184,ESCUELA DEPORTIVA: VOLEIBOL
28042620,030,PROGRAMA REFUERZA
28042620,171,ESCUELA DEPORTIVA: FÚTBOL
28042620,150,PROGRAMA 4ºESO+EMPRESA
28042668,030,PROGRAMA REFUERZA
28042671,150,PROGRAMA 4ºESO+EMPRESA
28042671,030,PROGRAMA REFUERZA
28042681,189,ESCUELA DEPORTIVA: TENIS DE MESA
28042681,173,ESCUELA DEPORTIVA: FUTBOL SALA
28042681,030,PROGRAMA REFUERZA
28042681,168,ESCUELA DEPORTIVA: BALONMANO
28042681,169,ESCUELA DEPORTIVA: CICLISMO
28042681,174,ESCUELA DEPORTIVA: GIMNASIA
28042796,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28042981,189,ESCUELA DEPORTIVA: TENIS DE MESA
28042981,184,ESCUELA DEPORTIVA: VOLEIBOL
28042981,178,ESCUELA DEPORTIVA: ORIENTACION
28042981,150,PROGRAMA 4ºESO+EMPRESA
28042981,165,ESCUELA DEPORTIVA: BALONCESTO
28042981,174,ESCUELA DEPORTIVA: GIMNASIA
28042981,180,ESCUELA DEPORTIVA: SALVAMENTO Y SOCORRISMO
28042981,030,PROGRAMA REFUERZA
28042991,173,ESCUELA DEPORTIVA: FUTBOL SALA
28042991,165,ESCUELA DEPORTIVA: BALONCESTO
28042991,030,PROGRAMA REFUERZA
28042991,150,PROGRAMA 4ºESO+EMPRESA
28043016,184,ESCUELA DEPORTIVA: VOLEIBOL
28043016,168,ESCUELA DEPORTIVA: BALONMANO
28043016,173,ESCUELA DEPORTIVA: FUTBOL SALA
28043016,165,ESCUELA DEPORTIVA: BALONCESTO
28043016,030,PROGRAMA REFUERZA
28043028,030,PROGRAMA REFUERZA
28043077,150,PROGRAMA 4ºESO+EMPRESA
28044306,189,ESCUELA DEPORTIVA: TENIS DE MESA
28044306,184,ESCUELA DEPORTIVA: VOLEIBOL
28044306,166,ESCUELA DEPORTIVA: BADMINTON
28044306,150,PROGRAMA 4ºESO+EMPRESA
28044318,150,PROGRAMA 4ºESO+EMPRESA
28044318,030,PROGRAMA REFUERZA
28044719,150,PROGRAMA 4ºESO+EMPRESA
28044719,030,PROGRAMA REFUERZA
28044720,189,ESCUELA DEPORTIVA: TENIS DE MESA
28044720,150,PROGRAMA 4ºESO+EMPRESA
28044720,168,ESCUELA DEPORTIVA: BALONMANO
28044720,165,ESCUELA DEPORTIVA: BALONCESTO
28044744,184,ESCUELA DEPORTIVA: VOLEIBOL
28044744,165,ESCUELA DEPORTIVA: BALONCESTO
28044744,150,PROGRAMA 4ºESO+EMPRESA
28044744,166,ESCUELA DEPORTIVA: BADMINTON
28044744,168,ESCUELA DEPORTIVA: BALONMANO
28044756,184,ESCUELA DEPORTIVA: VOLEIBOL
28044756,150,PROGRAMA 4ºESO+EMPRESA
28044756,179,ESCUELA DEPORTIVA: PATINAJE
28044756,173,ESCUELA DEPORTIVA: FUTBOL SALA
28044756,165,ESCUELA DEPORTIVA: BALONCESTO
28044756,180,ESCUELA DEPORTIVA: SALVAMENTO Y SOCORRISMO
28044768,150,PROGRAMA 4ºESO+EMPRESA
28044902,186,ESCUELA DEPORTIVA: LUCHA
28044902,030,PROGRAMA REFUERZA
28044902,173,ESCUELA DEPORTIVA: FUTBOL SALA
28044902,165,ESCUELA DEPORTIVA: BALONCESTO
28044902,184,ESCUELA DEPORTIVA: VOLEIBOL
28044902,150,PROGRAMA 4ºESO+EMPRESA
28045025,150,PROGRAMA 4ºESO+EMPRESA
28045025,030,PROGRAMA REFUERZA
28045049,150,PROGRAMA 4ºESO+EMPRESA
28045049,030,PROGRAMA REFUERZA
28045050,150,PROGRAMA 4ºESO+EMPRESA
28045301,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28045633,173,ESCUELA DEPORTIVA: FUTBOL SALA
28045633,030,PROGRAMA REFUERZA
28045633,165,ESCUELA DEPORTIVA: BALONCESTO
28045645,184,ESCUELA DEPORTIVA: VOLEIBOL
28045645,173,ESCUELA DEPORTIVA: FUTBOL SALA
28045645,165,ESCUELA DEPORTIVA: BALONCESTO
28045645,150,PROGRAMA 4ºESO+EMPRESA
28045773,150,PROGRAMA 4ºESO+EMPRESA
28045773,030,PROGRAMA REFUERZA
28045803,189,ESCUELA DEPORTIVA: TENIS DE MESA
28045803,184,ESCUELA DEPORTIVA: VOLEIBOL
28045803,171,ESCUELA DEPORTIVA: FÚTBOL
28045803,150,PROGRAMA 4ºESO+EMPRESA
28045803,030,PROGRAMA REFUERZA
28045803,166,ESCUELA DEPORTIVA: BADMINTON
28045803,173,ESCUELA DEPORTIVA: FUTBOL SALA
28045815,150,PROGRAMA 4ºESO+EMPRESA
28045815,030,PROGRAMA REFUERZA
28045839,150,PROGRAMA 4ºESO+EMPRESA
28045839,030,PROGRAMA REFUERZA
28045840,184,ESCUELA DEPORTIVA: VOLEIBOL
28045840,165,ESCUELA DEPORTIVA: BALONCESTO
28045840,030,PROGRAMA REFUERZA
28045840,169,ESCUELA DEPORTIVA: CICLISMO
28045840,176,ESCUELA DEPORTIVA: HOCKEY
28045840,173,ESCUELA DEPORTIVA: FUTBOL SALA
28046091,189,ESCUELA DEPORTIVA: TENIS DE MESA
28046091,165,ESCUELA DEPORTIVA: BALONCESTO
28046091,150,PROGRAMA 4ºESO+EMPRESA
28046091,030,PROGRAMA REFUERZA
28046091,163,ESCUELA DEPORTIVA: ATLETISMO
28046091,173,ESCUELA DEPORTIVA: FUTBOL SALA
28046091,182,ESCUELA DEPORTIVA: TAEKWONDO
28046111,184,ESCUELA DEPORTIVA: VOLEIBOL
28046111,170,ESCUELA DEPORTIVA: ESGRIMA
28046111,166,ESCUELA DEPORTIVA: BADMINTON
28046111,030,PROGRAMA REFUERZA
28046111,165,ESCUELA DEPORTIVA: BALONCESTO
28046111,169,ESCUELA DEPORTIVA: CICLISMO
28046111,182,ESCUELA DEPORTIVA: TAEKWONDO
28046182,150,PROGRAMA 4ºESO+EMPRESA
28046251,150,PROGRAMA 4ºESO+EMPRESA
28046251,030,PROGRAMA REFUERZA
28046261,189,ESCUELA DEPORTIVA: TENIS DE MESA
28046261,030,PROGRAMA REFUERZA
28046261,150,PROGRAMA 4ºESO+EMPRESA
28046261,173,ESCUELA DEPORTIVA: FUTBOL SALA
28046261,161,ESCUELA DEPORTIVA: AJEDREZ
28046261,165,ESCUELA DEPORTIVA: BALONCESTO
28046273,184,ESCUELA DEPORTIVA: VOLEIBOL
28046273,030,PROGRAMA REFUERZA
28046273,150,PROGRAMA 4ºESO+EMPRESA
28046273,166,ESCUELA DEPORTIVA: BADMINTON
28046285,150,PROGRAMA 4ºESO+EMPRESA
28046297,173,ESCUELA DEPORTIVA: FUTBOL SALA
28046297,166,ESCUELA DEPORTIVA: BADMINTON
28046297,150,PROGRAMA 4ºESO+EMPRESA
28046303,030,PROGRAMA REFUERZA
28046315,150,PROGRAMA 4ºESO+EMPRESA
28046315,030,PROGRAMA REFUERZA
28046339,150,PROGRAMA 4ºESO+EMPRESA
28046339,030,PROGRAMA REFUERZA
28046352,188,ESCUELA DEPORTIVA: RUGBY
28046352,170,ESCUELA DEPORTIVA: ESGRIMA
28046352,166,ESCUELA DEPORTIVA: BADMINTON
28046352,173,ESCUELA DEPORTIVA: FUTBOL SALA
28046352,174,ESCUELA DEPORTIVA: GIMNASIA
28046352,165,ESCUELA DEPORTIVA: BALONCESTO
28046352,030,PROGRAMA REFUERZA
28046352,150,PROGRAMA 4ºESO+EMPRESA
28046364,189,ESCUELA DEPORTIVA: TENIS DE MESA
28046364,150,PROGRAMA 4ºESO+EMPRESA
28046364,030,PROGRAMA REFUERZA
28046364,166,ESCUELA DEPORTIVA: BADMINTON
28046364,179,ESCUELA DEPORTIVA: PATINAJE
28046510,150,PROGRAMA 4ºESO+EMPRESA
28046522,150,PROGRAMA 4ºESO+EMPRESA
28046522,030,PROGRAMA REFUERZA
28046558,184,ESCUELA DEPORTIVA: VOLEIBOL
28046558,168,ESCUELA DEPORTIVA: BALONMANO
28046558,030,PROGRAMA REFUERZA
28046558,150,PROGRAMA 4ºESO+EMPRESA
28046558,166,ESCUELA DEPORTIVA: BADMINTON
28046558,169,ESCUELA DEPORTIVA: CICLISMO
28046901,150,PROGRAMA 4ºESO+EMPRESA
28047368,150,PROGRAMA 4ºESO+EMPRESA
28047411,030,PROGRAMA REFUERZA
28048476,150,PROGRAMA 4ºESO+EMPRESA
28048476,030,PROGRAMA REFUERZA
28048877,150,PROGRAMA 4ºESO+EMPRESA
28048932,150,PROGRAMA 4ºESO+EMPRESA
28049377,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28049389,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28050343,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28050380,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28050434,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28050525,150,PROGRAMA 4ºESO+EMPRESA
28050537,184,ESCUELA DEPORTIVA: VOLEIBOL
28050537,166,ESCUELA DEPORTIVA: BADMINTON
28050537,162,ESCUELA DEPORTIVA: ACTIVIDADES MEDIO NATURAL
28050537,030,PROGRAMA REFUERZA
28050549,150,PROGRAMA 4ºESO+EMPRESA
28050549,030,PROGRAMA REFUERZA
28050550,184,ESCUELA DEPORTIVA: VOLEIBOL
28050550,165,ESCUELA DEPORTIVA: BALONCESTO
28050550,150,PROGRAMA 4ºESO+EMPRESA
28050550,030,PROGRAMA REFUERZA
28050562,184,ESCUELA DEPORTIVA: VOLEIBOL
28050562,173,ESCUELA DEPORTIVA: FUTBOL SALA
28050562,169,ESCUELA DEPORTIVA: CICLISMO
28050562,030,PROGRAMA REFUERZA
28050562,150,PROGRAMA 4ºESO+EMPRESA
28050720,150,PROGRAMA 4ºESO+EMPRESA
28050720,030,PROGRAMA REFUERZA
28050732,189,ESCUELA DEPORTIVA: TENIS DE MESA
28050732,150,PROGRAMA 4ºESO+EMPRESA
28050732,030,PROGRAMA REFUERZA
28050732,173,ESCUELA DEPORTIVA: FUTBOL SALA
28050732,184,ESCUELA DEPORTIVA: VOLEIBOL
28057076,150,PROGRAMA 4ºESO+EMPRESA
28057076,030,PROGRAMA REFUERZA
28057088,150,PROGRAMA 4ºESO+EMPRESA
28057180,190,ESCUELA DEPORTIVA: TRIATLON
28057180,173,ESCUELA DEPORTIVA: FUTBOL SALA
28057180,030,PROGRAMA REFUERZA
28057180,165,ESCUELA DEPORTIVA: BALONCESTO
28057180,180,ESCUELA DEPORTIVA: SALVAMENTO Y SOCORRISMO
28057180,189,ESCUELA DEPORTIVA: TENIS DE MESA
28057180,184,ESCUELA DEPORTIVA: VOLEIBOL
28057180,186,ESCUELA DEPORTIVA: LUCHA
28057209,184,ESCUELA DEPORTIVA: VOLEIBOL
28057209,165,ESCUELA DEPORTIVA: BALONCESTO
28057209,161,ESCUELA DEPORTIVA: AJEDREZ
28057209,150,PROGRAMA 4ºESO+EMPRESA
28057209,179,ESCUELA DEPORTIVA: PATINAJE
28057210,150,PROGRAMA 4ºESO+EMPRESA
28057222,150,PROGRAMA 4ºESO+EMPRESA
28057222,030,PROGRAMA REFUERZA
28057271,184,ESCUELA DEPORTIVA: VOLEIBOL
28057271,173,ESCUELA DEPORTIVA: FUTBOL SALA
28057271,030,PROGRAMA REFUERZA
28057271,150,PROGRAMA 4ºESO+EMPRESA
28057271,165,ESCUELA DEPORTIVA: BALONCESTO
28057362,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28057751,030,PROGRAMA REFUERZA
28057881,150,PROGRAMA 4ºESO+EMPRESA
28058135,150,PROGRAMA 4ºESO+EMPRESA
28058548,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28058603,184,ESCUELA DEPORTIVA: VOLEIBOL
28058603,030,PROGRAMA REFUERZA
28058603,150,PROGRAMA 4ºESO+EMPRESA
28058603,166,ESCUELA DEPORTIVA: BADMINTON
28058627,180,ESCUELA DEPORTIVA: SALVAMENTO Y SOCORRISMO
28058627,169,ESCUELA DEPORTIVA: CICLISMO
28058627,173,ESCUELA DEPORTIVA: FUTBOL SALA
28058627,166,ESCUELA DEPORTIVA: BADMINTON
28058627,161,ESCUELA DEPORTIVA: AJEDREZ
28058627,030,PROGRAMA REFUERZA
28058627,150,PROGRAMA 4ºESO+EMPRESA
28058627,165,ESCUELA DEPORTIVA: BALONCESTO
28058639,150,PROGRAMA 4ºESO+EMPRESA
28058639,030,PROGRAMA REFUERZA
28058640,184,ESCUELA DEPORTIVA: VOLEIBOL
28058640,179,ESCUELA DEPORTIVA: PATINAJE
28058640,165,ESCUELA DEPORTIVA: BALONCESTO
28058640,150,PROGRAMA 4ºESO+EMPRESA
28058640,166,ESCUELA DEPORTIVA: BADMINTON
28058652,182,ESCUELA DEPORTIVA: TAEKWONDO
28058652,171,ESCUELA DEPORTIVA: FÚTBOL
28058652,150,PROGRAMA 4ºESO+EMPRESA
28058652,030,PROGRAMA REFUERZA
28058652,166,ESCUELA DEPORTIVA: BADMINTON
28058652,174,ESCUELA DEPORTIVA: GIMNASIA
28058664,184,ESCUELA DEPORTIVA: VOLEIBOL
28058664,165,ESCUELA DEPORTIVA: BALONCESTO
28058664,150,PROGRAMA 4ºESO+EMPRESA
28058664,030,PROGRAMA REFUERZA
28058664,161,ESCUELA DEPORTIVA: AJEDREZ
28058664,166,ESCUELA DEPORTIVA: BADMINTON
28058664,173,ESCUELA DEPORTIVA: FUTBOL SALA
28058664,176,ESCUELA DEPORTIVA: HOCKEY
28058676,150,PROGRAMA 4ºESO+EMPRESA
28058676,030,PROGRAMA REFUERZA
28058688,030,PROGRAMA REFUERZA
28059279,173,ESCUELA DEPORTIVA: FUTBOL SALA
28059279,150,PROGRAMA 4ºESO+EMPRESA
28060105,150,PROGRAMA 4ºESO+EMPRESA
28060270,150,PROGRAMA 4ºESO+EMPRESA
28060270,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28060312,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28060348,150,PROGRAMA 4ºESO+EMPRESA
28060361,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28060385,150,PROGRAMA 4ºESO+EMPRESA
28060385,030,PROGRAMA REFUERZA
28060397,150,PROGRAMA 4ºESO+EMPRESA
28061286,150,PROGRAMA 4ºESO+EMPRESA
28061298,150,PROGRAMA 4ºESO+EMPRESA
28062011,150,PROGRAMA 4ºESO+EMPRESA
28062023,184,ESCUELA DEPORTIVA: VOLEIBOL
28062023,166,ESCUELA DEPORTIVA: BADMINTON
28062023,150,PROGRAMA 4ºESO+EMPRESA
28062023,173,ESCUELA DEPORTIVA: FUTBOL SALA
28062023,182,ESCUELA DEPORTIVA: TAEKWONDO
28062035,184,ESCUELA DEPORTIVA: VOLEIBOL
28062035,180,ESCUELA DEPORTIVA: SALVAMENTO Y SOCORRISMO
28062035,179,ESCUELA DEPORTIVA: PATINAJE
28062035,030,PROGRAMA REFUERZA
28062035,165,ESCUELA DEPORTIVA: BALONCESTO
28062217,150,PROGRAMA 4ºESO+EMPRESA
28062333,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28062497,150,PROGRAMA 4ºESO+EMPRESA
28062813,150,PROGRAMA 4ºESO+EMPRESA
28063192,150,PROGRAMA 4ºESO+EMPRESA
28063751,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28063817,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28064007,150,PROGRAMA 4ºESO+EMPRESA
28064007,030,PROGRAMA REFUERZA
28064044,150,PROGRAMA 4ºESO+EMPRESA
28064044,030,PROGRAMA REFUERZA
28064081,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28064160,150,PROGRAMA 4ºESO+EMPRESA
28064196,150,PROGRAMA 4ºESO+EMPRESA
28064202,150,PROGRAMA 4ºESO+EMPRESA
28064238,150,PROGRAMA 4ºESO+EMPRESA
28064846,150,PROGRAMA 4ºESO+EMPRESA
28065632,150,PROGRAMA 4ºESO+EMPRESA
28065644,173,ESCUELA DEPORTIVA: FUTBOL SALA
28065644,166,ESCUELA DEPORTIVA: BADMINTON
28065644,030,PROGRAMA REFUERZA
28065735,150,PROGRAMA 4ºESO+EMPRESA
28065760,150,PROGRAMA 4ºESO+EMPRESA
28065772,150,PROGRAMA 4ºESO+EMPRESA
28065784,150,PROGRAMA 4ºESO+EMPRESA
28065841,150,PROGRAMA 4ºESO+EMPRESA
28065841,030,PROGRAMA REFUERZA
28066417,150,PROGRAMA 4ºESO+EMPRESA
28066508,150,PROGRAMA 4ºESO+EMPRESA
28067367,150,PROGRAMA 4ºESO+EMPRESA
28067379,150,PROGRAMA 4ºESO+EMPRESA
28067392,150,PROGRAMA 4ºESO+EMPRESA
28067409,150,PROGRAMA 4ºESO+EMPRESA
28067422,150,PROGRAMA 4ºESO+EMPRESA
28067434,150,PROGRAMA 4ºESO+EMPRESA
28067586,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28067628,184,ESCUELA DEPORTIVA: VOLEIBOL
28067628,173,ESCUELA DEPORTIVA: FUTBOL SALA
28067628,168,ESCUELA DEPORTIVA: BALONMANO
28067628,165,ESCUELA DEPORTIVA: BALONCESTO
28067628,150,PROGRAMA 4ºESO+EMPRESA
28067628,030,PROGRAMA REFUERZA
28067631,150,PROGRAMA 4ºESO+EMPRESA
28067707,150,PROGRAMA 4ºESO+EMPRESA
28067744,150,PROGRAMA 4ºESO+EMPRESA
28067847,150,PROGRAMA 4ºESO+EMPRESA
28069169,031,PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28069273,150,PROGRAMA 4ºESO+EMPRESA
28069297,150,PROGRAMA 4ºESO+EMPRESA
28069303,150,PROGRAMA 4ºESO+EMPRESA
28069315,150,PROGRAMA 4ºESO+EMPRESA
28069391,173,ESCUELA DEPORTIVA: FUTBOL SALA
28069391,166,ESCUELA DEPORTIVA: BADMINTON
28069391,150,PROGRAMA 4ºESO+EMPRESA
28069391,030,PROGRAMA REFUERZA
28069406,150,PROGRAMA 4ºESO+EMPRESA
28069844,184,ESCUELA DEPORTIVA: VOLEIBOL
28069844,173,ESCUELA DEPORTIVA: FUTBOL SALA
28069844,150,PROGRAMA 4ºESO+EMPRESA
28069844,030,PROGRAMA REFUERZA
28070101,150,PROGRAMA 4ºESO+EMPRESA
28070159,150,PROGRAMA 4ºESO+EMPRESA
28070846,150,PROGRAMA 4ºESO+EMPRESA
28070858,150,PROGRAMA 4ºESO+EMPRESA
28070883,150,PROGRAMA 4ºESO+EMPRESA
28070895,150,PROGRAMA 4ºESO+EMPRESA
28070962,184,ESCUELA DEPORTIVA: VOLEIBOL
28070962,150,PROGRAMA 4ºESO+EMPRESA
28070962,030,PROGRAMA REFUERZA
28070962,174,ESCUELA DEPORTIVA: GIMNASIA
28070962,176,ESCUELA DEPORTIVA: HOCKEY
28070974,184,ESCUELA DEPORTIVA: VOLEIBOL
28070974,173,ESCUELA DEPORTIVA: FUTBOL SALA
28070974,166,ESCUELA DEPORTIVA: BADMINTON
28070974,165,ESCUELA DEPORTIVA: BALONCESTO
28070974,162,ESCUELA DEPORTIVA: ACTIVIDADES MEDIO NATURAL
28070974,150,PROGRAMA 4ºESO+EMPRESA
28070974,030,PROGRAMA REFUERZA
28071310,184,ESCUELA DEPORTIVA: VOLEIBOL
28071310,166,ESCUELA DEPORTIVA: BADMINTON
28071310,165,ESCUELA DEPORTIVA: BALONCESTO
28071310,150,PROGRAMA 4ºESO+EMPRESA
28071310,030,PROGRAMA REFUERZA
28072107,150,PROGRAMA 4ºESO+EMPRESA
28072107,030,PROGRAMA REFUERZA
28072156,150,PROGRAMA 4ºESO+EMPRESA
28072211,150,PROGRAMA 4ºESO+EMPRESA
28072223,030,PROGRAMA REFUERZA
28073148,150,PROGRAMA 4ºESO+EMPRESA
28073151,150,PROGRAMA 4ºESO+EMPRESA
28073161,150,PROGRAMA 4ºESO+EMPRESA
28073173,150,PROGRAMA 4ºESO+EMPRESA
28073276,150,PROGRAMA 4ºESO+EMPRESA
28073859,184,ESCUELA DEPORTIVA: VOLEIBOL
28073859,166,ESCUELA DEPORTIVA: BADMINTON
28073859,165,ESCUELA DEPORTIVA: BALONCESTO
28073859,150,PROGRAMA 4ºESO+EMPRESA
28074037,150,PROGRAMA 4ºESO+EMPRESA
28074037,030,PROGRAMA REFUERZA
28074049,184,ESCUELA DEPORTIVA: VOLEIBOL
28074049,177,ESCUELA DEPORTIVA: JUDO
28074049,169,ESCUELA DEPORTIVA: CICLISMO
28074049,166,ESCUELA DEPORTIVA: BADMINTON
28074050,150,PROGRAMA 4ºESO+EMPRESA
28074050,030,PROGRAMA REFUERZA
28074062,184,ESCUELA DEPORTIVA: VOLEIBOL
28074062,150,PROGRAMA 4ºESO+EMPRESA
28074062,165,ESCUELA DEPORTIVA: BALONCESTO
28074062,180,ESCUELA DEPORTIVA: SALVAMENTO Y SOCORRISMO
28074086,150,PROGRAMA 4ºESO+EMPRESA
28074244,176,ESCUELA DEPORTIVA: HOCKEY
