centro_codigo;centro_nombre;centro_tipo_codigo;centro_tipo_desc_abreviada;centro_tipo_descripcion;centro_titularidad;dat_codigo;dat_nombre;centro_direccion_coor_x;centro_direccion_coor_y;actividad_extraexcolar_codigo;actividad_extraexcolar_descrip
28002038;FEDERICO GARCIA LORCA;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;3;Madrid-Este;468269;4488523;150;PROGRAMA 4ºESO+EMPRESA
28002105;SUAREZ SOMONTE;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;2;Madrid-Sur;375012;4457835;179;ESCUELA DEPORTIVA: PATINAJE
28002105;SUAREZ SOMONTE;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;2;Madrid-Sur;375012;4457835;165;ESCUELA DEPORTIVA: BALONCESTO
28002105;SUAREZ SOMONTE;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;2;Madrid-Sur;375012;4457835;178;ESCUELA DEPORTIVA: ORIENTACION
28002105;SUAREZ SOMONTE;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;2;Madrid-Sur;375012;4457835;150;PROGRAMA 4ºESO+EMPRESA
28002129;VIA ROMANA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;411461;4510509;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28002181;JUAN CARLOS I;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;447174;4444995;189;ESCUELA DEPORTIVA: TENIS DE MESA
28002181;JUAN CARLOS I;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;447174;4444995;179;ESCUELA DEPORTIVA: PATINAJE
28002181;JUAN CARLOS I;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;447174;4444995;030;PROGRAMA REFUERZA
28002181;JUAN CARLOS I;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;447174;4444995;150;PROGRAMA 4ºESO+EMPRESA
28002181;JUAN CARLOS I;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;447174;4444995;165;ESCUELA DEPORTIVA: BALONCESTO
28002181;JUAN CARLOS I;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;447174;4444995;180;ESCUELA DEPORTIVA: SALVAMENTO Y SOCORRISMO
28002181;JUAN CARLOS I;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;447174;4444995;184;ESCUELA DEPORTIVA: VOLEIBOL
28002181;JUAN CARLOS I;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;447174;4444995;181;ESCUELA DEPORTIVA: TIRO CON ARCO
28002211;VILLA DE COBEÑA;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;1;Madrid-Norte;457159;4491094;168;ESCUELA DEPORTIVA: BALONMANO
28002211;VILLA DE COBEÑA;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;1;Madrid-Norte;457159;4491094;150;PROGRAMA 4ºESO+EMPRESA
28002270;SOLEDAD SAINZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;435429;4501233;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28002282;VIRGEN DE LOS REMEDIOS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;435134;4501531;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28002312;MARQUES DE SANTILLANA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;434845;4502351;150;PROGRAMA 4ºESO+EMPRESA
28002312;MARQUES DE SANTILLANA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;434845;4502351;030;PROGRAMA REFUERZA
28002361;VIRGEN DE LA PAZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;412816;4505384;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28002385;CAÑADA REAL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;414458;4498946;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28002415;JAIME FERRAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;415198;4499081;189;ESCUELA DEPORTIVA: TENIS DE MESA
28002415;JAIME FERRAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;415198;4499081;173;ESCUELA DEPORTIVA: FUTBOL SALA
28002415;JAIME FERRAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;415198;4499081;150;PROGRAMA 4ºESO+EMPRESA
28002415;JAIME FERRAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;415198;4499081;030;PROGRAMA REFUERZA
28002415;JAIME FERRAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;415198;4499081;162;ESCUELA DEPORTIVA: ACTIVIDADES MEDIO NATURAL
28002415;JAIME FERRAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;415198;4499081;174;ESCUELA DEPORTIVA: GIMNASIA
28002415;JAIME FERRAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;415198;4499081;184;ESCUELA DEPORTIVA: VOLEIBOL
28002415;JAIME FERRAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;415198;4499081;182;ESCUELA DEPORTIVA: TAEKWONDO
28002427;VIRGEN DE LA ALMUDENA;073;CPR PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;415723;4499209;150;PROGRAMA 4ºESO+EMPRESA
28002464;SAN PABLO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;451771;4475359;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28002580;MIGUEL CATALAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;454090;4475869;150;PROGRAMA 4ºESO+EMPRESA
28002580;MIGUEL CATALAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;454090;4475869;030;PROGRAMA REFUERZA
28002737;CARLOS RUIZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;490842;4448099;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28002804;SAN ESTEBAN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;432929;4459864;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28002853;MARTINA GARCIA;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;1;Madrid-Norte;456391;4497763;189;ESCUELA DEPORTIVA: TENIS DE MESA
28002853;MARTINA GARCIA;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;1;Madrid-Norte;456391;4497763;168;ESCUELA DEPORTIVA: BALONMANO
28002853;MARTINA GARCIA;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;1;Madrid-Norte;456391;4497763;184;ESCUELA DEPORTIVA: VOLEIBOL
28002890;SAN GREGORIO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;415560;4492944;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28002944;LA ALHONDIGA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;437305;4462080;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28002956;ORTIZ ECHAGUE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;438495;4462697;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28002981;SAGRADO CORAZON;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;437744;4461979;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28003134;SAN JOSE;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;437914;4462195;150;PROGRAMA 4ºESO+EMPRESA
28003201;MATEMATICO PUIG ADAM;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;437479;4461038;150;PROGRAMA 4ºESO+EMPRESA
28003328;CIUDAD DE MADRID;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;438657;4463275;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28003420;ALEJANDRO RUBIO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;441354;4514738;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28003501;CALDERON DE LA BARCA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;434864;4465284;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28003535;MARQUES DE LEGANES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;434868;4464128;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28003675;LICEO SAN PABLO;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;435378;4464388;150;PROGRAMA 4ºESO+EMPRESA
28003778;GONZALO DE BERCEO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;433825;4468053;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28003882;JOSE DE CHURRIGUERA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;435250;4463907;150;PROGRAMA 4ºESO+EMPRESA
28003882;JOSE DE CHURRIGUERA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;435250;4463907;030;PROGRAMA REFUERZA
28003900;MARIA ZAMBRANO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;436494;4464717;150;PROGRAMA 4ºESO+EMPRESA
28003900;MARIA ZAMBRANO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;436494;4464717;030;PROGRAMA REFUERZA
28004059;CERVANTES;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440331;4473049;184;ESCUELA DEPORTIVA: VOLEIBOL
28004059;CERVANTES;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440331;4473049;174;ESCUELA DEPORTIVA: GIMNASIA
28004059;CERVANTES;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440331;4473049;165;ESCUELA DEPORTIVA: BALONCESTO
28004059;CERVANTES;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440331;4473049;150;PROGRAMA 4ºESO+EMPRESA
28004059;CERVANTES;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440331;4473049;161;ESCUELA DEPORTIVA: AJEDREZ
28004059;CERVANTES;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440331;4473049;173;ESCUELA DEPORTIVA: FUTBOL SALA
28004059;CERVANTES;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440331;4473049;176;ESCUELA DEPORTIVA: HOCKEY
28004266;DAMASO ALONSO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;439803;4466409;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28004904;CIUDAD DE JAEN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;440505;4469336;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28005091;AZORIN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;441673;4466065;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28005155;BOLIVIA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;436359;4473264;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
