02/04/2020;43;47;41;48;43;45;51;45;48;45;46;48;48;62
03/04/2020;64;63;55;62;57;61;74;63;64;68;60;56;60;75
04/04/2020;62;63;49;60;55;58;69;64;65;67;60;61;61;78
05/04/2020;70;73;67;76;67;71;83;71;73;78;73;70;69;84
06/04/2020;47;55;48;57;52;53;65;56;53;59;55;51;53;70
07/04/2020;41;51;44;51;40;47;62;44;45;56;47;39;48;56
08/04/2020;47;53;44;56;49;50;68;54;50;59;50;47;48;65
09/04/2020;55;58;60;68;57;48;71;60;60;69;65;52;52;70
10/04/2020;48;57;51;57;45;56;62;54;53;65;59;54;56;68
11/04/2020;58;60;60;67;54;60;73;62;60;71;65;57;58;71
12/04/2020;83;88;83;93;80;83;100;85;83;95;85;71;80;98
13/04/2020;77;75;70;79;70;77;86;75;76;84;71;75;73;89
14/04/2020;51;48;46;52;41;46;57;52;51;55;51;44;49;65
15/04/2020;67;68;62;69;61;68;77;66;67;75;64;62;66;79
16/04/2020;55;58;50;48;50;56;64;56;54;61;53;54;55;68
17/04/2020;57;59;50;36;52;54;71;55;57;66;53;47;53;68
18/04/2020;56;53;42;50;46;46;60;51;53;57;53;46;48;62
19/04/2020;72;71;66;74;61;69;83;71;70;82;75;64;67;84
20/04/2020;50;53;47;51;46;52;59;51;47;51;50;44;51;64
21/04/2020;67;68;65;71;63;66;78;67;72;72;71;63;67;77
22/04/2020;63;66;50;59;55;67;70;63;63;65;57;52;64;75
23/04/2020;52;51;47;55;47;46;59;50;52;53;49;-;46;59
24/04/2020;60;52;48;55;49;47;66;56;56;62;54;52;49;65
25/04/2020;78;72;70;75;64;61;86;74;75;80;74;49;63;79
26/04/2020;67;65;62;68;57;56;75;63;66;67;68;51;55;73
27/04/2020;77;76;70;78;70;76;87;72;80;72;75;65;74;85
28/04/2020;66;67;63;71;63;58;77;65;69;63;68;57;65;75
29/04/2020;60;60;56;64;58;58;70;61;60;59;63;53;58;72
30/04/2020;71;70;68;74;68;72;81;70;76;78;74;77;69;82
01/05/2020;57;56;52;58;51;54;64;54;58;59;60;57;53;64
02/05/2020;44;43;39;45;40;42;52;42;43;47;46;38;40;50
03/05/2020;49;50;39;52;47;44;53;52;48;52;48;48;46;62
04/05/2020;56;56;41;49;50;49;59;57;58;58;48;54;54;69
05/05/2020;75;76;66;78;71;72;88;76;79;72;75;70;70;88
06/05/2020;69;67;-;69;66;62;77;65;70;62;63;70;61;81
07/05/2020;72;69;61;71;68;63;78;71;77;75;65;71;66;86
08/05/2020;82;79;76;88;80;80;87;84;84;85;82;81;75;94
09/05/2020;79;77;74;81;73;77;85;76;79;82;81;66;72;87
10/05/2020;71;69;66;70;62;69;72;67;71;75;73;68;67;76
11/05/2020;63;63;60;66;62;65;68;63;67;70;66;64;62;72
12/05/2020;58;56;52;59;50;56;61;56;57;60;54;55;53;66
13/05/2020;70;70;66;74;66;71;78;70;73;76;72;69;67;79
14/05/2020;67;65;57;67;61;62;74;68;69;73;62;63;62;77
15/05/2020;60;57;52;61;48;53;64;59;57;62;57;45;53;68
16/05/2020;64;57;62;67;58;60;65;61;64;68;64;65;57;71
17/05/2020;82;76;81;85;75;76;84;78;81;84;84;66;69;88
18/05/2020;73;73;49;65;60;67;67;67;73;78;64;60;68;81
19/05/2020;73;70;66;77;70;70;74;67;75;71;68;65;65;84
20/05/2020;69;72;54;65;62;67;69;69;71;73;64;65;67;83
21/05/2020;72;80;57;71;70;76;69;67;77;78;68;69;74;88
22/05/2020;70;73;60;70;71;72;72;76;71;74;69;70;69;87
23/05/2020;74;69;66;74;68;68;72;66;72;77;71;63;61;81
24/05/2020;75;71;66;79;72;70;74;75;72;77;77;79;62;84
25/05/2020;61;61;57;67;61;63;64;66;61;66;60;66;54;75
26/05/2020;53;62;53;63;58;53;56;58;60;57;57;66;48;69
27/05/2020;67;70;65;74;69;70;70;72;69;71;68;76;60;81
28/05/2020;87;85;83;94;85;85;88;91;86;88;83;83;71;100
29/05/2020;83;82;77;86;81;68;83;84;78;82;77;82;62;94
30/05/2020;85;85;76;89;85;80;86;85;82;90;87;88;72;98
31/05/2020;81;82;77;90;79;80;84;80;78;91;83;79;69;92
01/06/2020;70;89;62;73;67;73;79;74;73;81;74;67;65;83
02/06/2020;58;81;54;64;64;72;67;65;68;69;63;60;62;82
03/06/2020;55;67;64;71;69;62;71;69;66;72;65;59;59;76
04/06/2020;59;77;71;77;72;65;73;69;74;77;76;68;63;77
05/06/2020;62;70;67;74;68;73;73;71;70;76;68;63;68;81
06/06/2020;61;74;70;77;73;62;74;71;72;78;72;63;64;81
07/06/2020;51;59;59;65;60;59;60;60;58;66;62;59;57;69
08/06/2020;53;65;65;71;65;66;61;66;66;66;60;72;65;76
09/06/2020;-;72;69;79;71;72;69;68;73;73;69;73;71;81
10/06/2020;-;74;71;79;74;73;73;72;75;78;73;77;73;82
11/06/2020;68;72;73;78;75;73;73;69;73;80;74;72;74;79
12/06/2020;60;-;61;66;64;64;62;61;63;70;64;69;63;71
13/06/2020;72;75;68;76;68;76;73;69;72;79;71;73;74;82
14/06/2020;72;73;68;75;69;72;69;70;70;77;73;71;72;80
15/06/2020;61;62;59;68;65;66;66;63;61;70;63;64;62;68
16/06/2020;51;52;48;57;57;56;53;55;53;57;58;62;55;62
17/06/2020;64;69;61;71;68;71;68;67;66;71;67;68;70;76
18/06/2020;63;65;58;67;66;65;64;65;65;74;-;66;68;74
19/06/2020;68;76;64;71;70;74;71;74;71;79;65;73;72;78
20/06/2020;65;76;61;74;73;73;69;67;66;76;68;74;74;76
21/06/2020;67;79;65;70;72;69;67;66;64;78;64;71;69;80
22/06/2020;73;89;78;90;88;79;76;79;81;87;71;92;81;89
23/06/2020;74;81;64;81;80;76;76;83;77;79;65;93;77;92
24/06/2020;61;74;63;75;72;69;66;73;64;71;56;80;73;80
25/06/2020;69;80;69;84;81;71;80;81;75;85;66;91;75;87
26/06/2020;64;74;64;75;71;72;71;73;68;78;65;79;69;78
27/06/2020;65;72;58;72;67;66;67;65;64;72;66;67;64;73
28/06/2020;60;69;53;65;59;65;63;65;58;68;53;59;61;66
