codigo,via_publica,distrito,wikiDistrito,direccion,coord_x,coord_y,en_funcionamiento,longitud,latitud
FUE_01-01_0000000023,ZV,Centro,https://wikidata.org/entity/Q1763376,PLAZA DE SANTO DOMINGO,439913.6859,4474623.727,true,-3.7082753,40.4200731
FUE_01-01_0000000024,ZV,Centro,https://wikidata.org/entity/Q1763376,JARDINES PLAZA GABRIEL MIRO,439346.7118,4473805.941,true,-3.7148802,40.412665
FUE_01-01_0000000027,ZV,Centro,https://wikidata.org/entity/Q1763376,PARQUE DE ATENAS,439005.2002,4474042.985,true,-3.7189277,40.4147755
FUE_01-01_0000000028,ZV,Centro,https://wikidata.org/entity/Q1763376,PARQUE DE ATENAS,438901.76,4474042.18,true,-3.7201468,40.4147606
FUE_01-01_0000000029,ZV,Centro,https://wikidata.org/entity/Q1763376,PARQUE CASINO DE LA REINA,440213.5592,4473132.298,true,-3.7046006,40.4066592
FUE_01-01_0000000030,ZV,Centro,https://wikidata.org/entity/Q1763376,PARQUE CASINO DE LA REINA,440150.8768,4477112.016,true,-3.7057139,40.4425058
FUE_01-01_0000000031,VP,Centro,https://wikidata.org/entity/Q1763376,CL ARGANZUELA No:1,439735.5452,4473379.122,true,-3.7102571,40.4088482
FUE_01-01_0000000032,VP,Centro,https://wikidata.org/entity/Q1763376,"CL MESON DE PAREDES, No 48",440273.2651,4473434.891,true,-3.7039254,40.4093894
FUE_01-01_0000000033,VP,Centro,https://wikidata.org/entity/Q1763376,CL SAN JUSTO No:1,439843.2957,4473930.022,true,-3.7090393,40.4138188
FUE_01-01_0000000034,VP,Centro,https://wikidata.org/entity/Q1763376,PLAZA JESUS No:4,439995.0402,4473496.73,true,-3.7072101,40.4099264
FUE_01-01_0000000036,VP,Centro,https://wikidata.org/entity/Q1763376,PLAZA CASCORRO No:11,440951.0136,4473425.951,true,-3.6959374,40.4093572
FUE_01-01_0000000037,VP,Centro,https://wikidata.org/entity/Q1763376,PLAZA ISABEL II No:8,439838.4509,4474407.334,true,-3.7091416,40.4181182
FUE_01-01_0000000038,VP,Centro,https://wikidata.org/entity/Q1763376,"PZA. GENERAL VARA DE REY, No 3",439894.0509,4473423.029,true,-3.7083933,40.4092552
FUE_01-01_0000000039,VP,Centro,https://wikidata.org/entity/Q1763376,"PZA. GABRIEL MIRO, No 8",439337.9101,4473732.938,true,-3.7149769,40.4120067
FUE_01-01_0000000041,VP,Centro,https://wikidata.org/entity/Q1763376,"C/ SANTA CRUZ DE MARCENADO, 18",439804.5471,4475601.772,true,-3.7096543,40.4288758
FUE_01-01_0000000042,VP,Centro,https://wikidata.org/entity/Q1763376,PLAZA SANTA MARIA SOLEDAD TORRES ACOSTA,440151.64,4474817.1,true,-3.7054888,40.4218322
FUE_01-01_0000000043,VP,Centro,https://wikidata.org/entity/Q1763376,"CALLE DEL ALMENDRO, 3",439844.35,4473824.59,true,-3.709017,40.4128691
FUE_01-01_0000000044,VP,Centro,https://wikidata.org/entity/Q1763376,"CIUDAD RODRIGO, JUNTO ACCESO PZA. MAYOR",439879.02,4474144.04,true,-3.7086386,40.4157493
FUE_01-01_0000000045,ZV,Centro,https://wikidata.org/entity/Q1763376,JARDINES ARQUITECTO RIBERA,440651.51,4475261.61,true,-3.6996383,40.4258724
FUE_01-01_0000000046,VP,Centro,https://wikidata.org/entity/Q1763376,CALLE ARENAL No 18,440031.29,4474322.66,true,-3.7068608,40.4173694
FUE_01-01_0000000047,ZV,Centro,https://wikidata.org/entity/Q1763376,PLAZA DE LAVAPIES,440519.31,4473379.46,true,-3.7010206,40.4089076
FAM_01-01_0000000048,ZV,Centro,https://wikidata.org/entity/Q1763376,PLAZA DEL PRINCIPE ALFONSO No5,440569.19,4474037.7,true,-3.7004943,40.414841
FAM_01-01_0000000049,ZV,Centro,https://wikidata.org/entity/Q1763376,PASEO DE RECOLETOS No 17,441255.76,4474770.46,true,-3.6924701,40.4214908
FAM_01-01_0000000050,ZV,Centro,https://wikidata.org/entity/Q1763376,PLAZA JACINTO BENAVENTE No 2,440345.47,4474000.18,true,-3.7031275,40.4144869
FAM_01-01_0000000051,ZV,Centro,https://wikidata.org/entity/Q1763376,"CALLE TRES CRUCES, 1",440338.32,4474513.31,true,-3.7032599,40.419109
FAM_01-01_0000000052,VP,Centro,https://wikidata.org/entity/Q1763376,C/ AUGUSTO FIGUEROA No 41,440894.84,4474833.97,true,-3.6967302,40.4220373
FAM_01-01_0000000053,ZV,Centro,https://wikidata.org/entity/Q1763376,"PLAZA GUARDIAS DE CORPS, 4",439731.8,4475414.52,true,-3.7104941,40.4271838
FUE_01-01_0000000054,VP,Centro,https://wikidata.org/entity/Q1763376,"GRAN VIA, 69",439737.76,4474945.45,true,-3.7103794,40.4229586
FUE_01-01_0000000055,VP,Centro,https://wikidata.org/entity/Q1763376,"CABALLERO DE GRACIA, 40",440824.97,4474488.94,true,-3.6975217,40.4189242
FUE_01-01_0000000063,ZV,Centro,https://wikidata.org/entity/Q1763376,PARQUE CASINO DE LA REINA,440133.39,4473044.21,true,-3.7055371,40.4058599
FUE_01-01_0000000064,ZV,Centro,https://wikidata.org/entity/Q1763376,PARQUE CASINO DE LA REINA,440116.53,4473053.82,true,-3.7057367,40.4059452
FAM_01-01_0000000056,ZV,Centro,https://wikidata.org/entity/Q1763376,PASEO DE RECOLETOS 1,441185.92,4474584.23,true,-3.6932761,40.4198082
FAM_01-01_0000000057,ZV,Centro,https://wikidata.org/entity/Q1763376,TIRSO DE MOLINA 2,440295.29,4473761.7,true,-3.7036965,40.412335
FAM_01-01_0000000058,VP,Centro,https://wikidata.org/entity/Q1763376,TOLEDO 40,439964.21,4473787.04,true,-3.7076008,40.4125395
FAM_01-01_0000000059,VP,Centro,https://wikidata.org/entity/Q1763376,PLAZA PLATERIA DE MARTINEZ 3,441129.77,4473799.75,true,-3.6938653,40.4127372
FAM_01-01_0000000060,VP,Centro,https://wikidata.org/entity/Q1763376,CALLE ALCALA 48,441051.69,4474488.4,true,-3.6948494,40.4189354
FAM_01-01_0000000061,ZV,Centro,https://wikidata.org/entity/Q1763376,CALLE HUERTAS 71,441001.17,4473841.53,true,-3.6953848,40.4131045
FAM_01-01_0000000062,ZV,Centro,https://wikidata.org/entity/Q1763376,CALLE SAN LUCAS 1,440864.72,4475031.35,true,-3.6971036,40.4238133
FAM_01-01_0000000063,VP,Centro,https://wikidata.org/entity/Q1763376,CALLE MAYOR 32,439948.63,4474192.11,true,-3.7078227,40.4161874
FAM_01-01_0000000064,VP,Centro,https://wikidata.org/entity/Q1763376,PLAZA DE SANTIAGO 4,439695.29,4474251.51,true,-3.7108142,40.4167042
FAM_01-01_0000000065,VP,Centro,https://wikidata.org/entity/Q1763376,PLAZA CONDE DE BARAJAS 6,439881.49,4474004.73,true,-3.7085963,40.4144946
FAM_01-01_0000000066,ZV,Centro,https://wikidata.org/entity/Q1763376,PLAZA VIRGEN DE LA PALOMA 1,439587.39,4473309.42,true,-3.7119965,40.4082096
FAM_01-01_0000000067,VP,Centro,https://wikidata.org/entity/Q1763376,CALLE SANTA CRUZ DE MARCENADO 31,439491.54,4475691.51,true,-3.7133527,40.4296616
FAM_01-01_0000000068,VP,Centro,https://wikidata.org/entity/Q1763376,CALLE SAN PEDRO 20,441045.86,4473662.57,true,-3.6948415,40.4114955
FAM_01-01_0000000069,ZV,Centro,https://wikidata.org/entity/Q1763376,PLAZA SANTA BARBARA 10,440912.85,4475331.47,true,-3.6965641,40.4265203
FAM_01-01_0000000070,ZV,Centro,https://wikidata.org/entity/Q1763376,PLAZA CONDE DE MIRANDA 2,439795.53,4474038,true,-3.7096126,40.414788
FAM_01-01_0000000076,ZV,Centro,https://wikidata.org/entity/Q1763376,PLAZA DEL CAMPILLO DEL MUNDO NUEVO,439879.79,4473088.97,true,-3.7085298,40.4062448
MOD_000013,ZV,Centro,https://wikidata.org/entity/Q1763376,JARDINES DE LA PLAZA DE ORIENTE,439604.66,4474347.24,true,-3.7118915,40.41756
MOD_000012,ZV,Centro,https://wikidata.org/entity/Q1763376,JARDINES DE SABATINI,439448.55,4474672.62,true,-3.7137624,40.4204798
FB_900013,ZV,Centro,https://wikidata.org/entity/Q1763376,MADRID RIO,438776.1,4474277.1,true,-3.7216504,40.4168676
FB_900014,ZV,Centro,https://wikidata.org/entity/Q1763376,MADRID RIO,438732.8,4474119.6,true,-3.7221456,40.4154456
FUE_02-02_0000000001,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,ED 3/3 MENDEZ ALVARO - DELICIAS,441880.8298,4472295.84,true,-3.6848763,40.399242
FUE_02-02_0000000002,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,RAMIREZ DE PRADO,441666.9056,4472270.393,true,-3.6873947,40.3989978
FUE_02-02_0000000003,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,Z.V. PUERTO DE  BEJAR,441726.2999,4471118.306,true,-3.6865894,40.3886234
FUE_02-02_0000000005,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE DEL BRONCE PVF,441652.7373,4471307.878,true,-3.6874734,40.390326
FUE_02-02_0000000007,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE DE DELICIAS,441584.4768,4471881.322,true,-3.6883302,40.395487
FUE_02-02_0000000009,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PZA. LUCA DE TENA,441149.1029,4472614.311,true,-3.6935279,40.4020595
FUE_02-02_0000000010,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PZA  LUCA DE TENA N o13,441102.0141,4472613.682,false,-3.6940827,40.4020505
FUE_02-02_0000000012,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,C/PALOS DE LA FRONTERA No 42,441049.3744,4472708.743,true,-3.6947118,40.4029032
FUE_02-02_0000000013,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,C/CANARIAS No 22,441021.0747,4472630.963,true,-3.6950381,40.4022005
FUE_02-02_0000000014,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PZA. RUTILIO GACIS,440862.496,4471751.96,true,-3.696825,40.3942707
FUE_02-02_0000000015,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PZA. PENUELAS,440374.2136,4472508.34,true,-3.702649,40.4010498
FUE_02-02_0000000016,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE PENUELAS,440150.3977,4472512.842,true,-3.7052867,40.4010743
FUE_02-02_0000000017,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,POL. DE YESERIAS FASES II Y III,439947.8767,4472323.984,true,-3.7076552,40.3993583
FUE_02-02_0000000019,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,JARDIN DEL RASTRO,439836.9336,4472997.919,true,-3.7090263,40.4054215
FUE_02-02_0000000021,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,JARDIN MAESTRO PADILLA,438746.6629,4472892.771,true,-3.7218641,40.4043948
FUE_02-02_0000000022,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,ACACIAS - PASILLO VERDE,439901.8829,4472690.686,true,-3.7082319,40.4026585
FUE_02-02_0000000024,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE IMPERIAL PVF,439064.7488,4472939.938,true,-3.7181203,40.404843
FUE_02-02_0000000027,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MED. C/ TOLEDO,439594.64,4473082.26,true,-3.7118895,40.4061637
FUE_02-02_0000000028,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,ED 2/8 VALDELASIERRA,440179.2701,4472102,true,-3.7049079,40.3973753
FUE_02-02_0000000029,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,HIERRO - ANTRACITA,441417.3844,4471208.77,true,-3.6902372,40.3894166
FUE_02-02_0000000030,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,HIERRO - ANTRACITA,441432.213,4471174.59,true,-3.6900594,40.3891097
FUE_02-02_0000000031,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,441987.97,4470942.712,true,-3.6834906,40.3870597
FUE_02-02_0000000033,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,442166.2839,4471171.48,true,-3.6814107,40.389133
FUE_02-02_0000000034,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,441885.259,4470834.183,true,-3.6846907,40.3860749
FUE_02-02_0000000035,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE MIRADOR TIERNO GALVAN PVF,441891.0304,4471698.467,true,-3.6847016,40.3938613
FUE_02-02_0000000037,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,442126.2715,4471306.252,true,-3.6818943,40.3903443
FUE_02-02_0000000038,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,441892.162,4471013.363,true,-3.6846258,40.3876895
FUE_02-02_0000000039,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,441803.0759,4471517.317,true,-3.6857213,40.3922232
FUE_02-02_0000000040,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,442001.4877,4471569.775,true,-3.6833884,40.3927097
FUE_02-02_0000000042,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE DEL BRONCE PVF,441720.4583,4471426.398,true,-3.6866864,40.3913984
FUE_02-02_0000000045,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,JARDINES FERNANDO POO - TORRES MIRANDA,440749.6469,4472152.483,true,-3.6981919,40.3978708
FUE_02-02_0000000046,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,JARDIN PARROCO SANCHEZ CAMARA ED 2-15,440217.4683,4472591.542,true,-3.7045037,40.4017881
FUE_02-02_0000000047,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE PENUELAS,440093.5368,4472398.502,true,-3.7059459,40.4000401
FUE_02-02_0000000048,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,CALLE DEL TEJO No 3,442406.8221,4472004.372,true,-3.6786521,40.3966528
FUE_02-02_0000000049,VP,Arganzuela,https://wikidata.org/entity/Q2000929,YESERIAS FRENTE No 29 FLA. 24-26,439832.5363,4472235.505,true,-3.709006,40.398553
FUE_02-02_0000000050,VP,Arganzuela,https://wikidata.org/entity/Q2000929,PASEO YESERIAS,439688.538,4472330.507,true,-3.7107117,40.3993984
FUE_02-02_0000000052,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,"AV. PALNETARIO, 11",442125.47,4471670.41,true,-3.6819368,40.3936248
FUE_02-02_0000000053,VP,Arganzuela,https://wikidata.org/entity/Q2000929,CALLE HIERRO,441238.39,4471659.4,true,-3.6923876,40.3934635
FUE_02-02_0000000054,VP,Arganzuela,https://wikidata.org/entity/Q2000929,"CALLE AGUILON,11",440567.02,4472108.5,true,-3.7003397,40.3974616
FUE_02-02_0000000055,VP,Arganzuela,https://wikidata.org/entity/Q2000929,CALLE ARIEL No 4,442305.61,4471626.11,true,-3.6798104,40.3932382
FUE_02-02_0000000056,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,CALLE AMALTEA No 6,442090.51,4471814.14,true,-3.6823618,40.3949172
FAM_01-02_0000000057,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,Calle Jacaranda s/n,442359.46,4472086.99,true,-3.6792176,40.3973938
FAM_01-02_0000000058,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,"Paseo de Yeserias, 1",439501.78,4472480.58,true,-3.7129266,40.4007368
FAM_01-02_0000000059,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,"Calle Toledo, 178",439380.75,4472628.01,true,-3.7143668,40.4020561
FAM_01-02_0000000060,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,"Paseo Juan Antonio Vallejo Najera-Botas, 1",440602.84,4472491.95,true,-3.6999534,40.4009185
FB_900020,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,438790.4,4473362.3,true,-3.7213938,40.4086277
FB_900036,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439641.8,4472334.9,true,-3.7112629,40.3994346
FB_900037,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439643.7,4472334.7,true,-3.7112405,40.3994329
FB_900038,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439642.8,4472334.7,true,-3.7112511,40.3994329
FB_900039,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439530.6,4472240,true,-3.7125641,40.3985716
FB_900040,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439529.9,4472239.4,true,-3.7125723,40.3985662
FB_900041,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439529.2,4472238.7,true,-3.7125805,40.3985598
FB_900042,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439646.6,4472215.5,true,-3.711195,40.3983593
FB_900043,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439647.3,4472215,true,-3.7111867,40.3983549
FB_900044,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439648,4472214.4,true,-3.7111784,40.3983495
FB_900047,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439963.3,4471984.5,true,-3.7074415,40.3963013
FB_900048,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439962.9,4471983.6,true,-3.7074462,40.3962931
FB_900049,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439962.6,4471982.8,true,-3.7074496,40.3962859
FB_900050,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439990.3,4472101.3,true,-3.7071344,40.3973554
FB_900051,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439991,4472100.8,true,-3.7071261,40.3973509
FB_900052,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,439989.6,4472101.9,true,-3.7071427,40.3973607
FB_900056,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,440535.5,4471544,true,-3.7006584,40.3923741
FB_900057,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,440534.9,4471544.7,true,-3.7006655,40.3923803
FB_900058,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,440512.9,4471564.2,true,-3.7009265,40.3925544
FB_900059,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,440512.1,4471563.7,true,-3.7009359,40.3925499
FB_900060,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,440511.3,4471563.2,true,-3.7009453,40.3925453
FB_900067,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,441538.5,4470641.9,true,-3.6887583,40.3843184
FB_900068,ZV,Arganzuela,https://wikidata.org/entity/Q2000929,MADRID RIO,440719.6,4471640.9,true,-3.6984983,40.3932601
FUE_02-03_0000000001,ZV,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE ROMA,441495.9624,4475421.702,true,-3.6896988,40.4273744
FUE_02-03_0000000002,ZV,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE ROMA,443885.3108,4474124.772,true,-3.6614183,40.4158555
FUE_02-03_0000000005,ZV,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE ROMA,443835.69,4474016.74,true,-3.6619936,40.414879
FUE_02-03_0000000006,ZV,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE ROMA,443645.6773,4474002.265,true,-3.6642318,40.4147358
FUE_02-03_0000000007,ZV,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE ROMA,443588.2282,4474449.008,true,-3.6649485,40.4187564
FUE_02-03_0000000008,ZV,Retiro,https://wikidata.org/entity/Q2002296,JARDINES FEDERICO MORENO TORROBA,443396.7563,4472871.442,true,-3.667065,40.4045317
FUE_02-03_0000000010,ZV,Retiro,https://wikidata.org/entity/Q2002296,JARDINES Po JOHN LENNON,443511.2571,4474224.198,true,-3.6658358,40.4167259
FUE_02-03_0000000011,ZV,Retiro,https://wikidata.org/entity/Q2002296,PARQUE MARTIN LUTHER KING,443306.1855,4472675.612,true,-3.6681148,40.4027614
FUE_02-03_0000000012,ZV,Retiro,https://wikidata.org/entity/Q2002296,PARQUE MARTIN LUTHER KING,443285.0896,4472780.463,true,-3.6683728,40.4037045
FUE_02-03_0000000013,ZV,Retiro,https://wikidata.org/entity/Q2002296,JARDINES CONDE CARTAGENA - ABTAO,442783.5549,4473222.373,true,-3.6743227,40.4076512
FUE_02-03_0000000015,ZV,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE COCHERAS,442611.0732,4472452.101,true,-3.6762858,40.4007003
FUE_02-03_0000000016,ZV,Retiro,https://wikidata.org/entity/Q2002296,POLIDEPORTIVO DAOIZ Y VELARDE,442414.4272,4472484.934,true,-3.6786059,40.4009825
FUE_02-03_0000000021,ZV,Retiro,https://wikidata.org/entity/Q2002296,STA. SABINA - DR. ESQUERDO,443110.9647,4472923.757,true,-3.6704375,40.4049836
FUE_02-03_0000000022,ZV,Retiro,https://wikidata.org/entity/Q2002296,"AVDA. BARCELONA, 182",442643.5544,4472477.151,true,-3.6759054,40.4009282
FUE_02-03_0000000023,ZV,Retiro,https://wikidata.org/entity/Q2002296,PARQUE ANUNCIACION,442636.1307,4473724.028,true,-3.6761052,40.4121603
FUE_02-03_0000000024,ZV,Retiro,https://wikidata.org/entity/Q2002296,PARQUE MARTIN LUTHER KING,443176.2633,4472237.002,true,-3.6696067,40.3988013
FUE_02-03_0000000028,ZV,Retiro,https://wikidata.org/entity/Q2002296,PZA. VAQUERIAS,443415.0468,4474454.81,true,-3.6669902,40.4187969
FUE_02-03_0000000030,ZV,Retiro,https://wikidata.org/entity/Q2002296,"Po INFANTA ISABEL, 4",441789.3685,4473060.736,true,-3.686024,40.4061262
FUE_02-03_0000000032,ZV,Retiro,https://wikidata.org/entity/Q2002296,PIO BAROJA - MENENDEZ PELAYO,442597.2008,4473814.919,true,-3.6765722,40.4129764
FUE_02-03_0000000035,ZV,Retiro,https://wikidata.org/entity/Q2002296,JARDINES JESUS APRENDIZ,443016.8084,4473434.551,true,-3.6715928,40.4095786
FUE_02-03_0000000036,ZV,Retiro,https://wikidata.org/entity/Q2002296,AVDA. MEDITERRANEO (PROTECCION CIVIL),443401.0859,4473028.913,true,-3.6670279,40.4059506
FUE_02-03_0000000039,VP,Retiro,https://wikidata.org/entity/Q2002296,IBIZA No 16 ( EN EL BULEVAR),442610.5469,4474400.482,true,-3.6764677,40.4182523
FUE_02-03_0000000040,VP,Retiro,https://wikidata.org/entity/Q2002296,IBIZA No 60 ( EN EL BULEVAR),443196.5446,4474361.473,true,-3.6695574,40.4179411
FUE_02-03_0000000041,VP,Retiro,https://wikidata.org/entity/Q2002296,ALCALDE SAINZ DE BARANDA No 65 (EN EL BULEVAR),443184.3429,4474203.072,true,-3.6696871,40.4165133
FUE_02-03_0000000042,VP,Retiro,https://wikidata.org/entity/Q2002296,CAVANILLES No 46 PASAJE,442748.431,4472936.672,true,-3.6747108,40.405075
FUE_02-03_0000000043,VP,Retiro,https://wikidata.org/entity/Q2002296,ALCALA No 50,441316.5538,4474539.499,true,-3.6917323,40.4194144
FUE_02-03_0000000044,VP,Retiro,https://wikidata.org/entity/Q2002296,ALCALDE SAINZ DE BARANDA No 20 (No 18 EN EL BULEVAR),442625.9453,4474250.381,true,-3.6762726,40.4169012
FUE_02-03_0000000045,VP,Retiro,https://wikidata.org/entity/Q2002296,Calle Antonio Nebrija,441972.931,4472717.182,true,-3.6838295,40.4030441
FUE_02-03_0000000046,ZV,Retiro,https://wikidata.org/entity/Q2002296,Calle cerro Negro,442951.19,4471915.44,true,-3.67223,40.3958892
FUE_02-03_0000000047,VP,Retiro,https://wikidata.org/entity/Q2002296,"AV. CIUDAD DE BARCELONA, 144",442417.19,4472721.2,true,-3.6785948,40.4031111
FAM_01-03_0000000048,ZV,Retiro,https://wikidata.org/entity/Q2002296,CALLE BARRILERO 2,442831.73,4472125.27,true,-3.6736563,40.3977712
FAM_01-03_0000000049,ZV,Retiro,https://wikidata.org/entity/Q2002296,PASAJE DEL LINCE 8,443322.04,4473352.89,true,-3.6679883,40.4088638
FAM_01-03_0000000050,ZV,Retiro,https://wikidata.org/entity/Q2002296,AV. MEDITERRANEO 2,442463.89,4473180.96,true,-3.678086,40.4072561
FAM_01-03_0000000051,ZV,Retiro,https://wikidata.org/entity/Q2002296,CALLE DOCE DE OCTUBRE 30,442891.59,4474155.39,true,-3.6731332,40.4160638
FB_01_000001,ZV,Retiro,https://wikidata.org/entity/Q2002296,JARDINES DEL BUEN RETIRO,441846.65,4474411.3,true,-3.6854724,40.4182968
FB_01_000002,ZV,Retiro,https://wikidata.org/entity/Q2002296,JARDINES DEL BUEN RETIRO,441754.41,4474567.95,false,-3.6865739,40.4197015
FB_01_000003,ZV,Retiro,https://wikidata.org/entity/Q2002296,JARDINES DEL BUEN RETIRO,441760.56,4474463.47,true,-3.6864919,40.4187607
