OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
163,4,344339,002,2,1,1,32,,68,10,TI,I,RETIRO,28,079,MADRID,A,Calle de Alcalá N 81,20110311,20110316,,543.72,24.22,4,93_314,,,4__2_____1_IT_1_4_32__68_TI_I_10,,,,4__2___,4__2_____1_IT_1,4_32,4_32_,4_32_68
164,4,344340,002,2,2,1,32,,69,11,TI,I,RETIRO,28,079,MADRID,A,Calle de Alcalá N 81,20110311,20110316,,747.165,24.22,4,93_314,,,4__2_____2_IT_1_4_32__69_TI_I_11,,,,4__2___,4__2_____2_IT_1,4_32,4_32_,4_32_69
165,4,344339,002,2,1,1,35,,74,13,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20110311,20110316,,339.782,24.22,4,90_58,,,4__2_____1_IT_1_4_35__74_TI_I_13,,,,4__2___,4__2_____1_IT_1,4_35,4_35_,4_35_74
166,4,344340,002,2,2,1,35,,75,8,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20110311,20110316,,501.307,24.22,4,90_58,,,4__2_____2_IT_1_4_35__75_TI_I_8,,,,4__2___,4__2_____2_IT_1,4_35,4_35_,4_35_75
167,4,283064,ROP,R,1,1,238,,3,2,TI,T,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,19990520,19941223,,994.453,19.001,4,90_18,,,4__R_____1_IT_1_4_238__3_TI_T_2,,,,4__R___,4__R_____1_IT_1,4_238,4_238_,4_238_3
168,4,331723,ROP,R,2,1,238,,4,1,TI,T,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,20030214,19941223,,0,0,4,90_18,,,4__R_____2_IT_1_4_238__4_TI_T_1,,,,4__R___,4__R_____2_IT_1,4_238,4_238_,4_238_4
169,4,336415,001,1,2,1,1,,6,30,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20070516,20070516,,512.648642178941,22.96,4,90_21,,,4__1_____2_IT_1_4_1__6_TI_I_30,,,,4__1___,4__1_____2_IT_1,4_1,4_1_,4_1_6
170,4,336414,001,1,1,1,1,,5,4,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20070516,20070516,,1190.463,22.96,4,90_21,,,4__1_____1_IT_1_4_1__5_TI_I_4,,,,4__1___,4__1_____1_IT_1,4_1,4_1_,4_1_5
171,4,336415,001,1,2,1,2,,8,29,TI,I,VALDEACEDERAS,28,079,MADRID,A,Calle de Bravo Murillo N 332,20070516,20070516,,562.896386764196,22.96,4,93_360,,,4__1_____2_IT_1_4_2__8_TI_I_29,,,,4__1___,4__1_____2_IT_1,4_2,4_2_,4_2_8
172,4,336414,001,1,1,1,2,,7,5,TI,I,VALDEACEDERAS,28,079,MADRID,A,Calle de Bravo Murillo N 332,20070516,20070516,,514.395281290021,22.96,4,93_360,,,4__1_____1_IT_1_4_2__7_TI_I_5,,,,4__1___,4__1_____1_IT_1,4_2,4_2_,4_2_7
173,4,336415,001,1,2,1,4,,12,27,TI,I,ESTRECHO,28,079,MADRID,A,Calle de Bravo Murillo N 191,20070516,20070516,,537.544843317246,22.96,4,93_72,,,4__1_____2_IT_1_4_4__12_TI_I_27,,,,4__1___,4__1_____2_IT_1,4_4,4_4_,4_4_12
174,4,336414,001,1,1,1,4,,11,7,TI,I,ESTRECHO,28,079,MADRID,A,Calle de Bravo Murillo N 191,20070516,20070516,,755.642790028494,22.96,4,93_72,,,4__1_____1_IT_1_4_4__11_TI_I_7,,,,4__1___,4__1_____1_IT_1,4_4,4_4_,4_4_11
175,4,336415,001,1,2,1,6,,16,25,TI,I,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 2,20070516,20070516,,508.845996173937,22.96,4,91_40,,,4__1_____2_IT_1_4_6__16_TI_I_25,,,,4__1___,4__1_____2_IT_1,4_6,4_6_,4_6_16
176,4,336414,001,1,1,1,6,,15,9,TI,I,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 2,20070516,20070516,,448.179819419585,22.96,4,91_40,,,4__1_____1_IT_1_4_6__15_TI_I_9,,,,4__1___,4__1_____1_IT_1,4_6,4_6_,4_6_15
177,4,336415,001,1,2,1,7,,18,24,TI,I,RIOS ROSAS,28,079,MADRID,A,Calle de Ríos Rosas N 22,20070516,20070516,,745.688417126245,22.96,4,93_316,,,4__1_____2_IT_1_4_7__18_TI_I_24,,,,4__1___,4__1_____2_IT_1,4_7,4_7_,4_7_18
178,4,336414,001,1,1,1,7,,17,10,TI,I,RIOS ROSAS,28,079,MADRID,A,Calle de Ríos Rosas N 22,20070516,20070516,,510.403207934831,22.96,4,93_316,,,4__1_____1_IT_1_4_7__17_TI_I_10,,,,4__1___,4__1_____1_IT_1,4_7,4_7_,4_7_17
179,4,336414,001,1,1,1,9,,21,12,TI,I,BILBAO,28,079,MADRID,A,Calle de Sagasta N 2,20070516,20070516,,715.985986487508,22.96,4,93_160,,,4__1_____1_IT_1_4_9__21_TI_I_12,,,,4__1___,4__1_____1_IT_1,4_9,4_9_,4_9_21
180,4,336415,001,1,2,1,9,,22,22,TI,I,BILBAO,28,079,MADRID,A,Calle de Sagasta N 2,20070516,20070516,,463.782249025705,22.96,4,93_160,,,4__1_____2_IT_1_4_9__22_TI_I_22,,,,4__1___,4__1_____2_IT_1,4_9,4_9_,4_9_22
181,4,336414,001,1,1,1,10,,23,13,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de Fuencarral N 81,20070516,20070516,,459.654038249673,22.96,4,92_355,,,4__1_____1_IT_1_4_10__23_TI_I_13,,,,4__1___,4__1_____1_IT_1,4_10,4_10_,4_10_23
182,4,336415,001,1,2,1,10,,24,21,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de Fuencarral N 81,20070516,20070516,,710.625568014354,22.96,4,92_355,,,4__1_____2_IT_1_4_10__24_TI_I_21,,,,4__1___,4__1_____2_IT_1,4_10,4_10_,4_10_24
183,4,336414,001,1,1,1,11,,25,14,TI,I,GRAN VIA,28,079,MADRID,A,Calle   Gran Vía N 23,20070516,20070516,,712.569829882504,22.96,4,93_222,,,4__1_____1_IT_1_4_11__25_TI_I_14,,,,4__1___,4__1_____1_IT_1,4_11,4_11_,4_11_25
184,4,336415,001,1,2,1,11,,26,20,TI,I,GRAN VIA,28,079,MADRID,A,Calle   Gran Vía N 23,20070516,20070516,,340.243529150148,22.96,4,93_222,,,4__1_____2_IT_1_4_11__26_TI_I_20,,,,4__1___,4__1_____2_IT_1,4_11,4_11_,4_11_26
185,4,336414,001,1,1,1,12,,27,15,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20070516,20070516,,331.172249805635,22.96,4,90_58,,,4__1_____1_IT_1_4_12__27_TI_I_15,,,,4__1___,4__1_____1_IT_1,4_12,4_12_,4_12_27
186,4,336415,001,1,2,1,12,,28,19,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20070516,20070516,,655.299125693662,22.96,4,90_58,,,4__1_____2_IT_1_4_12__28_TI_I_19,,,,4__1___,4__1_____2_IT_1,4_12,4_12_,4_12_28
187,4,336414,001,1,1,1,13,,29,16,TI,I,TIRSO DE MOLINA,28,079,MADRID,A,Plaza de Tirso de Molina N 7,20070516,20070516,,655.275158437598,22.96,4,92_349,,,4__1_____1_IT_1_4_13__29_TI_I_16,,,,4__1___,4__1_____1_IT_1,4_13,4_13_,4_13_29
188,4,336415,001,1,2,1,13,,30,18,TI,I,TIRSO DE MOLINA,28,079,MADRID,A,Plaza de Tirso de Molina N 7,20070516,20070516,,502.131526121804,22.96,4,92_349,,,4__1_____2_IT_1_4_13__30_TI_I_18,,,,4__1___,4__1_____2_IT_1,4_13,4_13_,4_13_30
189,4,336414,001,1,1,1,14,,31,17,TI,I,ANTON MARTIN,28,079,MADRID,A,Calle de Atocha N 50,20070516,20070516,,505.299443064092,22.96,4,93_138,,,4__1_____1_IT_1_4_14__31_TI_I_17,,,,4__1___,4__1_____1_IT_1,4_14,4_14_,4_14_31
190,4,336415,001,1,2,1,14,,32,17,TI,I,ANTON MARTIN,28,079,MADRID,A,Calle de Atocha N 50,20070516,20070516,,674.97041171307,22.96,4,93_138,,,4__1_____2_IT_1_4_14__32_TI_I_17,,,,4__1___,4__1_____2_IT_1,4_14,4_14_,4_14_32
191,4,336414,001,1,1,1,15,,33,18,TI,I,ATOCHA,28,079,MADRID,A,Plaza del Emperador Carlos V N 11,20070516,20070516,,674.9789044664,22.96,4,92_29,,,4__1_____1_IT_1_4_15__33_TI_I_18,,,,4__1___,4__1_____1_IT_1,4_15,4_15_,4_15_33
192,4,336415,001,1,2,1,15,,34,16,TI,I,ATOCHA,28,079,MADRID,A,Plaza del Emperador Carlos V N 11,20070516,20070516,,308.423956010122,22.96,4,92_29,,,4__1_____2_IT_1_4_15__34_TI_I_16,,,,4__1___,4__1_____2_IT_1,4_15,4_15_,4_15_34
193,4,336414,001,1,1,1,16,,35,19,TI,I,ATOCHA RENFE,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 2B,20070516,20070516,,308.981287298045,22.96,4,90_54,,,4__1_____1_IT_1_4_16__35_TI_I_19,,,,4__1___,4__1_____1_IT_1,4_16,4_16_,4_16_35
194,4,336415,001,1,2,1,16,,36,15,TI,I,ATOCHA RENFE,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 2B,20070516,20070516,,702.786949584886,22.96,4,90_54,,,4__1_____2_IT_1_4_16__36_TI_I_15,,,,4__1___,4__1_____2_IT_1,4_16,4_16_,4_16_36
195,4,336414,001,1,1,1,17,,37,20,TI,I,MENENDEZ PELAYO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 23,20070516,20070516,,701.876867823958,22.96,4,93_272,,,4__1_____1_IT_1_4_17__37_TI_I_20,,,,4__1___,4__1_____1_IT_1,4_17,4_17_,4_17_37
196,4,336415,001,1,2,1,17,,38,14,TI,I,MENENDEZ PELAYO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 23,20070516,20070516,,538.623069832559,22.96,4,93_272,,,4__1_____2_IT_1_4_17__38_TI_I_14,,,,4__1___,4__1_____2_IT_1,4_17,4_17_,4_17_38
197,4,336414,001,1,1,1,18,,39,21,TI,I,PACIFICO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 79,20070516,20070516,,539.783078267116,22.96,4,92_53,,,4__1_____1_IT_1_4_18__39_TI_I_21,,,,4__1___,4__1_____1_IT_1,4_18,4_18_,4_18_39
198,4,336415,001,1,2,1,18,,40,13,TI,I,PACIFICO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 79,20070516,20070516,,713.31948755965,22.96,4,92_53,,,4__1_____2_IT_1_4_18__40_TI_I_13,,,,4__1___,4__1_____2_IT_1,4_18,4_18_,4_18_40
199,4,336414,001,1,1,1,19,,41,22,TI,I,PUENTE DE VALLECAS,28,079,MADRID,A,Avda de la Albufera N 1,20070516,20070516,,712.551579746634,22.96,4,92_51,,,4__1_____1_IT_1_4_19__41_TI_I_22,,,,4__1___,4__1_____1_IT_1,4_19,4_19_,4_19_41
200,4,336415,001,1,2,1,19,,42,12,TI,I,PUENTE DE VALLECAS,28,079,MADRID,A,Avda de la Albufera N 1,20070516,20070516,,471.115883324982,22.96,4,92_51,,,4__1_____2_IT_1_4_19__42_TI_I_12,,,,4__1___,4__1_____2_IT_1,4_19,4_19_,4_19_42
201,4,336280,101,10a,1,1,197,,411,12,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Calle de los Reyes N 10,20070425,20070426,,665.824018664706,31.12,4,92_64,,,4__10_A____1_IT_1_4_197__411_TI_I_12,,,,4__10_A__,4__10_A____1_IT_1,4_197,4_197_,4_197_411
202,4,336281,101,10a,2,1,197,,412,10,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Calle de los Reyes N 10,20070425,20070426,,937.473,31.12,4,92_64,,,4__10_A____2_IT_1_4_197__412_TI_I_10,,,,4__10_A__,4__10_A____2_IT_1,4_197,4_197_,4_197_412
203,4,336280,101,10a,1,1,198,,413,13,TI,I,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,20070425,20070426,,907.874145680392,31.12,4,90_18,,,4__10_A____1_IT_1_4_198__413_TI_I_13,,,,4__10_A__,4__10_A____1_IT_1,4_198,4_198_,4_198_413
204,4,336281,101,10a,2,1,198,,414,9,TI,I,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,20070425,20070426,,1538.79,31.12,4,90_18,,,4__10_A____2_IT_1_4_198__414_TI_I_9,,,,4__10_A__,4__10_A____2_IT_1,4_198,4_198_,4_198_414
205,4,336280,101,10a,1,1,199,,415,14,TI,I,LAGO,28,079,MADRID,A,Ronda del Lago N 3,20070425,20070426,,1766.07477408003,31.12,4,93_254,,,4__10_A____1_IT_1_4_199__415_TI_I_14,,,,4__10_A__,4__10_A____1_IT_1,4_199,4_199_,4_199_415
206,4,336281,101,10a,2,1,199,,416,8,TI,I,LAGO,28,079,MADRID,A,Ronda del Lago N 3,20070425,20070426,,1920.437,31.12,4,93_254,,,4__10_A____2_IT_1_4_199__416_TI_I_8,,,,4__10_A__,4__10_A____2_IT_1,4_199,4_199_,4_199_416
207,4,336280,101,10a,1,1,200,,417,15,TI,I,BATAN,28,079,MADRID,A,Paseo de la Venta N 1,20070425,20070426,,1918.45850846236,31.12,4,93_158,,,4__10_A____1_IT_1_4_200__417_TI_I_15,,,,4__10_A__,4__10_A____1_IT_1,4_200,4_200_,4_200_417
208,4,336281,101,10a,2,1,200,,418,7,TI,I,BATAN,28,079,MADRID,A,Paseo de la Venta N 1,20070425,20070426,,928.354,31.12,4,93_158,,,4__10_A____2_IT_1_4_200__418_TI_I_7,,,,4__10_A__,4__10_A____2_IT_1,4_200,4_200_,4_200_418
209,4,336280,101,10a,1,1,201,,419,16,TI,I,CASA DE CAMPO,28,079,MADRID,A,Paseo de la Venta N SN,20070425,20070426,,921.38581770468,31.12,4,91_42,,,4__10_A____1_IT_1_4_201__419_TI_I_16,,,,4__10_A__,4__10_A____1_IT_1,4_201,4_201_,4_201_419
210,4,336281,101,10a,2,1,201,,420,6,TI,I,CASA DE CAMPO,28,079,MADRID,A,Paseo de la Venta N SN,20070425,20070426,,1304.781,31.12,4,91_42,,,4__10_A____2_IT_1_4_201__420_TI_I_6,,,,4__10_A__,4__10_A____2_IT_1,4_201,4_201_,4_201_420
211,4,336280,101,10a,1,1,202,,421,17,TI,I,COLONIA JARDIN,28,079,MADRID,A,Calle de Arenas de San Pedro N 2,20070425,20070426,,1310.47638421292,31.12,4,91_43,,,4__10_A____1_IT_1_4_202__421_TI_I_17,,,,4__10_A__,4__10_A____1_IT_1,4_202,4_202_,4_202_421
212,4,336281,101,10a,2,1,202,,422,5,TI,I,COLONIA JARDIN,28,079,MADRID,A,Calle de Arenas de San Pedro N 2,20070425,20070426,,1719.862,31.12,4,91_43,,,4__10_A____2_IT_1_4_202__422_TI_I_5,,,,4__10_A__,4__10_A____2_IT_1,4_202,4_202_,4_202_422
213,4,343166,011,11,1,1,206,,430,1,TI,C,PLAZA ELIPTICA,28,079,MADRID,A,Plaza de Fernández Ladreda N 2,20101008,20101005,,0,0,4,90_36,,,4__11_____1_IT_1_4_206__430_TI_C_1,,,,4__11___,4__11_____1_IT_1,4_206,4_206_,4_206_430
214,4,343167,011,11,2,1,206,,430,7,TI,C,PLAZA ELIPTICA,28,079,MADRID,A,Plaza de Fernández Ladreda N 2,20101008,20101005,,900.485,26.52,4,90_36,,,4__11_____2_IT_1_4_206__430_TI_C_7,,,,4__11___,4__11_____2_IT_1,4_206,4_206_,4_206_430
215,4,343166,011,11,1,1,207,,431,2,TI,I,ABRANTES,28,079,MADRID,A,Avda de Abrantes N 77,20101008,20101005,,899.641,26.52,4,93_431,,,4__11_____1_IT_1_4_207__431_TI_I_2,,,,4__11___,4__11_____1_IT_1,4_207,4_207_,4_207_431
216,4,343167,011,11,2,1,207,,432,6,TI,I,ABRANTES,28,079,MADRID,A,Avda de Abrantes N 77,20101008,20101005,,783.074,26.52,4,93_431,,,4__11_____2_IT_1_4_207__432_TI_I_6,,,,4__11___,4__11_____2_IT_1,4_207,4_207_,4_207_432
217,4,343166,011,11,1,1,208,,433,3,TI,I,PAN BENDITO,28,079,MADRID,A,Avda de Abrantes N 289,20101008,20101005,,783.737,26.52,4,93_288,,,4__11_____1_IT_1_4_208__433_TI_I_3,,,,4__11___,4__11_____1_IT_1,4_208,4_208_,4_208_433
218,4,343167,011,11,2,1,208,,434,5,TI,I,PAN BENDITO,28,079,MADRID,A,Avda de Abrantes N 289,20101008,20101005,,587.013,26.52,4,93_288,,,4__11_____2_IT_1_4_208__434_TI_I_5,,,,4__11___,4__11_____2_IT_1,4_208,4_208_,4_208_434
219,4,336280,101,10a,1,1,193,,403,8,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20070425,20070426,,792.146023988993,31.12,4,90_71,,,4__10_A____1_IT_1_4_193__403_TI_I_8,,,,4__10_A__,4__10_A____1_IT_1,4_193,4_193_,4_193_403
220,4,336281,101,10a,2,1,193,,404,14,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20070425,20070426,,869.352,31.12,4,90_71,,,4__10_A____2_IT_1_4_193__404_TI_I_14,,,,4__10_A__,4__10_A____2_IT_1,4_193,4_193_,4_193_404
221,4,336280,101,10a,1,1,194,,405,9,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de Miguel Ángel N 29,20070425,20070426,,869.126023533196,31.12,4,92_223,,,4__10_A____1_IT_1_4_194__405_TI_I_9,,,,4__10_A__,4__10_A____1_IT_1,4_194,4_194_,4_194_405
222,4,336281,101,10a,2,1,194,,406,13,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de Miguel Ángel N 29,20070425,20070426,,1137.306,31.12,4,92_223,,,4__10_A____2_IT_1_4_194__406_TI_I_13,,,,4__10_A__,4__10_A____2_IT_1,4_194,4_194_,4_194_406
223,4,336280,101,10a,1,1,195,,407,10,TI,I,ALONSO MARTINEZ,28,079,MADRID,A,Calle de Manuel González Longoria N 14,20070425,20070426,,1141.36249995216,31.12,4,92_133,,,4__10_A____1_IT_1_4_195__407_TI_I_10,,,,4__10_A__,4__10_A____1_IT_1,4_195,4_195_,4_195_407
224,4,336281,101,10a,2,1,195,,408,12,TI,I,ALONSO MARTINEZ,28,079,MADRID,A,Calle de Manuel González Longoria N 14,20070425,20070426,,596.593,31.12,4,92_133,,,4__10_A____2_IT_1_4_195__408_TI_I_12,,,,4__10_A__,4__10_A____2_IT_1,4_195,4_195_,4_195_408
225,4,336280,101,10a,1,1,196,,409,11,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de la Palma N 5,20070425,20070426,,598.979563355943,31.12,4,92_355,,,4__10_A____1_IT_1_4_196__409_TI_I_11,,,,4__10_A__,4__10_A____1_IT_1,4_196,4_196_,4_196_409
226,4,336281,101,10a,2,1,196,,410,11,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de la Palma N 5,20070425,20070426,,665.992,31.12,4,92_355,,,4__10_A____2_IT_1_4_196__410_TI_I_11,,,,4__10_A__,4__10_A____2_IT_1,4_196,4_196_,4_196_410
227,4,354329,091,9A,1,1,162,,339,4,TI,I,BARRIO DEL PILAR,28,079,MADRID,A,Calle de Ginzo de Limia N 22,20150325,20150325,,966.563,26.81,4,93_156,,,4__9_A____1_IT_1_4_162__339_TI_I_4,,,,4__9_A__,4__9_A____1_IT_1,4_162,4_162_,4_162_339
228,4,354330,091,9A,2,1,162,,340,21,TI,I,BARRIO DEL PILAR,28,079,MADRID,A,Calle de Ginzo de Limia N 22,20150325,20150325,,1029.825,26.81,4,93_156,,,4__9_A____2_IT_1_4_162__340_TI_I_21,,,,4__9_A__,4__9_A____2_IT_1,4_162,4_162_,4_162_340
229,4,354329,091,9A,1,1,163,,341,5,TI,I,VENTILLA,28,079,MADRID,A,Avda de Asturias N 39,20150325,20150325,,1027.091,26.81,4,93_368,,,4__9_A____1_IT_1_4_163__341_TI_I_5,,,,4__9_A__,4__9_A____1_IT_1,4_163,4_163_,4_163_341
230,4,354330,091,9A,2,1,163,,342,20,TI,I,VENTILLA,28,079,MADRID,A,Avda de Asturias N 39,20150325,20150325,,882.344,26.81,4,93_368,,,4__9_A____2_IT_1_4_163__342_TI_I_20,,,,4__9_A__,4__9_A____2_IT_1,4_163,4_163_,4_163_342
231,4,354329,091,9A,1,1,164,,343,6,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20150325,20150325,,874.877,26.81,4,90_21,,,4__9_A____1_IT_1_4_164__343_TI_I_6,,,,4__9_A__,4__9_A____1_IT_1,4_164,4_164_,4_164_343
232,4,354330,091,9A,2,1,164,,344,19,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20150325,20150325,,614.556,26.81,4,90_21,,,4__9_A____2_IT_1_4_164__344_TI_I_19,,,,4__9_A__,4__9_A____2_IT_1,4_164,4_164_,4_164_344
233,4,354329,091,9A,1,1,165,,345,7,TI,I,DUQUE DE PASTRANA,28,079,MADRID,A,Calle de Mateo Inurria N 41,20150325,20150325,,617.12,26.81,4,93_200,,,4__9_A____1_IT_1_4_165__345_TI_I_7,,,,4__9_A__,4__9_A____1_IT_1,4_165,4_165_,4_165_345
234,4,354330,091,9A,2,1,165,,346,18,TI,I,DUQUE DE PASTRANA,28,079,MADRID,A,Calle de Mateo Inurria N 41,20150325,20150325,,743.838,26.81,4,93_200,,,4__9_A____2_IT_1_4_165__346_TI_I_18,,,,4__9_A__,4__9_A____2_IT_1,4_165,4_165_,4_165_346
235,4,354329,091,9A,1,1,166,,347,8,TI,I,PIO XII,28,079,MADRID,A,Avda de Pío XII N 27,20150325,20150325,,753.186,26.81,4,93_300,,,4__9_A____1_IT_1_4_166__347_TI_I_8,,,,4__9_A__,4__9_A____1_IT_1,4_166,4_166_,4_166_347
236,4,354330,091,9A,2,1,166,,348,17,TI,I,PIO XII,28,079,MADRID,A,Avda de Pío XII N 27,20150325,20150325,,704.643,26.81,4,93_300,,,4__9_A____2_IT_1_4_166__348_TI_I_17,,,,4__9_A__,4__9_A____2_IT_1,4_166,4_166_,4_166_348
237,4,354329,091,9A,1,1,167,,349,9,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 269,20150325,20150325,,704.36,26.81,4,92_77,,,4__9_A____1_IT_1_4_167__349_TI_I_9,,,,4__9_A__,4__9_A____1_IT_1,4_167,4_167_,4_167_349
238,4,354330,091,9A,2,1,167,,350,16,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 269,20150325,20150325,,724.87,26.81,4,92_77,,,4__9_A____2_IT_1_4_167__350_TI_I_16,,,,4__9_A__,4__9_A____2_IT_1,4_167,4_167_,4_167_350
239,4,354329,091,9A,1,1,168,,351,10,TI,I,CONCHA ESPINA,28,079,MADRID,A,Calle del Príncipe de Vergara N 210,20150325,20150325,,724.578,26.81,4,93_175,,,4__9_A____1_IT_1_4_168__351_TI_I_10,,,,4__9_A__,4__9_A____1_IT_1,4_168,4_168_,4_168_351
240,4,354330,091,9A,2,1,168,,352,15,TI,I,CONCHA ESPINA,28,079,MADRID,A,Calle del Príncipe de Vergara N 210,20150325,20150325,,718.474,26.81,4,93_175,,,4__9_A____2_IT_1_4_168__352_TI_I_15,,,,4__9_A__,4__9_A____2_IT_1,4_168,4_168_,4_168_352
241,4,354329,091,9A,1,1,169,,353,11,TI,I,CRUZ DEL RAYO,28,079,MADRID,A,Calle del Príncipe de Vergara N 138,20150325,20150325,,718.335,26.81,4,93_179,,,4__9_A____1_IT_1_4_169__353_TI_I_11,,,,4__9_A__,4__9_A____1_IT_1,4_169,4_169_,4_169_353
242,4,354330,091,9A,2,1,169,,354,14,TI,I,CRUZ DEL RAYO,28,079,MADRID,A,Calle del Príncipe de Vergara N 138,20150325,20150325,,709.968,26.81,4,93_179,,,4__9_A____2_IT_1_4_169__354_TI_I_14,,,,4__9_A__,4__9_A____2_IT_1,4_169,4_169_,4_169_354
243,4,354329,091,9A,1,1,170,,355,12,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20150325,20150325,,709.73,26.81,4,90_4,,,4__9_A____1_IT_1_4_170__355_TI_I_12,,,,4__9_A__,4__9_A____1_IT_1,4_170,4_170_,4_170_355
244,4,354330,091,9A,2,1,170,,356,13,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20150325,20150325,,727.497,26.81,4,90_4,,,4__9_A____2_IT_1_4_170__356_TI_I_13,,,,4__9_A__,4__9_A____2_IT_1,4_170,4_170_,4_170_356
245,4,354329,091,9A,1,1,172,,359,14,TI,I,PRINCIPE DE VERGARA,28,079,MADRID,A,Calle del Príncipe de Vergara N 12,20150325,20150325,,825.731,26.81,4,93_301,,,4__9_A____1_IT_1_4_172__359_TI_I_14,,,,4__9_A__,4__9_A____1_IT_1,4_172,4_172_,4_172_359
246,4,354330,091,9A,2,1,172,,360,11,TI,I,PRINCIPE DE VERGARA,28,079,MADRID,A,Calle del Príncipe de Vergara N 12,20150325,20150325,,719.766,26.81,4,93_301,,,4__9_A____2_IT_1_4_172__360_TI_I_11,,,,4__9_A__,4__9_A____2_IT_1,4_172,4_172_,4_172_360
247,4,354329,091,9A,1,1,173,,361,15,TI,I,IBIZA,28,079,MADRID,A,Calle de Ibiza N 1,20150325,20150325,,718.542,26.81,4,93_236,,,4__9_A____1_IT_1_4_173__361_TI_I_15,,,,4__9_A__,4__9_A____1_IT_1,4_173,4_173_,4_173_361
248,4,354330,091,9A,2,1,173,,362,10,TI,I,IBIZA,28,079,MADRID,A,Calle de Ibiza N 1,20150325,20150325,,958.999,26.81,4,93_236,,,4__9_A____2_IT_1_4_173__362_TI_I_10,,,,4__9_A__,4__9_A____2_IT_1,4_173,4_173_,4_173_362
249,4,354329,091,9A,1,1,174,,363,16,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,20150325,20150325,,951.661,26.81,4,93_324,,,4__9_A____1_IT_1_4_174__363_TI_I_16,,,,4__9_A__,4__9_A____1_IT_1,4_174,4_174_,4_174_363
250,4,354330,091,9A,2,1,174,,364,9,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,20150325,20150325,,837.984,26.81,4,93_324,,,4__9_A____2_IT_1_4_174__364_TI_I_9,,,,4__9_A__,4__9_A____2_IT_1,4_174,4_174_,4_174_364
251,4,354329,091,9A,1,1,175,,365,17,TI,I,ESTRELLA,28,079,MADRID,A,Calle del Camino de los Vinateros N 1,20150325,20150325,,840.255,26.81,4,93_212,,,4__9_A____1_IT_1_4_175__365_TI_I_17,,,,4__9_A__,4__9_A____1_IT_1,4_175,4_175_,4_175_365
