OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
430,4,336415,001,1,2,1,21,,46,10,TI,I,PORTAZGO,28,079,MADRID,A,Avda de la Albufera N 131,20070516,20070516,,560.578807090878,22.96,4,93_302,,,4__1_____2_IT_1_4_21__46_TI_I_10,,,,4__1___,4__1_____2_IT_1,4_21,4_21_,4_21_46
431,4,336230,003,3,1,1,52,,108,17,TI,I,ARGÜELLES,28,079,MADRID,A,Calle de Alberto Aguilera N 72,20070419,20070421,,459.764248973149,24.99,4,92_68,,,4__3_____1_IT_1_4_52__108_TI_I_17,,,,4__3___,4__3_____1_IT_1,4_52,4_52_,4_52_108
432,4,336231,003,3,2,1,52,,109,2,TI,I,ARGÜELLES,28,079,MADRID,A,Calle de Alberto Aguilera N 72,20070419,20070421,,626.814230740029,24.99,4,92_68,,,4__3_____2_IT_1_4_52__109_TI_I_2,,,,4__3___,4__3_____2_IT_1,4_52,4_52_,4_52_109
433,4,336192,004,4,1,1,67,,138,14,TI,I,AVENIDA DE LA PAZ,28,079,MADRID,A,Avda de Ramón y Cajal N 107,20070410,20070411,,636.081,22.42,4,93_149,,,4__4_____1_IT_1_4_67__138_TI_I_14,,,,4__4___,4__4_____1_IT_1,4_67,4_67_,4_67_138
434,4,336193,004,4,2,1,67,,139,10,TI,I,AVENIDA DE LA PAZ,28,079,MADRID,A,Avda de Ramón y Cajal N 107,20070410,20070411,,756.615,22.42,4,93_149,,,4__4_____2_IT_1_4_67__139_TI_I_10,,,,4__4___,4__4_____2_IT_1,4_67,4_67_,4_67_139
435,4,335631,005,5,1,1,82,,168,11,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Juan Bravo N 58,20061123,20061124,,874.875,23.38,4,92_66,,,4__5_____1_IT_1_4_82__168_TI_I_11,,,,4__5___,4__5_____1_IT_1,4_82,4_82_,4_82_168
436,4,335632,005,5,2,1,82,,169,22,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Juan Bravo N 58,20061123,20061124,,669.789,23.38,4,92_66,,,4__5_____2_IT_1_4_82__169_TI_I_22,,,,4__5___,4__5_____2_IT_1,4_82,4_82_,4_82_169
437,4,335631,005,5,1,1,88,,180,17,TI,I,CALLAO,28,079,MADRID,A,Plaza del Callao N 3,20061123,20061124,,342.86,23.38,4,91_62,,,4__5_____1_IT_1_4_88__180_TI_I_17,,,,4__5___,4__5_____1_IT_1,4_88,4_88_,4_88_180
438,4,335632,005,5,2,1,88,,181,16,TI,I,CALLAO,28,079,MADRID,A,Plaza del Callao N 3,20061123,20061124,,503.235,23.38,4,91_62,,,4__5_____2_IT_1_4_88__181_TI_I_16,,,,4__5___,4__5_____2_IT_1,4_88,4_88_,4_88_181
439,4,283380,061,6-1,1,1,114,,238,12,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,19990701,19950508,,829.986,25.65,4,93_324,,,4__6_1____1_IT_1_4_114__238_TI_I_12,,,,4__6_1__,4__6_1____1_IT_1,4_114,4_114_,4_114_238
440,4,283587,062,6-2,1,1,114,,239,18,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,19990701,19950508,,760.218,25.57,4,93_324,,,4__6_2____1_IT_1_4_114__239_TI_I_18,,,,4__6_2__,4__6_2____1_IT_1,4_114,4_114_,4_114_239
441,4,283380,061,6-1,1,1,124,,261,22,TI,I,CIUDAD UNIVERSITARIA,28,079,MADRID,A,Avda  Complutense N 1,19990701,19950508,,684.284,25.65,4,92_70,,,4__6_1____1_IT_1_4_124__261_TI_I_22,,,,4__6_1__,4__6_1____1_IT_1,4_124,4_124_,4_124_261
442,4,283587,062,6-2,1,1,124,,262,8,TI,I,CIUDAD UNIVERSITARIA,28,079,MADRID,A,Avda  Complutense N 1,19990701,19950508,,1309.177,25.57,4,92_70,,,4__6_2____1_IT_1_4_124__262_TI_I_8,,,,4__6_2__,4__6_2____1_IT_1,4_124,4_124_,4_124_262
443,4,336332,071,7a,1,1,143,,301,13,TI,I,ALONSO CANO,28,079,MADRID,A,Calle de José Abascal N 18,20070507,20070505,,624.335,27.77,4,93_131,,,4__7_A____1_IT_1_4_143__301_TI_I_13,,,,4__7_A__,4__7_A____1_IT_1,4_143,4_143_,4_143_301
444,4,336333,071,7a,2,1,143,,302,11,TI,I,ALONSO CANO,28,079,MADRID,A,Calle de José Abascal N 18,20070507,20070505,,479.918,27.77,4,93_131,,,4__7_A____2_IT_1_4_143__302_TI_I_11,,,,4__7_A__,4__7_A____2_IT_1,4_143,4_143_,4_143_302
445,4,354329,091,9A,1,1,171,,357,13,TI,I,NUÑEZ DE BALBOA,28,079,MADRID,A,Plaza del Marqués de Salamanca N 9,20150325,20150325,,728.078,26.81,4,93_283,,,4__9_A____1_IT_1_4_171__357_TI_I_13,,,,4__9_A__,4__9_A____1_IT_1,4_171,4_171_,4_171_357
446,4,354330,091,9A,2,1,171,,358,12,TI,I,NUÑEZ DE BALBOA,28,079,MADRID,A,Plaza del Marqués de Salamanca N 9,20150325,20150325,,825.708,26.81,4,93_283,,,4__9_A____2_IT_1_4_171__358_TI_I_12,,,,4__9_A__,4__9_A____2_IT_1,4_171,4_171_,4_171_358
447,4,336280,101,10a,1,1,190,,397,5,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 216,20070425,20070426,,840.409633712516,31.12,4,90_21,,,4__10_A____1_IT_1_4_190__397_TI_I_5,,,,4__10_A__,4__10_A____1_IT_1,4_190,4_190_,4_190_397
448,4,336281,101,10a,2,1,190,,398,17,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 216,20070425,20070426,,918.812,31.12,4,90_21,,,4__10_A____2_IT_1_4_190__398_TI_I_17,,,,4__10_A__,4__10_A____2_IT_1,4_190,4_190_,4_190_398
449,4,336332,071,7a,1,1,135,,283,5,TI,I,GARCIA NOBLEJAS,28,079,MADRID,A,Calle de Luis del Campo N 1,20070507,20070505,,809.035,27.77,4,93_65,,,4__7_A____1_IT_1_4_135__283_TI_I_5,,,,4__7_A__,4__7_A____1_IT_1,4_135,4_135_,4_135_283
450,4,336333,071,7a,2,1,135,,284,19,TI,I,GARCIA NOBLEJAS,28,079,MADRID,A,Calle de Luis del Campo N 1,20070507,20070505,,780.644,27.77,4,93_65,,,4__7_A____2_IT_1_4_135__284_TI_I_19,,,,4__7_A__,4__7_A____2_IT_1,4_135,4_135_,4_135_284
451,4,336332,071,7a,1,1,138,,290,8,TI,I,BARRIO DE LA CONCEPCION,28,079,MADRID,A,Calle de Martínez Villergas N 1,20070507,20070505,,976.707,27.77,4,93_154,,,4__7_A____1_IT_1_4_138__290_TI_I_8,,,,4__7_A__,4__7_A____1_IT_1,4_138,4_138_,4_138_290
452,4,336333,071,7a,2,1,138,,291,16,TI,I,BARRIO DE LA CONCEPCION,28,079,MADRID,A,Calle de Martínez Villergas N 1,20070507,20070505,,919.932,27.77,4,93_154,,,4__7_A____2_IT_1_4_138__291_TI_I_16,,,,4__7_A__,4__7_A____2_IT_1,4_138,4_138_,4_138_291
453,4,336332,071,7a,1,1,142,,299,12,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de José Abascal N 65,20070507,20070505,,1100.617,27.77,4,92_223,,,4__7_A____1_IT_1_4_142__299_TI_I_12,,,,4__7_A__,4__7_A____1_IT_1,4_142,4_142_,4_142_299
454,4,336333,071,7a,2,1,142,,300,12,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de José Abascal N 65,20070507,20070505,,624.625,27.77,4,92_223,,,4__7_A____2_IT_1_4_142__300_TI_I_12,,,,4__7_A__,4__7_A____2_IT_1,4_142,4_142_,4_142_300
455,4,336314,008,8,1,1,157,,329,4,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta de Mar de Cristal N 1,20070503,20070503,,912.945,43.29,4,92_79,,,4__8_____1_IT_1_4_157__329_TI_I_4,,,,4__8___,4__8_____1_IT_1,4_157,4_157_,4_157_329
456,4,336315,008,8,2,1,157,,330,5,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta de Mar de Cristal N 1,20070503,20070503,,2220.128,43.29,4,92_79,,,4__8_____2_IT_1_4_157__330_TI_I_5,,,,4__8___,4__8_____2_IT_1,4_157,4_157_,4_157_330
457,4,335631,005,5,1,1,100,,205,29,TI,I,ALUCHE,28,079,MADRID,A,Calle de Valmojado N 293,20061123,20061124,,933.505,23.38,4,90_1,,,4__5_____1_IT_1_4_100__205_TI_I_29,,,,4__5___,4__5_____1_IT_1,4_100,4_100_,4_100_205
458,4,335632,005,5,2,1,100,,206,4,TI,I,ALUCHE,28,079,MADRID,A,Calle de Valmojado N 293,20061123,20061124,,675.907,23.38,4,90_1,,,4__5_____2_IT_1_4_100__206_TI_I_4,,,,4__5___,4__5_____2_IT_1,4_100,4_100_,4_100_206
459,4,335631,005,5,1,1,90,,184,19,TI,I,LA LATINA,28,079,MADRID,A,Calle de San Millán N 5,20061123,20061124,,754.561,23.38,4,93_248,,,4__5_____1_IT_1_4_90__184_TI_I_19,,,,4__5___,4__5_____1_IT_1,4_90,4_90_,4_90_184
460,4,335632,005,5,2,1,90,,185,14,TI,I,LA LATINA,28,079,MADRID,A,Calle de San Millán N 5,20061123,20061124,,600.524,23.38,4,93_248,,,4__5_____2_IT_1_4_90__185_TI_I_14,,,,4__5___,4__5_____2_IT_1,4_90,4_90_,4_90_185
461,4,335631,005,5,1,1,92,,188,21,TI,I,ACACIAS,28,079,MADRID,A,Paseo de las Acacias N 20,20061123,20061124,,888.667,23.38,4,92_10,,,4__5_____1_IT_1_4_92__188_TI_I_21,,,,4__5___,4__5_____1_IT_1,4_92,4_92_,4_92_188
462,4,335632,005,5,2,1,92,,189,12,TI,I,ACACIAS,28,079,MADRID,A,Paseo de las Acacias N 20,20061123,20061124,,555.009,23.38,4,92_10,,,4__5_____2_IT_1_4_92__189_TI_I_12,,,,4__5___,4__5_____2_IT_1,4_92,4_92_,4_92_189
463,4,283380,061,6-1,1,1,106,,219,3,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 2,19990701,19950508,,894.247,25.65,4,92_16,,,4__6_1____1_IT_1_4_106__219_TI_I_3,,,,4__6_1__,4__6_1____1_IT_1,4_106,4_106_,4_106_219
464,4,283587,062,6-2,1,1,106,,220,27,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 2,19990701,19950508,,765.195,25.57,4,92_16,,,4__6_2____1_IT_1_4_106__220_TI_I_27,,,,4__6_2__,4__6_2____1_IT_1,4_106,4_106_,4_106_220
465,4,283380,061,6-1,1,1,109,,227,6,TI,I,USERA,28,079,MADRID,A,Calle de Amparo Usera N 44,19990701,19950508,,958.909,25.65,4,93_359,,,4__6_1____1_IT_1_4_109__227_TI_I_6,,,,4__6_1__,4__6_1____1_IT_1,4_109,4_109_,4_109_227
466,4,283587,062,6-2,1,1,109,,228,24,TI,I,USERA,28,079,MADRID,A,Calle de Amparo Usera N 44,19990701,19950508,,988.769,25.57,4,93_359,,,4__6_2____1_IT_1_4_109__228_TI_I_24,,,,4__6_2__,4__6_2____1_IT_1,4_109,4_109_,4_109_228
467,4,336332,071,7a,1,1,151,,317,21,TI,I,AVDA. DE LA ILUSTRACION,28,079,MADRID,A,Calle de las Islas Cíes N 23,20070507,20070505,,549.275,27.77,4,93_147,,,4__7_A____1_IT_1_4_151__317_TI_I_21,,,,4__7_A__,4__7_A____1_IT_1,4_151,4_151_,4_151_317
468,4,336333,071,7a,2,1,151,,318,3,TI,I,AVDA. DE LA ILUSTRACION,28,079,MADRID,A,Calle de las Islas Cíes N 23,20070507,20070505,,678.63,27.77,4,93_147,,,4__7_A____2_IT_1_4_151__318_TI_I_3,,,,4__7_A__,4__7_A____2_IT_1,4_151,4_151_,4_151_318
469,4,336314,008,8,1,1,156,,327,2,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 258,20070503,20070503,,2216.288,43.29,4,92_77,,,4__8_____1_IT_1_4_156__327_TI_I_2,,,,4__8___,4__8_____1_IT_1,4_156,4_156_,4_156_327
470,4,336315,008,8,2,1,156,,328,7,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 258,20070503,20070503,,2872.835,43.29,4,92_77,,,4__8_____2_IT_1_4_156__328_TI_I_7,,,,4__8___,4__8_____2_IT_1,4_156,4_156_,4_156_328
471,4,336332,071,7a,1,1,148,,311,18,TI,I,VALDEZARZA,28,079,MADRID,A,Calle de San Restituto N 70,20070507,20070505,,1201.128,27.77,4,93_365,,,4__7_A____1_IT_1_4_148__311_TI_I_18,,,,4__7_A__,4__7_A____1_IT_1,4_148,4_148_,4_148_311
472,4,336333,071,7a,2,1,148,,312,6,TI,I,VALDEZARZA,28,079,MADRID,A,Calle de San Restituto N 70,20070507,20070505,,874.341,27.77,4,93_365,,,4__7_A____2_IT_1_4_148__312_TI_I_6,,,,4__7_A__,4__7_A____2_IT_1,4_148,4_148_,4_148_312
473,4,336314,008,8,1,1,155,,325,1,TI,C,NUEVOS MINISTERIOS,28,079,MADRID,A,Paseo de la Castellana N 65,20070503,20070503,,0,0,4,90_71,,,4__8_____1_IT_1_4_155__325_TI_C_1,,,,4__8___,4__8_____1_IT_1,4_155,4_155_,4_155_325
474,4,336315,008,8,2,1,155,,326,8,TI,C,NUEVOS MINISTERIOS,28,079,MADRID,A,Paseo de la Castellana N 65,20070503,20070503,,2209.32,43.29,4,90_71,,,4__8_____2_IT_1_4_155__326_TI_C_8,,,,4__8___,4__8_____2_IT_1,4_155,4_155_,4_155_326
475,4,335631,005,5,1,1,101,,207,30,TI,I,EMPALME,28,079,MADRID,A,Calle de Tembleque N 105,20061123,20061124,,675.791,23.38,4,93_205,,,4__5_____1_IT_1_4_101__207_TI_I_30,,,,4__5___,4__5_____1_IT_1,4_101,4_101_,4_101_207
476,4,335632,005,5,2,1,101,,208,3,TI,I,EMPALME,28,079,MADRID,A,Calle de Tembleque N 105,20061123,20061124,,443.781715471665,23.38,4,93_205,,,4__5_____2_IT_1_4_101__208_TI_I_3,,,,4__5___,4__5_____2_IT_1,4_101,4_101_,4_101_208
477,4,335631,005,5,1,1,102,,209,31,TI,I,CAMPAMENTO,28,079,MADRID,A,Avda del Padre Piquer N 7,20061123,20061124,,445.038,23.38,4,92_5,,,4__5_____1_IT_1_4_102__209_TI_I_31,,,,4__5___,4__5_____1_IT_1,4_102,4_102_,4_102_209
478,4,335632,005,5,2,1,102,,210,2,TI,I,CAMPAMENTO,28,079,MADRID,A,Avda del Padre Piquer N 7,20061123,20061124,,1218.384,23.38,4,92_5,,,4__5_____2_IT_1_4_102__210_TI_I_2,,,,4__5___,4__5_____2_IT_1,4_102,4_102_,4_102_210
479,4,335631,005,5,1,1,103,,212,32,TI,T,CASA DE CAMPO,28,079,MADRID,A,Ctra del Zoo N 1,20061123,20061124,,1222.688,23.38,4,91_42,,,4__5_____1_IT_1_4_103__212_TI_T_32,,,,4__5___,4__5_____1_IT_1,4_103,4_103_,4_103_212
480,4,335632,005,5,2,1,103,,213,1,TI,T,CASA DE CAMPO,28,079,MADRID,A,Ctra del Zoo N 1,20061123,20061124,,0,0,4,91_42,,,4__5_____2_IT_1_4_103__213_TI_T_1,,,,4__5___,4__5_____2_IT_1,4_103,4_103_,4_103_213
481,4,336280,101,10a,1,1,203,,423,19,TI,I,CUATRO VIENTOS,28,079,MADRID,A,Col   Militar de Cuatro Vientos N 6B,20070425,20070426,,1160.6965001513,31.12,4,92_84,,,4__10_A____1_IT_1_4_203__423_TI_I_19,,,,4__10_A__,4__10_A____1_IT_1,4_203,4_203_,4_203_423
482,4,336281,101,10a,2,1,203,,424,3,TI,I,CUATRO VIENTOS,28,079,MADRID,A,Col   Militar de Cuatro Vientos N 6B,20070425,20070426,,3285.825,31.12,4,92_84,,,4__10_A____2_IT_1_4_203__424_TI_I_3,,,,4__10_A__,4__10_A____2_IT_1,4_203,4_203_,4_203_424
483,4,336414,001,1,1,1,295,,791,33,TI,T,VALDECARROS,28,079,MADRID,A,Avda del Ensanche de Vallecas N 120A,20070516,20070516,,841.767764235967,22.96,4,93_362,,,4__1_____1_IT_1_4_295__791_TI_T_33,,,,4__1___,4__1_____1_IT_1,4_295,4_295_,4_295_791
484,4,336415,001,1,2,1,295,,792,1,TI,T,VALDECARROS,28,079,MADRID,A,Avda del Ensanche de Vallecas N 120A,20070516,20070516,,0,0,4,93_362,,,4__1_____2_IT_1_4_295__792_TI_T_1,,,,4__1___,4__1_____2_IT_1,4_295,4_295_,4_295_792
485,4,336314,008,8,1,1,258,,713,3,TI,I,PINAR DEL REY,28,079,MADRID,A,Avda de la Gran Vía de Hortaleza N 47,20070503,20070503,,2871.017,43.29,4,93_298,,,4__8_____1_IT_1_4_258__713_TI_I_3,,,,4__8___,4__8_____1_IT_1,4_258,4_258_,4_258_713
486,4,336315,008,8,2,1,258,,714,6,TI,I,PINAR DEL REY,28,079,MADRID,A,Avda de la Gran Vía de Hortaleza N 47,20070503,20070503,,911.096,43.29,4,93_298,,,4__8_____2_IT_1_4_258__714_TI_I_6,,,,4__8___,4__8_____2_IT_1,4_258,4_258_,4_258_714
487,4,336415,001,1,2,1,262,,722,32,TI,I,BAMBU,28,079,MADRID,A,Calle del Bambú N 14,20070516,20070516,,770.2919,22.96,4,93_152,,,4__1_____2_IT_1_4_262__722_TI_I_32,,,,4__1___,4__1_____2_IT_1,4_262,4_262_,4_262_722
488,4,336414,001,1,1,1,262,,721,2,TI,I,BAMBU,28,079,MADRID,A,Calle del Bambú N 14,20070516,20070516,,1061.40368889086,22.96,4,93_152,,,4__1_____1_IT_1_4_262__721_TI_I_2,,,,4__1___,4__1_____1_IT_1,4_262,4_262_,4_262_721
489,4,336415,001,1,2,1,263,,724,33,TI,C,PINAR DE CHAMARTIN,28,079,MADRID,A,Calle de Arturo Soria N 330,20070516,20070516,,1073.59349498377,22.96,4,92_96,,,4__1_____2_IT_1_4_263__724_TI_C_33,,,,4__1___,4__1_____2_IT_1,4_263,4_263_,4_263_724
490,4,336414,001,1,1,1,263,,723,1,TI,C,PINAR DE CHAMARTIN,28,079,MADRID,A,Calle de Arturo Soria N 330,20070516,20070516,,0,0,4,92_96,,,4__1_____1_IT_1_4_263__723_TI_C_1,,,,4__1___,4__1_____1_IT_1,4_263,4_263_,4_263_723
491,4,344339,002,2,1,1,260,,717,5,TI,I,LA ELIPA,28,079,MADRID,A,Avda del Marqués de Corbera N 58,20110311,20110316,,1155.7413,24.22,4,93_244,,,4__2_____1_IT_1_4_260__717_TI_I_5,,,,4__2___,4__2_____1_IT_1,4_260,4_260_,4_260_717
492,4,344340,002,2,2,1,260,,718,16,TI,I,LA ELIPA,28,079,MADRID,A,Avda del Marqués de Corbera N 58,20110311,20110316,,1282.211,24.22,4,93_244,,,4__2_____2_IT_1_4_260__718_TI_I_16,,,,4__2___,4__2_____2_IT_1,4_260,4_260_,4_260_718
493,4,336192,004,4,1,1,264,,725,21,TI,I,HORTALEZA,28,079,MADRID,A,Calle del Capitán Cortés BLQ 4,20070410,20070411,,777.265731323808,22.42,4,93_228,,,4__4_____1_IT_1_4_264__725_TI_I_21,,,,4__4___,4__4_____1_IT_1,4_264,4_264_,4_264_725
494,4,336193,004,4,2,1,264,,726,3,TI,I,HORTALEZA,28,079,MADRID,A,Calle del Capitán Cortés BLQ 4,20070410,20070411,,928.554250763727,22.42,4,93_228,,,4__4_____2_IT_1_4_264__726_TI_I_3,,,,4__4___,4__4_____2_IT_1,4_264,4_264_,4_264_726
495,4,336192,004,4,1,1,265,,727,22,TI,I,MANOTERAS,28,079,MADRID,A,Calle de Bacares N 24,20070410,20070411,,933.000007571617,22.42,4,93_264,,,4__4_____1_IT_1_4_265__727_TI_I_22,,,,4__4___,4__4_____1_IT_1,4_265,4_265_,4_265_727
496,4,336193,004,4,2,1,265,,728,2,TI,I,MANOTERAS,28,079,MADRID,A,Calle de Bacares N 24,20070410,20070411,,506.130162942413,22.42,4,93_264,,,4__4_____2_IT_1_4_265__728_TI_I_2,,,,4__4___,4__4_____2_IT_1,4_265,4_265_,4_265_728
497,4,336192,004,4,1,1,266,,729,23,TI,T,PINAR DE CHAMARTIN,28,079,MADRID,A,Calle de Arturo Soria N 330,20070410,20070411,,505.839937485183,22.42,4,92_96,,,4__4_____1_IT_1_4_266__729_TI_T_23,,,,4__4___,4__4_____1_IT_1,4_266,4_266_,4_266_729
498,4,336193,004,4,2,1,266,,730,1,TI,T,PINAR DE CHAMARTIN,28,079,MADRID,A,Calle de Arturo Soria N 330,20070410,20070411,,0,0,4,92_96,,,4__4_____2_IT_1_4_266__730_TI_T_1,,,,4__4___,4__4_____2_IT_1,4_266,4_266_,4_266_730
499,4,336332,071,7a,1,1,286,,771,1,TI,C,ESTADIO OLIMPICO,28,079,MADRID,A,Avda de Arcentales N 28,20070507,20070505,,0,0,4,93_210,,,4__7_A____1_IT_1_4_286__771_TI_C_1,,,,4__7_A__,4__7_A____1_IT_1,4_286,4_286_,4_286_771
500,4,336333,071,7a,2,1,286,,772,23,TI,C,ESTADIO OLIMPICO,28,079,MADRID,A,Avda de Arcentales N 28,20070507,20070505,,1067.5647,27.77,4,93_210,,,4__7_A____2_IT_1_4_286__772_TI_C_23,,,,4__7_A__,4__7_A____2_IT_1,4_286,4_286_,4_286_772
501,4,337772,072,7b,1,1,286,,773,8,TI,T,ESTADIO OLIMPICO,28,079,MADRID,A,Avda de Arcentales N 28,20080214,20080207,,2964.9735,33.38,4,93_210,,,4__7_B____1_IT_1_4_286__773_TI_T_8,,,,4__7_B__,4__7_B____1_IT_1,4_286,4_286_,4_286_773
502,4,337773,072,7b,2,1,286,,774,1,TI,T,ESTADIO OLIMPICO,28,079,MADRID,A,Avda de Arcentales N 28,20080214,20080207,,0,0,4,93_210,,,4__7_B____2_IT_1_4_286__774_TI_T_1,,,,4__7_B__,4__7_B____2_IT_1,4_286,4_286_,4_286_774
503,4,336280,101,10a,1,1,274,,745,1,TI,C,TRES OLIVOS,28,079,MADRID,A,Acces   M-607 SN SN,20070425,20070426,,0,0,4,93_354,,,4__10_A____1_IT_1_4_274__745_TI_C_1,,,,4__10_A__,4__10_A____1_IT_1,4_274,4_274_,4_274_745
504,4,336281,101,10a,2,1,274,,746,21,TI,C,TRES OLIVOS,28,079,MADRID,A,Acces   M-607 SN SN,20070425,20070426,,775.982854743205,31.12,4,93_354,,,4__10_A____2_IT_1_4_274__746_TI_C_21,,,,4__10_A__,4__10_A____2_IT_1,4_274,4_274_,4_274_746
505,4,336284,102,10b,1,1,274,,747,11,TI,T,TRES OLIVOS,28,079,MADRID,A,Acces   M-607 SN SN,20070425,20070426,,585.909661227336,37.18,4,93_354,,,4__10_B____1_IT_1_4_274__747_TI_T_11,,,,4__10_B__,4__10_B____1_IT_1,4_274,4_274_,4_274_747
506,4,336285,102,10b,2,1,274,,748,1,TI,T,TRES OLIVOS,28,079,MADRID,A,Acces   M-607 SN SN,20070425,20070426,,0,0,4,93_354,,,4__10_B____2_IT_1_4_274__748_TI_T_1,,,,4__10_B__,4__10_B____2_IT_1,4_274,4_274_,4_274_748
507,4,336284,102,10b,1,1,275,,749,10,TI,I,MONTECARMELO,28,079,MADRID,A,Avda de Monasterio de Silos N 63A,20070425,20070426,,3081.81098261633,37.18,4,93_277,,,4__10_B____1_IT_1_4_275__749_TI_I_10,,,,4__10_B__,4__10_B____1_IT_1,4_275,4_275_,4_275_749
508,4,336285,102,10b,2,1,275,,750,2,TI,I,MONTECARMELO,28,079,MADRID,A,Avda de Monasterio de Silos N 63A,20070425,20070426,,578.503221119685,37.18,4,93_277,,,4__10_B____2_IT_1_4_275__750_TI_I_2,,,,4__10_B__,4__10_B____2_IT_1,4_275,4_275_,4_275_750
509,4,336284,102,10b,1,1,276,,751,9,TI,I,LAS TABLAS,28,079,MADRID,A,Calle de Palas de Rey N 30,20070425,20070426,,963.718593705577,37.18,4,92_95,,,4__10_B____1_IT_1_4_276__751_TI_I_9,,,,4__10_B__,4__10_B____1_IT_1,4_276,4_276_,4_276_751
510,4,336285,102,10b,2,1,276,,752,3,TI,I,LAS TABLAS,28,079,MADRID,A,Calle de Palas de Rey N 30,20070425,20070426,,3088.49036527692,37.18,4,92_95,,,4__10_B____2_IT_1_4_276__752_TI_I_3,,,,4__10_B__,4__10_B____2_IT_1,4_276,4_276_,4_276_752
511,4,336284,102,10b,1,1,277,,753,8,TI,I,RONDA DE LA COMUNICACION,28,079,MADRID,A,Ronda de la Comunicación N 22,20070425,20070426,,1498.27975513436,37.18,4,93_321,,,4__10_B____1_IT_1_4_277__753_TI_I_8,,,,4__10_B__,4__10_B____1_IT_1,4_277,4_277_,4_277_753
512,4,336285,102,10b,2,1,277,,754,4,TI,I,RONDA DE LA COMUNICACION,28,079,MADRID,A,Ronda de la Comunicación N 22,20070425,20070426,,960.563447411493,37.18,4,93_321,,,4__10_B____2_IT_1_4_277__754_TI_I_4,,,,4__10_B__,4__10_B____2_IT_1,4_277,4_277_,4_277_754
513,4,336280,101,10a,1,1,257,,711,18,TI,I,AVIACION ESPAÑOLA,28,079,MADRID,A,Paseo de Extremadura N 463,20070425,20070426,,1722.89144784398,31.12,4,93_150,,,4__10_A____1_IT_1_4_257__711_TI_I_18,,,,4__10_A__,4__10_A____1_IT_1,4_257,4_257_,4_257_711
514,4,336281,101,10a,2,1,257,,712,4,TI,I,AVIACION ESPAÑOLA,28,079,MADRID,A,Paseo de Extremadura N 463,20070425,20070426,,1165.246,31.12,4,93_150,,,4__10_A____2_IT_1_4_257__712_TI_I_4,,,,4__10_A__,4__10_A____2_IT_1,4_257,4_257_,4_257_712
515,4,336314,008,8,1,1,285,,769,8,TI,T,AEROPUERTO T4,28,079,MADRID,A,Ctra de Alcobendas a Barajas SN SN,20070503,20070503,,2090.505,43.29,4,90_33,,,4__8_____1_IT_1_4_285__769_TI_T_8,,,,4__8___,4__8_____1_IT_1,4_285,4_285_,4_285_769
516,4,336315,008,8,2,1,285,,770,1,TI,T,AEROPUERTO T4,28,079,MADRID,A,Ctra de Alcobendas a Barajas SN SN,20070503,20070503,,0,0,4,90_33,,,4__8_____2_IT_1_4_285__770_TI_T_1,,,,4__8___,4__8_____2_IT_1,4_285,4_285_,4_285_770
517,4,336415,001,1,2,1,261,,720,31,TI,I,CHAMARTIN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20070516,20070516,,1202.6298,22.96,4,90_25,,,4__1_____2_IT_1_4_261__720_TI_I_31,,,,4__1___,4__1_____2_IT_1,4_261,4_261_,4_261_720
518,4,336414,001,1,1,1,261,,719,3,TI,I,CHAMARTIN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20070516,20070516,,782.3669,22.96,4,90_25,,,4__1_____1_IT_1_4_261__719_TI_I_3,,,,4__1___,4__1_____1_IT_1,4_261,4_261_,4_261_719
